"","time","supernatant","inoculant","N","OD","median","sd","se","ci"
"1026",24,"168A","152A",5,0.0327,0.0323,0.00306431068920891,0.00137040140105007,0.00380484426210167
"1027",24,"168A","152B",5,0.03532,0.0362,0.00245091819528927,0.00109608393839158,0.00304321688563323
"1028",24,"168A","154C",5,0.00248,-0.0038,0.0114442998912122,0.00511804650232879,0.0142099751595655
"1029",24,"168A","157B",5,0.02914,0.028,0.00860453368870156,0.00384806444852474,0.0106839397025922
"1030",24,"168A","158",5,0.0258,0.0225,0.00645871504248329,0.00288842517645862,0.0080195539429086
"1031",24,"168A","159",5,0.02032,0.0156,0.0145174722317627,0.00649241095433738,0.0180258226151026
"1032",24,"168A","165A",5,0.02986,0.0299,0.00767091911051081,0.00343053931620088,0.00952470409265452
"1033",24,"168A","170C",5,0.01944,0.0175,0.00599483110687866,0.0026809699737222,0.00744356596072325
"1034",24,"168A","41",5,0.03354,0.0278,0.0167020358040569,0.00746937748410133,0.0207383165546078
"1035",24,"168A","53",5,0.01874,0.02,0.0118081751342026,0.00528077645805993,0.0146617859486242
"1036",24,"168A","57",5,0.00412,0.001,0.00637471567993428,0.00285085951951337,0.00791525495855943
"1037",24,"168A","67",5,0.03604,0.0383,0.00911526192711981,0.00407646906035113,0.0113180925691021
"1038",24,"168A","74",5,0.0218,0.011,0.0256488791178094,0.0114705274508193,0.0318472897948643
"1039",24,"168A","77",5,0.018,0.0168,0.00736953187115708,0.00329575484525169,0.00915048240803097
"1040",24,"170C","122A",5,0.06242,0.0599,0.0119836138122021,0.00535923502003784,0.0148796218389887
"1041",24,"170C","126B",5,0.0348,0.0271,0.0185853436879709,0.00831161837429992,0.023076752151597
"1042",24,"170C","135A",5,0.04044,0.0404,0.00374072185547121,0.00167290167075056,0.00464471965523259
"1043",24,"170C","135B",5,0.04584,0.0452,0.00470510361203662,0.00210418630353873,0.00584215776288436
"1044",24,"170C","137B",5,0.05312,0.0531,0.00801822923094619,0.00358586112391431,0.00995594656541094
"1045",24,"170C","144A",5,0.0472,0.0504,0.00522111099288265,0.0023349518196314,0.00648286555048829
"1046",24,"170C","145B",5,0.03668,0.0407,0.00752176840909104,0.0033638370947476,0.00933950903639475
"1047",24,"170C","147A",5,0.00854,0.0142,0.0129646827959654,0.00579798240770011,0.0160977798758819
"1048",24,"170C","149A",5,0.03782,0.0372,0.00704677231078172,0.00315141238177424,0.00874972348183681
"1049",24,"170C","152A",5,0.05122,0.0489,0.00460510586197538,0.00205946595019194,0.00571799415673194
"1050",24,"170C","152B",5,0.04368,0.0416,0.00565703102342563,0.00252990118384098,0.0070241317585094
"1051",24,"170C","154C",5,0.0058,0.0061,0.00369729630946723,0.00165348117618557,0.0045907997181571
"1052",24,"170C","157B",5,0.04746,0.0458,0.00714443839640318,0.00319508998308342,0.00887099194419846
"1053",24,"170C","158",5,0.02768,0.0286,0.00824815130802048,0.00368868540268752,0.0102414325309063
"1054",24,"170C","159",5,0.0386,0.0373,0.00654675492133316,0.00292779780722645,0.0081288698908827
"1055",24,"170C","165A",5,0.03754,0.0361,0.00432931865309081,0.00193613016091378,0.00537555910829487
"1056",24,"170C","168A",5,0.01768,0.0182,0.00106160256216722,0.000474763098818769,0.00131815368184391
"1057",24,"170C","41",5,0.03106,0.0295,0.00594331557297777,0.00265793152658228,0.00737960097693027
"1058",24,"170C","53",5,0.04194,0.0426,0.00749252961288776,0.00335076110756944,0.00930320427579832
"1059",24,"170C","57",5,0.02782,0.0279,0.00966783326293953,0.00432358647421328,0.0120042005032288
"1060",24,"170C","67",5,0.05594,0.0475,0.0189045761655743,0.00845438347840929,0.0234731316260946
"1061",24,"170C","74",5,0.04198,0.0396,0.0134362197064502,0.00600886012484897,0.0166832702814551
"1062",24,"170C","77",5,0.02206,0.0209,0.00444780844911289,0.00198912040862287,0.00552268362216999
"1063",24,"41","122A",5,0.06382,0.0628,0.00412819573179374,0.00184618525614306,0.00512583201770672
"1064",24,"41","126B",5,0.02382,0.0241,0.00587681886738055,0.00262819329578325,0.00729703441159105
"1065",24,"41","135A",5,0.0422,0.0392,0.00536050370767524,0.0023972901368003,0.00665594446605814
"1066",24,"41","135B",5,0.01774,0.0168,0.00375206609749882,0.00167797497001594,0.00465880539214517
"1067",24,"41","137B",5,0.067,0.0658,0.00818749045800971,0.00366155704584812,0.0101661121373475
"1068",24,"41","144A",5,0.0492,0.0472,0.00553579262617378,0.00247568172429333,0.00687359440544185
"1069",24,"41","145B",5,0.0428,0.0446,0.0039843443626273,0.00178185296812055,0.00494721695152045
"1070",24,"41","147A",5,0.06294,0.0667,0.00880017045289465,0.00393555586925151,0.0109268548294158
"1071",24,"41","149A",5,0.06486,0.066,0.0124624636408697,0.00557338317362085,0.0154741924317914
"1072",24,"41","152A",5,0.06096,0.0596,0.0047783888498112,0.00213696045822097,0.00593315340422886
"1073",24,"41","152B",5,0.06082,0.0594,0.00333046543293877,0.00148942942095287,0.00413531902534218
"1074",24,"41","154C",5,0.02598,0.0272,0.00339072263684307,0.00151637726176569,0.00421013822606257
"1075",24,"41","157B",5,0.0525,0.052,0.00643933226351925,0.00287975693418733,0.00799548704408381
"1076",24,"41","158",5,0.06018,0.0594,0.00302109251761676,0.00135107364714141,0.00375118181436751
"1077",24,"41","159",5,0.04344,0.044,0.00693995677219966,0.00310364302070969,0.00861709447313072
"1078",24,"41","165A",5,0.06014,0.0617,0.00517522946351174,0.0023144329759144,0.00642589610728591
"1079",24,"41","168A",5,0.04306,0.0446,0.00462309420193878,0.00206751058038405,0.00574032963085195
"1080",24,"41","170C",5,0.05278,0.0525,0.00959254919195101,0.00428991841414263,0.0119107229826442
"1081",24,"41","53",5,0.06026,0.0582,0.00987258831310209,0.00441515571639325,0.0122584374774661
"1082",24,"41","57",5,0.03678,0.0357,0.00508055115120397,0.00227209154745138,0.00630833745548266
"1083",24,"41","67",5,0.06398,0.064,0.00124579292019179,0.000557135531087364,0.00154685621821929
"1084",24,"41","74",5,0.04548,0.0424,0.00655720977245657,0.00293247335878777,0.00814185130312923
"1085",24,"41","77",5,0.04692,0.0472,0.00210997630318447,0.000943610088966835,0.00261988161272722
"1086",24,"50% TY","122A",5,0.03768,0.034,0.0111295552471786,0.00497728841840615,0.0138191680664414
"1087",24,"50% TY","126B",5,0.05346,0.0469,0.0226197480092065,0.0101158588365002,0.0280861267514729
"1088",24,"50% TY","135A",5,0.08102,0.0812,0.00778215908344207,0.00348028734445879,0.00966282676220443
"1089",24,"50% TY","135B",5,0.07066,0.0718,0.00341950288784788,0.00152924818129694,0.00424587362759452
"1090",24,"50% TY","137B",5,0.06314,0.0627,0.00412710552324507,0.00184569770005816,0.00512447834500131
"1091",24,"50% TY","144A",5,0.04062,0.0397,0.0115382841011998,0.00516007751879756,0.0143266719695067
"1092",24,"50% TY","145B",5,0.0528,0.0448,0.0146523035731587,0.0065527093633092,0.0181932378375436
"1093",24,"50% TY","147A",5,0.0526,0.052,0.0125137923907982,0.0055963380884289,0.0155379254926504
"1094",24,"50% TY","149A",5,0.05604,0.0545,0.00467632334211397,0.00209131537554717,0.00580642233786282
"1095",24,"50% TY","152A",5,0.0574,0.0587,0.0048425200051213,0.00216564078277077,0.00601278275094063
"1096",24,"50% TY","152B",5,0.06128,0.0589,0.00862971610193522,0.00385932636609033,0.0107152077984923
"1097",24,"50% TY","154C",5,0.03114,0.03,0.00253041498572863,0.00113163598387467,0.00314192518829453
"1098",24,"50% TY","157B",5,0.0301,0.0294,0.0161376888060218,0.00721699383400041,0.0200375872046531
"1099",24,"50% TY","158",5,0.02578,0.0286,0.0146219697715458,0.00653914367482471,0.0181555734481522
"1100",24,"50% TY","159",5,0.08154,0.0866,0.00737380498792855,0.00329766584116705,0.00915578818328622
"1101",24,"50% TY","165A",5,0.05784,0.0566,0.0044925493875972,0.00200912916458848,0.00557823683473181
"1102",24,"50% TY","168A",5,0.0889,0.0898,0.0054735728733616,0.00244785620492708,0.00679633837839783
"1103",24,"50% TY","170C",5,0.04462,0.0446,0.00676919492997506,0.00302727600327423,0.00840506564137348
"1104",24,"50% TY","41",5,0.04764,0.0484,0.00453354166187981,0.00202746146695813,0.00562913546591303
"1105",24,"50% TY","53",5,0.05788,0.0564,0.00692437722831447,0.00309667563687255,0.00859774991438005
"1106",24,"50% TY","57",5,0.05258,0.0467,0.020291180350093,0.00907449172130318,0.0251948281217701
"1107",24,"50% TY","67",5,0.0783,0.0754,0.00864378389364288,0.00386561767380066,0.0107326752689899
"1108",24,"50% TY","74",5,0.06718,0.0649,0.00606399208442755,0.00271189970316013,0.00752944065662629
"1109",24,"50% TY","77",5,0.04346,0.0424,0.0032152760379165,0.0014379151574415,0.00399229250056816
"1110",24,"53","122A",5,0.0478,0.0449,0.00913208628956166,0.00408399314397074,0.0113389827742389
"1111",24,"53","126B",5,0.05156,0.0512,0.00424770526284487,0.00189963154322095,0.00527422269985513
"1112",24,"53","135A",5,0.06516,0.0641,0.00654278228279071,0.00292602118926026,0.00812393720862666
"1113",24,"53","135B",5,0.05976,0.0585,0.00315483755524749,0.00141088624630053,0.00391724821253199
"1114",24,"53","137B",5,0.05714,0.0565,0.0054316664109645,0.00242911506520379,0.00674430463274727
"1115",24,"53","144A",5,0.04286,0.0436,0.00582992281252505,0.00260722074247655,0.00723880526861919
"1116",24,"53","145B",5,0.02866,0.0249,0.00844707049810761,0.00377764476890033,0.0104884233277894
"1117",24,"53","147A",5,0.04978,0.0462,0.010322402821049,0.00461631887980022,0.0128169559578535
"1118",24,"53","149A",5,0.06304,0.0658,0.00488906944111045,0.00218645832340797,0.00607058150974504
"1119",24,"53","152A",5,0.04044,0.0421,0.00320749123147671,0.00143443368616329,0.00398262638667889
"1120",24,"53","152B",5,0.05188,0.052,0.00489407805413849,0.00218869824324871,0.0060768005242229
"1121",24,"53","154C",5,0.00862,0.0078,0.00412031552189878,0.00184266111914264,0.00511604744478187
"1122",24,"53","157B",5,0.04044,0.0381,0.018528707456269,0.00828628988148496,0.0230064289816989
"1123",24,"53","158",5,0.02664,0.0265,0.00748050800413983,0.00334538488069759,0.00928827747701552
"1124",24,"53","159",5,0.07294,0.0742,0.00282010638097218,0.00126118991432694,0.00350162456435787
"1125",24,"53","165A",5,0.03904,0.0403,0.00598690237100957,0.00267742413524641,0.00743372113484334
"1126",24,"53","168A",5,0.0307,0.0291,0.00269351072023113,0.00120457461371224,0.00334443529008688
"1127",24,"53","170C",5,0.02368,0.0256,0.00708357254498039,0.00316786994682547,0.00879541700776677
"1128",24,"53","41",5,0.06386,0.0633,0.00381942404034954,0.00170809835782369,0.00474244132477599
"1129",24,"53","57",5,0.048,0.0465,0.00609590026165127,0.0027261694738222,0.00756905989153329
"1130",24,"53","67",5,0.06756,0.0695,0.00330726473086144,0.00147905375155875,0.00410651154883971
"1131",24,"53","74",5,0.0642,0.0615,0.0111821285987955,0.00500079993601024,0.0138844465044091
"1132",24,"53","77",5,0.06644,0.0671,0.00173002890149269,0.000773692445355389,0.00214811460283548
"1133",24,"57","122A",5,0.05854,0.0578,0.00283689971623955,0.0012687001221723,0.00352247624416912
"1134",24,"57","126B",5,0.02954,0.0243,0.0141174714449862,0.00631352516428025,0.017529156038909
"1135",24,"57","135A",5,0.04512,0.0427,0.0072716573076569,0.00325198400980079,0.00902895508619289
"1136",24,"57","135B",5,0.04904,0.051,0.00682554027165616,0.00305247440611711,0.00847502762360539
"1137",24,"57","137B",5,0.0862,0.0815,0.00840951841665146,0.00376085096753381,0.0104417962601876
"1138",24,"57","144A",5,0.05706,0.0577,0.00385720105776196,0.00172499275360797,0.00478934768725651
"1139",24,"57","145B",5,0.04648,0.0457,0.00264329340028685,0.00118211674550359,0.00328208225182579
"1140",24,"57","147A",5,0.07036,0.0693,0.00209117192023994,0.000935200513259054,0.00259653288741656
"1141",24,"57","149A",5,0.06784,0.0684,0.0048803688385203,0.00218256729564062,0.00605977828474618
"1142",24,"57","152A",5,0.07784,0.0819,0.00698197679744068,0.00312243494728073,0.00866926922567611
"1143",24,"57","152B",5,0.08094,0.0798,0.00421224405750664,0.00188377281008088,0.00523019179785374
"1144",24,"57","154C",5,0.02046,0.02,0.00163340135912763,0.000730479294709987,0.00202813566224588
"1145",24,"57","157B",5,0.0497,0.0488,0.00491070259738869,0.00219613296500918,0.00609744262106325
"1146",24,"57","158",5,0.0581,0.0575,0.00736206492772238,0.00329241552663086,0.00914121097319148
"1147",24,"57","159",5,0.0533,0.0526,0.00409633982965281,0.00183193886360872,0.00508627769088803
"1148",24,"57","165A",5,0.05618,0.0556,0.00407884787654553,0.0018241162243673,0.00506455856245646
"1149",24,"57","168A",5,0.03884,0.0344,0.0101915651398595,0.00455780648996861,0.0126544995195121
"1150",24,"57","170C",5,0.06436,0.0633,0.0032191613814781,0.00143965273590543,0.00399711679178925
"1151",24,"57","41",5,0.04664,0.0474,0.00500829312241207,0.00223977677459161,0.00621861726255058
"1152",24,"57","53",5,0.0374,0.032,0.00825681536671373,0.00369256008752735,0.010252190380664
"1153",24,"57","67",5,0.0571,0.06,0.00906614581837288,0.00405450366876144,0.0112571068651392
"1154",24,"57","74",5,0.04818,0.0492,0.00682253618531994,0.0030511309378655,0.00847129755775422
"1155",24,"57","77",5,0.03474,0.0335,0.00687844459162099,0.00307613393726606,0.00854071701305517
"1156",24,"67","122A",5,0.02256,0.0193,0.0119930396480625,0.0053634503819836,0.0148913255600296
"1157",24,"67","126B",5,0.03356,0.0275,0.0156265159264629,0.00698839037261085,0.0194028822432468
"1158",24,"67","135A",5,0.01326,0.0108,0.00757944589003708,0.00338963124838086,0.00941112508799253
"1159",24,"67","135B",5,0.01686,0.0155,0.00606943160435967,0.00271433233042677,0.00753619471269351
"1160",24,"67","137B",5,0.0814,0.0798,0.00517107338953916,0.00231257432312996,0.00642073565986029
"1161",24,"67","144A",5,0.04044,0.0389,0.00457143303571211,0.0020444070044881,0.00567618382064306
"1162",24,"67","145B",5,0.04626,0.0431,0.00717377167186132,0.00320820822266885,0.00890741401628423
"1163",24,"67","147A",5,0.05778,0.0565,0.00406595622209586,0.00181835090122891,0.00504855145924901
"1164",24,"67","149A",5,0.03388,0.0233,0.0160727097902003,0.00718793433470284,0.0199569051000689
"1165",24,"67","152A",5,0.05338,0.0532,0.0048054136138318,0.00214904630010617,0.00596670908077319
"1166",24,"67","152B",5,0.07296,0.0758,0.00480239523571311,0.00214769644037513,0.00596296126933025
"1167",24,"67","154C",5,0.0272,0.0275,0.00172046505340853,0.000769415362466854,0.00213623951698508
"1168",24,"67","157B",5,0.0218,0.0166,0.0144497404820986,0.00646212039504063,0.0179417225400094
"1169",24,"67","158",5,0.02968,0.0316,0.00597218552960305,0.0026708425636866,0.00741544776270158
"1170",24,"67","159",5,0.01794,0.0165,0.00728100267820305,0.00325616338656401,0.00904055889634992
"1171",24,"67","165A",5,0.0627,0.0725,0.0244442222212121,0.0109317885087482,0.0303515106961715
"1172",24,"67","168A",5,0.01962,0.0199,0.00586105792498248,0.00262114478806494,0.00727746461683761
"1173",24,"67","170C",5,0.03466,0.04,0.0142878619814163,0.00638972612871632,0.0177407238336289
"1174",24,"67","41",5,0.06182,0.0498,0.0195678818475583,0.00875102279736489,0.024296734411218
"1175",24,"67","53",5,0.05134,0.0547,0.00737990514844195,0.00330039391588337,0.00916336253297897
"1176",24,"67","57",5,0.04544,0.0441,0.0100143896469031,0.00447857120072909,0.0124345070885441
"1177",24,"67","74",5,0.05002,0.0499,0.00890432479191994,0.00398213510569393,0.0110561795224402
"1178",24,"67","77",5,0.03934,0.0388,0.00198821528009419,0.000889156904038877,0.00246869533397156
"1179",24,"74","122A",5,0.05624,0.0566,0.00264253666010521,0.0011817783210061,0.00328114263478626
"1180",24,"74","126B",5,0.04772,0.0489,0.00339735190994398,0.0015193419628247,0.00421836955580623
"1181",24,"74","135A",5,0.05124,0.0529,0.00524146925966374,0.00234405631331673,0.00650814367741621
"1182",24,"74","135B",5,0.05282,0.0537,0.00371173813731519,0.00165993975794304,0.00460873161586417
"1183",24,"74","137B",5,0.07488,0.0743,0.00182811378201687,0.000817557337438789,0.00226990306775047
"1184",24,"74","144A",5,0.06624,0.0658,0.00335901771355853,0.00150219838902856,0.00417077136425435
"1185",24,"74","145B",5,0.05888,0.0608,0.00474573492727944,0.00212235718011837,0.00589260820422104
"1186",24,"74","147A",5,0.06084,0.0606,0.00668640411581591,0.00299025082559975,0.00830226726805009
"1187",24,"74","149A",5,0.04762,0.0484,0.00356679127508185,0.00159511755052723,0.00442875631537643
"1188",24,"74","152A",5,0.0686,0.0668,0.00483683780997461,0.00216309962784889,0.00600572737379621
"1189",24,"74","152B",5,0.07026,0.0706,0.0084141547406736,0.00376292439466966,0.0104475530168099
"1190",24,"74","154C",5,0.03028,0.0302,0.00347663630539635,0.00155479902238199,0.0043168141352588
"1191",24,"74","157B",5,0.0456,0.047,0.00451940261539067,0.00202113829314077,0.00561157952091852
"1192",24,"74","158",5,0.04764,0.0474,0.00422054498850563,0.00188748509927893,0.00524049876502676
"1193",24,"74","159",5,0.06452,0.062,0.0101983822246472,0.00456085518296733,0.0126629640482656
"1194",24,"74","165A",5,0.05012,0.0479,0.00680235253423402,0.00304210453469305,0.00844623624484852
"1195",24,"74","168A",5,0.05186,0.0515,0.00294838939083697,0.00131855982041013,0.00366090895928819
"1196",24,"74","170C",5,0.04852,0.0499,0.00631205196429814,0.00282283545393634,0.00783744767886035
"1197",24,"74","41",5,0.06954,0.0669,0.00366919609723983,0.00164091437924104,0.00455590869629245
"1198",24,"74","53",5,0.05822,0.06,0.00515528854672559,0.0023055151268209,0.00640113618882136
"1199",24,"74","57",5,0.05582,0.0551,0.00455817946114455,0.00203847982575251,0.00565972733425502
"1200",24,"74","67",5,0.06748,0.0664,0.00677473246704252,0.00302975246513638,0.00841194140178886
"1201",24,"74","77",5,0.05986,0.0572,0.00535191554492408,0.00239344939365761,0.00664528085355931
"1202",24,"77","122A",5,0.05958,0.0592,0.00410390058359118,0.00183532013556219,0.00509566560685258
"1203",24,"77","126B",5,0.0425,0.038,0.0189089925696744,0.00845635855436606,0.0234786153160671
"1204",24,"77","135A",5,0.05174,0.0491,0.00988296514210184,0.00441979637540011,0.0122713220124506
"1205",24,"77","135B",5,0.0465,0.0459,0.00553308232362397,0.00247446964014514,0.00687022912034151
"1206",24,"77","137B",5,0.07976,0.0795,0.00340044114785126,0.00152072351201657,0.00422220535129759
"1207",24,"77","144A",5,0.04708,0.0457,0.00539509036068906,0.00241275775825092,0.00669888946792376
"1208",24,"77","145B",5,0.05178,0.053,0.00382975195019207,0.00171271713951837,0.00475526511860415
"1209",24,"77","147A",5,0.06806,0.0688,0.00444387218538068,0.00198736005796635,0.00551779610520627
"1210",24,"77","149A",5,0.06572,0.0683,0.00589168906172076,0.00263484344885991,0.00731549819654958
"1211",24,"77","152A",5,0.07176,0.071,0.00245825141106438,0.00109936345218494,0.00305232227565224
"1212",24,"77","152B",5,0.07276,0.0742,0.00574351808563358,0.00256857937389523,0.00713151962996342
"1213",24,"77","154C",5,0.02968,0.0291,0.00217416650696307,0.00097231682079454,0.00269958427779648
"1214",24,"77","157B",5,0.0463,0.0469,0.00400686910192983,0.00179192633777173,0.00497518510938132
"1215",24,"77","158",5,0.05394,0.0532,0.00603224667930614,0.00269770272639518,0.00749002352997865
"1216",24,"77","159",5,0.06264,0.0642,0.00536963685922987,0.00240137460634529,0.00666728477153366
"1217",24,"77","165A",5,0.07486,0.0758,0.00604714808814866,0.00270436683902166,0.00750852607286091
"1218",24,"77","168A",5,0.06994,0.0697,0.00512767003618603,0.00229316375342015,0.00636684327860038
"1219",24,"77","170C",5,0.05536,0.0577,0.00697624540852743,0.00311987179223762,0.00866215276640282
"1220",24,"77","41",5,0.08334,0.0615,0.0331869402024351,0.0148416508515731,0.0412070288599047
"1221",24,"77","53",5,0.1011,0.083,0.0404891343449079,0.0181072913490671,0.0502739004345077
"1222",24,"77","57",5,0.07234,0.0614,0.0206240878586181,0.00922337248515965,0.0256081873898375
"1223",24,"77","67",5,0.08576,0.0872,0.00605499793559007,0.00270787739752006,0.00751827294582031
"1224",24,"77","74",5,0.0702,0.0722,0.00657913368157237,0.00294227802901085,0.0081690734317782
"1225",39,"100% TY","122A",5,0.18398,0.1855,0.00900927300063662,0.0040290693714554,0.0111864899348797
"1226",39,"100% TY","126B",5,0.14298,0.1446,0.00332370275445925,0.00148640505919484,0.00412692205094274
"1227",39,"100% TY","135A",5,0.1763,0.1735,0.0118953772533703,0.00531977443130816,0.0147700616805619
"1228",39,"100% TY","135B",5,0.1928,0.1964,0.00651421522518254,0.00291324561271445,0.00808846652165999
"1229",39,"100% TY","137B",5,0.22796,0.2223,0.00909384407167838,0.00406689070421127,0.0112914987890818
"1230",39,"100% TY","144A",5,0.23748,0.2365,0.00311400064226068,0.00139262342361458,0.00386654248787849
"1231",39,"100% TY","145B",5,0.23922,0.2402,0.00878874279974104,0.00393044526739656,0.010912665523911
"1232",39,"100% TY","147A",5,0.18252,0.1821,0.0122909316164398,0.00549667172023216,0.0152612072925177
"1233",39,"100% TY","149A",5,0.17106,0.1701,0.00263400835230262,0.00117796434581018,0.00327055334202218
"1234",39,"100% TY","152A",5,0.23512,0.2339,0.00567247741291228,0.0025368090192208,0.00704331098423721
"1235",39,"100% TY","152B",5,0.22506,0.2271,0.0167335889754709,0.00748348849133878,0.0207774949915816
"1236",39,"100% TY","154C",5,0.1393,0.1395,0.00537168502427311,0.00240229057359846,0.00666982790433023
"1237",39,"100% TY","157B",5,0.17744,0.1776,0.00333886208160804,0.00149318451639441,0.00414574484170038
"1238",39,"100% TY","158",5,0.15628,0.1567,0.0203322895906978,0.00909287633260235,0.0252458719858227
"1239",39,"100% TY","159",5,0.2058,0.2084,0.00934745954791996,0.0041803109932157,0.0116064039953182
"1240",39,"100% TY","165A",5,0.1822,0.1796,0.00444915722356493,0.00198972359889508,0.00552435834684879
"1241",39,"100% TY","168A",5,0.19732,0.1973,0.00775706129922924,0.00346906327414188,0.00963166374711266
"1242",39,"100% TY","170C",5,0.16546,0.1659,0.00490744332621377,0.00219467537462833,0.00609339570138496
"1243",39,"100% TY","41",5,0.1578,0.1567,0.00368917334913934,0.00164984847789123,0.00458071373075913
"1244",39,"100% TY","53",5,0.1595,0.157,0.00852642949891688,0.00381313519298752,0.0105869605420277
"1245",39,"100% TY","57",5,0.14532,0.1444,0.0108743735451749,0.0048631676919473,0.0135023181340631
"1246",39,"100% TY","67",5,0.18734,0.1896,0.0100400697208735,0.00449005567894208,0.0124663931118643
"1247",39,"100% TY","74",5,0.17274,0.1704,0.0252258399265515,0.0112813385730595,0.0313220172612501
"1248",39,"100% TY","77",5,0.16418,0.1596,0.0134993333168716,0.00603708538949053,0.0167616361793121
"1249",39,"122A","126B",5,0.12358,0.126,0.00674514640315538,0.00301652117512873,0.00837520545141165
"1250",39,"122A","135A",5,0.14966,0.1492,0.00468166637000118,0.00209370485025947,0.00581305658323177
"1251",39,"122A","135B",5,0.17072,0.1719,0.00557153479752213,0.002491666109253,0.00691797417282272
"1252",39,"122A","137B",5,0.07856,0.0758,0.0124194605357882,0.00555415160037967,0.0154207970244006
"1253",39,"122A","144A",5,0.0494,0.0469,0.0204011029113624,0.00912365058515504,0.0253313150086887
"1254",39,"122A","145B",5,0.01804,0.0184,0.00924624248005643,0.00413504534437048,0.0114807264061483
"1255",39,"122A","147A",5,0.13614,0.1376,0.00792672694117818,0.00354494005591068,0.0098423314664528
"1256",39,"122A","149A",5,0.14724,0.1469,0.004430349873317,0.00198131269616888,0.00550100593714432
"1257",39,"122A","152A",5,0.1191,0.1163,0.00724327274096454,0.00323929004567359,0.00899371099162637
"1258",39,"122A","152B",5,0.11694,0.114,0.0103922086199229,0.00464753698210138,0.0129036313051811
"1259",39,"122A","154C",5,0.07624,0.0749,0.00702872676947966,0.0031433421703658,0.00872731698287394
"1260",39,"122A","157B",5,0.14234,0.1394,0.00715667520570831,0.00320056245057021,0.00888618594976553
"1261",39,"122A","158",5,0.11554,0.115,0.00476161737228014,0.00212946002545246,0.00591232886438186
"1262",39,"122A","159",5,0.15878,0.1612,0.00756650513777662,0.00338384396803399,0.00939505702180104
"1263",39,"122A","165A",5,0.1553,0.1564,0.00850382266983502,0.00380302511167097,0.0105588904562432
"1264",39,"122A","168A",5,0.10042,0.0974,0.00902950718478036,0.00403811837369833,0.011211613992864
"1265",39,"122A","170C",5,0.1122,0.1115,0.00275499546279118,0.00123207142650091,0.00342077868136252
"1266",39,"122A","41",5,0.08268,0.0821,0.00278603661138902,0.0012459534501738,0.00345932135803935
"1267",39,"122A","53",5,0.12754,0.1276,0.00507720395493425,0.00227059463577275,0.00630418136237963
"1268",39,"122A","57",5,0.06938,0.0691,0.00563178479702483,0.00251861072815947,0.00699278442809702
"1269",39,"122A","67",5,0.12382,0.1265,0.00709697118494925,0.00317386200078075,0.00881205361664099
"1270",39,"122A","74",5,0.05652,0.0566,0.00500919155153803,0.00224017856431133,0.00621973280965123
"1271",39,"122A","77",5,0.08808,0.0862,0.00625515787170875,0.00279739164222674,0.00776680433238164
"1272",39,"126B","122A",5,0.17092,0.1683,0.00957454959776177,0.00428186875090772,0.0118883735345571
"1273",39,"126B","135A",5,0.16428,0.1653,0.0116921768717378,0.0052289004580313,0.0145177550822675
"1274",39,"126B","135B",5,0.17594,0.1797,0.00810141962868237,0.00362306500079698,0.0100592410872762
"1275",39,"126B","137B",5,0.20496,0.2057,0.0056283212417203,0.00251706177913852,0.0069884838561696
"1276",39,"126B","144A",5,0.17318,0.1733,0.00395562890069329,0.00176901102314259,0.00491156199624519
"1277",39,"126B","145B",5,0.16412,0.1636,0.00803660376029575,0.00359407846325035,0.00997876155698823
"1278",39,"126B","147A",5,0.1813,0.1784,0.0109587864291627,0.00490091828130199,0.0136071305730953
"1279",39,"126B","149A",5,0.12084,0.1204,0.00563054171461326,0.00251805480480469,0.00699124093741978
"1280",39,"126B","152A",5,0.21758,0.2227,0.0110885977472357,0.004958971667594,0.0137683126133059
"1281",39,"126B","152B",5,0.20644,0.2062,0.00999139629881629,0.00446828826285861,0.0124059570760265
"1282",39,"126B","154C",5,0.09472,0.0975,0.0116804109516746,0.00522363857861548,0.0145031457629193
"1283",39,"126B","157B",5,0.1645,0.1638,0.00404289500234671,0.00180803761022828,0.00501991717293183
"1284",39,"126B","158",5,0.1634,0.1639,0.00481663783151692,0.0021540659228538,0.0059806457877808
"1285",39,"126B","159",5,0.18832,0.1912,0.00778376515575849,0.00348100560183404,0.00966482096437823
"1286",39,"126B","165A",5,0.17232,0.1734,0.00566718625068914,0.00253444273953862,0.00703674113859607
"1287",39,"126B","168A",5,0.16916,0.1697,0.00249959996799488,0.00111785508899857,0.00310366329017052
"1288",39,"126B","170C",5,0.17768,0.1788,0.00962377264901867,0.00430388196864179,0.0119494920251845
"1289",39,"126B","41",5,0.1405,0.1376,0.00757495874576224,0.00338762453645618,0.00940555356249172
"1290",39,"126B","53",5,0.16276,0.1627,0.00632834891579154,0.0028301236722094,0.00785768301681018
"1291",39,"126B","57",5,0.1408,0.1494,0.024294340904828,0.0108647595463498,0.030165408461614
"1292",39,"126B","67",5,0.18018,0.1766,0.0138663982345813,0.00620124181112138,0.0172174074726359
"1293",39,"126B","74",5,0.16548,0.1698,0.00874396935035799,0.00391042197211503,0.0108570719437367
"1294",39,"126B","77",5,0.15726,0.1575,0.00337979289306312,0.00151148933175196,0.00419656715670142
"1295",39,"135A","122A",5,0.10808,0.1048,0.00933445231387466,0.00417449398131079,0.011590253381088
"1296",39,"135A","126B",5,0.11838,0.1172,0.00722163416409333,0.00322961297990951,0.00896684314975302
"1297",39,"135A","135B",5,0.1558,0.1558,0.00163248277173145,0.000730068489937758,0.00202699508534683
