"","time","sup_geno","inoc_geno","N","comp_ind","median","sd","se","ci"
"63",39,"OA","OC",210,1.14299778064286,1.069818533,0.333317030538223,0.0230010603116692,0.0453438178922409
"64",39,"OA","OE",150,1.2368170458,1.1564739405,0.312656478685052,0.0255282945851247,0.0504442465041379
"65",39,"OC","CC",210,0.900718586128571,0.8741877155,0.247947276915521,0.0171099876332123,0.0337302782074471
"66",39,"OC","OA",210,0.846468381809524,0.8354117985,0.311770815872404,0.0215142302441613,0.0424127116343445
"67",39,"OC","OC",210,1.0537900921619,1.0389089485,0.230495753595126,0.0159057181130658,0.0313562060092626
"68",39,"OC","OE",175,1.13556380888571,1.069042316,0.279720267847564,0.0211448647254009,0.0417334385033239
"69",39,"OE","CC",150,0.875906867126667,0.8241324925,0.199075629109019,0.016254457051355,0.0321190213296604
"70",39,"OE","OA",150,0.42404565764,0.443534276,0.27288851849171,0.0222812542322914,0.0440280519784507
"71",39,"OE","OC",175,0.86817496244,0.863754889,0.219978777489359,0.016628832541396,0.0328201844400904
"72",39,"OE","OE",100,1.01140182579,0.9967707585,0.181478503742965,0.0181478503742965,0.036009272347533
"73",48,"100% TY","CC",30,1.18743715443333,1.1050286785,0.162403796089808,0.0296507408476191,0.0606425740927456
"74",48,"100% TY","OA",30,1.47312191953333,1.445329397,0.193554235706557,0.035338006999051,0.0722743394083521
"75",48,"100% TY","OC",35,1.29380160974286,1.274647887,0.153613636768539,0.0259654437398503,0.0527681304723088
"76",48,"100% TY","OE",25,1.4760359852,1.345040049,0.35523580912264,0.0710471618245279,0.146634135097397
"77",48,"50% TY","CC",30,0.975523540533333,0.9656850215,0.146031012997872,0.0266614933047548,0.0545288764104072
"78",48,"50% TY","OA",30,1.08708167773333,1.10542301,0.126130944629364,0.0230282545243125,0.0470980687597005
"79",48,"50% TY","OC",35,0.902095858685714,0.866061294,0.1584211661619,0.0267780645241566,0.0544195745993729
"80",48,"50% TY","OE",25,1.25843190716,1.141741071,0.339516608234369,0.0679033216468738,0.140145567876748
"81",48,"CC","CC",149,1.04368549313423,1.033155713,0.149748463621324,0.0122678721447273,0.0242428180939731
"82",48,"CC","OA",180,1.00603046688889,1.0229616345,0.19180149006615,0.0142960389991221,0.0282104514393772
"83",48,"CC","OC",210,1.07251662381429,1.0490923615,0.166755192053754,0.0115072014877815,0.0226850606729018
"84",48,"CC","OE",150,1.15929537362,1.1086207305,0.24644203050278,0.0201219075302406,0.0397611544399988
"85",48,"OA","CC",180,0.960238746294444,0.942765449,0.142329113242797,0.010608585746272,0.0209339798984917
"86",48,"OA","OA",150,0.966038051,0.9718391365,0.210682827708835,0.0172021808484449,0.0339917360415197
"87",48,"OA","OC",210,1.00386632579048,0.966181804,0.164526895255627,0.0113534344001435,0.0223819273944703
"88",48,"OA","OE",150,1.12452484914,1.089769013,0.212964450700362,0.0173884745855997,0.0343598549210584
"89",48,"OC","CC",210,0.891102651876191,0.9005353455,0.176234783062268,0.0121613554149443,0.0239746462896011
"90",48,"OC","OA",210,0.8759036557,0.894544099,0.240891114832806,0.0166230661897704,0.0327703712744587
"91",48,"OC","OC",210,1.03175013702857,1.0138733545,0.184316827034928,0.0127190694344065,0.0250741122529862
"92",48,"OC","OE",175,1.09427173666286,1.072544643,0.186254482197696,0.0140795154418917,0.0277886191035751
"93",48,"OE","CC",150,0.891675461086667,0.8746272575,0.150144094893416,0.0122592140126962,0.0242243684371997
"94",48,"OE","OA",150,0.54028913832,0.5504602975,0.228466427242638,0.0186542056700387,0.0368609562233208
"95",48,"OE","OC",175,0.880863165822857,0.847678369,0.161747303185574,0.0122269468418398,0.0241322203160917
"96",48,"OE","OE",100,0.98928839527,0.9942487395,0.165699288405956,0.0165699288405956,0.0328783336920904
"97",62,"100% TY","CC",30,1.2483636007,1.2409882335,0.105412950628848,0.0192456836375327,0.0393618426585903
"98",62,"100% TY","OA",30,1.4309995892,1.456803477,0.205139920615019,0.037453253988555,0.0766005052517176
"99",62,"100% TY","OC",35,1.3900500732,1.412764004,0.136629968161876,0.0230946797830863,0.046934036183628
"100",62,"100% TY","OE",25,1.50847451192,1.323115162,0.407116492257162,0.0814232984514324,0.168049428556921
"101",62,"50% TY","CC",30,0.970680296266667,0.964374933,0.0881085897341067,0.0160863540357794,0.0329002881078172
"102",62,"50% TY","OA",30,1.01003646466667,1.0252396255,0.140085107781139,0.0255759245007575,0.0523086389138972
"103",62,"50% TY","OC",35,0.919093014085714,0.888983051,0.106121915370023,0.0179378776589829,0.0364541533812811
"104",62,"50% TY","OE",25,1.16963548232,1.020107896,0.356051075400625,0.071210215080125,0.146970660477092
"105",62,"CC","CC",149,1.0325307769396,1.025974026,0.110121813926736,0.00902153051142407,0.0178276493704477
"106",62,"CC","OA",180,0.961745356183333,0.981098247,0.16924155224069,0.0126145205142588,0.0248923018760916
"107",62,"CC","OC",210,1.07299143451905,1.06820709,0.158622708432274,0.0109460068018716,0.0215787329951694
"108",62,"CC","OE",150,1.18371451628,1.115600541,0.247229228015212,0.0201861819379822,0.0398881615166843
"109",62,"OA","CC",180,1.04281328565,1.008980595,0.160375878314771,0.0119537121954354,0.0235883252298297
"110",62,"OA","OA",150,0.968511558906667,0.949988156,0.202984507992638,0.0165736156757285,0.0327496829771956
"111",62,"OA","OC",210,1.03920099864286,1.0327622795,0.156237777839885,0.0107814309555486,0.0212542915518615
"112",62,"OA","OE",150,1.17726372852667,1.126491799,0.250972673877157,0.0204918330126988,0.0404921320680991
"113",62,"OC","CC",210,0.936433653685714,0.94107858,0.16181875554851,0.0111665550059666,0.0220135171950035
"114",62,"OC","OA",210,0.856753297580952,0.845662145,0.188158727991481,0.0129841857876587,0.0255967571867079
"115",62,"OC","OC",210,1.03109105814286,1.013233341,0.16741501001373,0.011552733252743,0.022774821059195
"116",62,"OC","OE",175,1.10529388963429,1.065170479,0.187805707455153,0.0141967770492824,0.0280200573342941
"117",62,"OE","CC",149,0.91297835190604,0.905940594,0.105615288385878,0.00865234155405354,0.0170980867673941
"118",62,"OE","OA",150,0.586302372626667,0.5814172345,0.168915880530583,0.0137919238917618,0.0272530233558076
"119",62,"OE","OC",175,0.904613606708571,0.89580574,0.126025909812894,0.00952666331758777,0.0188026938393612
"120",62,"OE","OE",100,1.01473266072,1.031416838,0.12764832155207,0.012764832155207,0.0253281963465171
