"","time","supernatant","inoculant","N","comp_ind","median","sd","se","ci"
"2518",62,"135B","122A",5,0.9253614374,0.93583371,0.0333771689786358,0.0149267237465454,0.0414432290827355
"2519",62,"135B","126B",5,0.7109941658,0.70539761,0.0139589870897629,0.00624264880595037,0.0173323717207498
"2520",62,"135B","135A",5,1.0670705408,1.08299389,0.0363219617562293,0.0162436751126153,0.0450996722568439
"2521",62,"135B","137B",5,0.6500749692,0.65236621,0.0320606298591235,0.0143379495532919,0.0398085298558103
"2522",62,"135B","144A",5,0.6372192708,0.645925926,0.0144045789891693,0.00644192356140956,0.0178856471401339
"2523",62,"135B","145B",5,0.6166181768,0.622588235,0.0243994399410075,0.0109117612642033,0.030295906151084
"2524",62,"135B","147A",5,0.987385082,0.971804511,0.0385870654959808,0.0172566603002499,0.04791217002269
"2525",62,"135B","149A",5,0.9819110816,0.945783133,0.0648499464706294,0.02900177772911,0.0805218438180218
"2526",62,"135B","152A",5,0.5914168688,0.583718003,0.019698673354609,0.00880951453749391,0.0244591335167938
"2527",62,"135B","152B",5,0.484253537,0.489882854,0.023274756882832,0.0104087877099587,0.0288994276883578
"2528",62,"135B","154C",5,0.4032386818,0.4024961,0.0104561940180286,0.00467615212204774,0.0129830796704197
"2529",62,"135B","157B",5,0.8767840376,0.886801315,0.028390789056766,0.0126967468531572,0.0352518206523838
"2530",62,"135B","158",5,0.910758168,0.913207547,0.013675314636269,0.00611578662807905,0.0169801458479642
"2531",62,"135B","159",5,0.9539037402,0.943172527,0.0369574931540216,0.0165278933940751,0.0458887887132107
"2532",62,"135B","165A",5,0.8637532458,0.867429661,0.05155995870519,0.0230583145163774,0.0640201444731072
"2533",62,"135B","168A",5,1.0608465696,1.059561129,0.0187431138224077,0.0083821753233839,0.023272649647519
"2534",62,"135B","170C",5,1.0387607138,1.02889096,0.0571939221695994,0.0255778995742113,0.0710156340740597
"2535",62,"135B","41",5,0.8620190874,0.879448399,0.0470415568681932,0.0210376237849404,0.0584098075826905
"2536",62,"135B","53",5,0.8467606716,0.837981952,0.0187433208234724,0.00838226789707431,0.0232729066732886
"2537",62,"135B","57",5,0.8796607334,0.870346598,0.0317243276359772,0.0141875506269041,0.0393909554928136
"2538",62,"135B","67",5,0.8017236912,0.818685669,0.0824135532108752,0.0368564614493626,0.102329941985994
"2539",62,"135B","74",5,0.8355854166,0.856492825,0.0541095568610103,0.0241985294747218,0.067185888713076
"2540",62,"135B","77",5,0.8224213448,0.838795732,0.0381962291879033,0.0170818729896627,0.0474268826497593
"2541",62,"137B","122A",5,1.096394493,1.077270673,0.0453646502163999,0.0202876883318742,0.0563276529648104
"2542",62,"137B","126B",5,0.8457090302,0.845,0.0334674517837804,0.0149670994444459,0.0415553299915404
"2543",62,"137B","135A",5,1.256163565,1.222963316,0.0696891463787952,0.0311659337193839,0.0865305041241022
"2544",62,"137B","135B",5,1.036806555,1.029568789,0.0319871083549442,0.0143050697370613,0.039717240850977
"2545",62,"137B","144A",5,0.7977710494,0.802900707,0.0218795216234414,0.0097848195330383,0.0271670142977479
"2546",62,"137B","145B",5,0.9310831758,0.930352941,0.0351852068538441,0.0157353028655174,0.0436882046197705
"2547",62,"137B","147A",5,1.0819695312,1.099090909,0.0919981265293935,0.0411428129444701,0.114230761613743
"2548",62,"137B","149A",5,1.1172042204,1.126025032,0.0602386194430928,0.0269395295890992,0.0747961250639855
"2549",62,"137B","152A",5,1.119229031,1.125822368,0.022684759507423,0.0101449328623665,0.0281668491882777
"2550",62,"137B","152B",5,0.919249055,0.914893617,0.022849154986555,0.0102184527556731,0.0283709731361834
"2551",62,"137B","154C",5,0.7261531396,0.721918877,0.0207222322945521,0.00926726401123198,0.0257300498025607
"2552",62,"137B","157B",5,0.979378067,0.996698113,0.0595195563212222,0.026617954784976,0.0739032902731229
"2553",62,"137B","158",5,1.0894347484,1.072641509,0.0547263349736014,0.0244743610320794,0.0679517198903604
"2554",62,"137B","159",5,1.118417238,1.109566639,0.0289305195098301,0.0129381216496728,0.0359219845246877
"2555",62,"137B","165A",5,1.0143180214,1.059757236,0.0723852486024146,0.0323716672886441,0.0898781571906475
"2556",62,"137B","168A",5,1.3774378402,1.372234935,0.0514848797952511,0.0230247382071174,0.0639269216936117
"2557",62,"137B","170C",5,1.2244228338,1.221837088,0.0736037589855042,0.0329166016982197,0.0913911376647673
"2558",62,"137B","41",5,0.9726482556,0.964876033,0.0507385976889417,0.0226909907030975,0.0630002900697036
"2559",62,"137B","53",5,1.0658527596,1.065746753,0.0467471364519097,0.0209059549719857,0.0580442363514551
"2560",62,"137B","57",5,1.131748852,1.101996528,0.164943349660184,0.0737649084553378,0.204804219016186
"2561",62,"137B","67",5,1.051514351,1.020993137,0.0649809619574569,0.0290603696360403,0.0806845210312226
"2562",62,"137B","74",5,0.9348832644,0.940847042,0.0446534754608265,0.0199696413124054,0.0554446128743836
"2563",62,"137B","77",5,0.9773323452,1.006859756,0.0644378073701315,0.0288174635201302,0.0800101055346814
"2564",62,"144A","122A",5,0.969148632,0.974601808,0.021749858576195,0.00972683245547575,0.0270060163600847
"2565",62,"144A","126B",5,0.810264649,0.799166667,0.0180528956931927,0.00807350039213841,0.0224156306455652
"2566",62,"144A","135A",5,0.9522502664,0.957230143,0.0370292009972918,0.0165599621164895,0.0459778257605882
"2567",62,"144A","135B",5,1.0509454236,1.053798768,0.0294921324355491,0.0131892825854629,0.0366193190754788
"2568",62,"144A","137B",5,1.0308081044,1.043343653,0.029668654120437,0.0132682254828453,0.0368384996965064
"2569",62,"144A","145B",5,1.189416668,1.199324324,0.0510813897610729,0.0228442919781842,0.0634259226445386
"2570",62,"144A","147A",5,1.0838133978,1.058495822,0.0754105308418608,0.033724614636349,0.0936345412317731
"2571",62,"144A","149A",5,0.9645211904,0.957401033,0.052801827624346,0.0236136951808528,0.0655621284005114
"2572",62,"144A","152A",5,1.0049102776,0.997482165,0.0271921584534463,0.0121607029513703,0.0337635241850964
"2573",62,"144A","152B",5,0.8287831308,0.818051576,0.0390342002058173,0.0174566250215088,0.0484673610942413
"2574",62,"144A","154C",5,0.8522457764,0.846970889,0.0417102441430846,0.0186533882524099,0.0517901085087575
"2575",62,"144A","157B",5,1.0659942464,1.071396089,0.0137742078829994,0.00616001303252003,0.0171029380320949
"2576",62,"144A","158",5,1.0046107356,1.000458295,0.0294696191093694,0.0131792143199153,0.0365913650888816
"2577",62,"144A","159",5,0.923130689,0.93562753,0.0532470848251593,0.0238128202545508,0.0661149882367023
"2578",62,"144A","165A",5,0.97296889,0.975256769,0.0187893751361189,0.00840286401182124,0.0233300906552638
"2579",62,"144A","168A",5,1.1387693398,1.101880878,0.0708899424881797,0.0317029460649241,0.0880214894223081
"2580",62,"144A","170C",5,1.123695926,1.124076809,0.0508469915918432,0.0227394659301443,0.0631348788765612
"2581",62,"144A","41",5,0.8856216386,0.892561983,0.045475782635378,0.020337388260542,0.0564656420884888
"2582",62,"144A","53",5,0.9723789734,0.979081214,0.0408658710026919,0.0182757731043513,0.0507416807792817
"2583",62,"144A","57",5,1.0478832622,0.987295826,0.186311695191345,0.0833211230902135,0.231336524363406
"2584",62,"144A","67",5,0.9126718984,0.913201453,0.0328952672709146,0.0147112107511578,0.0408448690815853
"2585",62,"144A","74",5,0.8681272776,0.896044802,0.0437913829536108,0.0195841018225998,0.0543741836450525
"2586",62,"144A","77",5,0.8837229228,0.883003049,0.0539067015898944,0.02410780983956,0.0669340106260854
"2587",62,"145B","122A",5,0.9139897676,0.917348257,0.0129286296293417,0.00578185894142519,0.0160530139568641
"2588",62,"145B","126B",5,0.7833886126,0.78625,0.023513596457066,0.0105156000146996,0.0291959861890305
"2589",62,"145B","135A",5,1.059514219,1.077393075,0.0462957066585612,0.0207040694309865,0.0574837122293377
"2590",62,"145B","135B",5,1.0496111572,1.037371663,0.0392337934644727,0.0175458858403496,0.0487151888577979
"2591",62,"145B","137B",5,0.9422306092,0.956656347,0.0341733316724138,0.0152827785274328,0.0424317956363127
"2592",62,"145B","144A",5,0.9212182294,0.909259259,0.0421344865028054,0.0188431152034641,0.0523168749733359
"2593",62,"145B","147A",5,1.0732936618,1.077067669,0.0449460134582948,0.0201004682820735,0.0558078467739465
"2594",62,"145B","149A",5,0.989796104,0.96890271,0.0694238567502339,0.0310472925907461,0.0862011035432208
"2595",62,"145B","152A",5,0.9884828136,1.013157895,0.0374769657197386,0.016760208587953,0.046533799096116
"2596",62,"145B","152B",5,0.8144115672,0.816720257,0.0322977870382128,0.0144440094680511,0.040102999387001
"2597",62,"145B","154C",5,0.7470810664,0.734719864,0.0315321688705371,0.0141016146145048,0.0391523588718274
"2598",62,"145B","157B",5,0.9401763704,0.938468765,0.028914679307578,0.0129310376958702,0.035902316315827
"2599",62,"145B","158",5,0.9092581172,0.903182429,0.0127088131572401,0.00568355402658651,0.0157800757572433
"2600",62,"145B","159",5,0.9339507554,0.941700405,0.0231713297668826,0.0103625336975628,0.0287710059620454
"2601",62,"145B","165A",5,0.8900652352,0.865546218,0.0568794022472786,0.0254372419888938,0.0706251060097961
"2602",62,"145B","168A",5,1.4301563162,1.392830471,0.103838003154751,0.0464377667403723,0.128931910162623
"2603",62,"145B","170C",5,1.1331960046,1.120535714,0.0512959515467127,0.022940246925797,0.0636923362891579
"2604",62,"145B","41",5,0.914427336,0.926156584,0.0490160726066363,0.0219206540677008,0.060861492689002
"2605",62,"145B","53",5,0.968638133,0.950779327,0.0369589922183905,0.0165285637960414,0.0458906500474686
"2606",62,"145B","57",5,0.8841414382,0.861615245,0.0985552841607519,0.0440752629850499,0.122372548175147
"2607",62,"145B","67",5,1.0328034508,1.012013256,0.0512280049352677,0.0229098602773907,0.0636079694279267
"2608",62,"145B","74",5,0.8569671298,0.856639662,0.0257523346863607,0.0115167941876057,0.0319757468497482
"2609",62,"145B","77",5,0.8402336556,0.849847561,0.036052603116232,0.0161232142667431,0.0447652193309541
"2610",62,"147A","122A",5,0.9664016998,0.964238411,0.0169584326181718,0.00758404162521636,0.0210566752479483
"2611",62,"147A","126B",5,0.7636238092,0.78185654,0.0355283009335771,0.0158887392025095,0.0441142121865718
"2612",62,"147A","135A",5,1.1396039404,1.16293279,0.0539192474795164,0.0241134205319666,0.0669495884055545
"2613",62,"147A","135B",5,1.0032857376,1.015327258,0.0316909548250858,0.0141726258521533,0.0393495176750109
"2614",62,"147A","137B",5,0.9729037066,0.967555556,0.0265005799264078,0.0118514196317228,0.0329048160261419
"2615",62,"147A","144A",5,0.7205349436,0.723664122,0.0164886435967013,0.00737394558779816,0.0204733551332371
"2616",62,"147A","145B",5,0.8188721426,0.813181818,0.0145725730548199,0.0065170527915318,0.0180942393233641
"2617",62,"147A","149A",5,1.0055135258,0.985339849,0.0485477842522412,0.021711229149001,0.0602800358985715
"2618",62,"147A","152A",5,0.9893826316,0.981535879,0.0528876875361062,0.0236520929007003,0.065668737561833
"2619",62,"147A","152B",5,0.844184752,0.82619469,0.0464077410281943,0.0207541727242497,0.0576228212726725
"2620",62,"147A","154C",5,0.5760031064,0.581918506,0.0236933753240888,0.0105959995682157,0.0294192111358505
"2621",62,"147A","157B",5,0.9918107948,0.978171896,0.040520158873557,0.0181211659400729,0.0503124224747925
"2622",62,"147A","158",5,0.9477846876,0.948584906,0.00266305357314988,0.00119095376345737,0.0033066177470681
"2623",62,"147A","159",5,0.9853632706,0.982282653,0.012867229571386,0.00575440000074292,0.0159767757154129
"2624",62,"147A","165A",5,0.8915049726,0.893557423,0.0357371171752781,0.0159821246647594,0.0443734917961322
"2625",62,"147A","168A",5,1.045294255,1.067398119,0.0649772572307787,0.0290587128319022,0.0806799210054831
"2626",62,"147A","170C",5,1.045467454,1.067573909,0.0362807652479904,0.0162252514740437,0.0450485200357119
"2627",62,"147A","41",5,0.9195079676,0.928762244,0.0275194573513376,0.0123070754682994,0.0341699194432598
"2628",62,"147A","53",5,0.9420794666,0.936013126,0.0154855262558508,0.00692533787508805,0.0192278204451291
"2629",62,"147A","57",5,0.8800433454,0.916131793,0.0789770802682739,0.0353196240288635,0.0980629972523645
"2630",62,"147A","67",5,0.9286094706,0.925178147,0.0293805367385728,0.0131393754725758,0.0364807547161889
"2631",62,"147A","74",5,0.8501741016,0.845015851,0.0309739043073434,0.0138519511119587,0.0384591818622367
"2632",62,"147A","77",5,0.879165637,0.895579268,0.0386067720561665,0.0172654733418855,0.047936638949001
"2633",62,"149A","122A",5,0.8737409358,0.864889291,0.030194715588879,0.0135034873236012,0.0374916912827131
"2634",62,"149A","126B",5,0.766091737,0.777637131,0.0340201911508075,0.0152142920041485,0.0422416465639679
"2635",62,"149A","135A",5,1.1223497988,1.133910387,0.0253991616728037,0.0113588504143793,0.0315372246336773
"2636",62,"149A","135B",5,1.0506476384,1.052195526,0.0490880694544145,0.0219528520368604,0.0609508885828724
"2637",62,"149A","137B",5,0.5173665612,0.511555556,0.0491675208342707,0.0219883837741133,0.0610495405008474
"2638",62,"149A","144A",5,0.6060117774,0.60766084,0.0165070581007461,0.00738218080436138,0.0204962197599543
"2639",62,"149A","145B",5,0.5398364466,0.561411765,0.0430375626649281,0.0192469831409372,0.0534381921314796
"2640",62,"149A","147A",5,0.9828871326,0.978636364,0.0479699294306639,0.0214528046165664,0.0595625343704305
"2641",62,"149A","152A",5,0.4283556918,0.421317667,0.0283874476775806,0.0126952525429577,0.0352476717821448
"2642",62,"149A","152B",5,0.4437005646,0.452743363,0.0346859162211206,0.0155120133064577,0.0430682534164774
"2643",62,"149A","154C",5,0.2923527304,0.292470677,0.0185974508672032,0.00831703286945575,0.0230917852001696
"2644",62,"149A","157B",5,0.7753377998,0.767807586,0.0264638830634554,0.0118350082956983,0.032859250852567
"2645",62,"149A","158",5,0.8203343782,0.835721108,0.0456185503816935,0.0204012359376931,0.0566429116591934
"2646",62,"149A","159",5,1.0438094188,1.055600981,0.0404933116791761,0.0181091595097448,0.050279087280077
"2647",62,"149A","165A",5,0.8261711052,0.83787594,0.0447580866058291,0.0200164248386913,0.0555745047669441
"2648",62,"149A","168A",5,1.2321134806,1.218799368,0.0507694245339369,0.0227047768872857,0.0630385666533124
"2649",62,"149A","170C",5,1.0165563386,0.99704579,0.0854466316609729,0.0382128953684642,0.106096006301208
"2650",62,"149A","41",5,0.9583412662,0.95810641,0.0600857317491949,0.0268711561338034,0.0746062899187042
"2651",62,"149A","53",5,0.9229888072,0.917965546,0.0389930191761892,0.0174382083051824,0.0484162280923431
"2652",62,"149A","57",5,1.0450077508,0.969618056,0.168275058379559,0.0752548938908881,0.208941081785536
"2653",62,"149A","67",5,0.9054978596,0.918392709,0.0399796937834046,0.0178794626038637,0.0496413464300644
"2654",62,"149A","74",5,0.9439690676,0.928143713,0.0640758566049656,0.0286555942170464,0.0795606843004527
"2655",62,"149A","77",5,0.913598393,0.920893263,0.0267798545941511,0.0119763150600164,0.0332515813266891
"2656",62,"152A","122A",5,0.9624180568,0.965205603,0.026738310017196,0.0119577357603828,0.0331999969211633
"2657",62,"152A","126B",5,0.7684480358,0.774583333,0.0223310104461948,0.0099867314727899,0.0277276117145523
"2658",62,"152A","135A",5,1.1295769186,1.141528926,0.0331908259356563,0.0148433886042981,0.0412118536349522
"2659",62,"152A","135B",5,1.026908465,1.032486464,0.0253519405832672,0.0113377325011442,0.0314785919068438
"2660",62,"152A","137B",5,1.020168145,1.019111111,0.0338573124318909,0.0151414504266313,0.0420394059226156
"2661",62,"152A","144A",5,0.7554649214,0.759018222,0.0179841043503457,0.00804273596836454,0.022330214911764
"2662",62,"152A","145B",5,0.8236058018,0.814189189,0.048368072709301,0.0216308597037299,0.060056894545641
"2663",62,"152A","147A",5,1.0124098894,0.978676144,0.0677139966357003,0.0302826199011236,0.0840780317970399
"2664",62,"152A","149A",5,1.0819213782,1.095068858,0.0656719024091831,0.0293693675997331,0.0815424369150337
"2665",62,"152A","152B",5,0.8422166534,0.831781915,0.0509341540559323,0.0227784461691022,0.0632431053702154
"2666",62,"152A","154C",5,0.637739003,0.640047207,0.0358561739718894,0.0160353684828407,0.0445213203342259
"2667",62,"152A","157B",5,0.8321666484,0.855188679,0.0444071901261778,0.0198594991623782,0.0551388092410646
"2668",62,"152A","158",5,0.9462414216,0.949798297,0.0256773169933735,0.0114832452553987,0.0318826000811376
"2669",62,"152A","159",5,1.0415527412,1.040379069,0.0342079356075626,0.0152982538776891,0.042474762096783
"2670",62,"152A","165A",5,0.981133194,0.98825188,0.0480760529062897,0.021500264477668,0.0596943040694794
"2671",62,"152A","168A",5,1.1762477128,1.184591915,0.0257638836170763,0.0115219590264351,0.0319900867412354
"2672",62,"152A","170C",5,1.055175509,1.074404762,0.0848731715101374,0.0379564361925331,0.105383961477511
"2673",62,"152A","41",5,0.9491641272,0.967355372,0.0640423458470446,0.0286406077505086,0.0795190751987896
"2674",62,"152A","53",5,1.2429475052,1.290611609,0.135194725406338,0.0604609192415981,0.167866423284094
"2675",62,"152A","57",5,1.3743000136,1.361198738,0.302957226016605,0.135486590329579,0.376171080540499
"2676",62,"152A","67",5,1.0144069286,0.994149603,0.108483580190971,0.0485153319499121,0.13470015591938
"2677",62,"152A","74",5,1.1095010024,1.077844311,0.14167568771189,0.0633592936965637,0.175913600852614
"2678",62,"152A","77",5,1.1994383814,1.234756098,0.165209315327515,0.0738838519177042,0.205134459010068
"2679",62,"152B","122A",5,1.0156139746,1.004066878,0.0941438592143252,0.0421024137734802,0.116895040638391
"2680",62,"152B","126B",5,0.8674835382,0.878059072,0.0445988439206466,0.0199452093448938,0.0553767788577757
"2681",62,"152B","135A",5,1.2660318988,1.274416389,0.0349919579864627,0.0156488793447095,0.0434482544584495
"2682",62,"152B","135B",5,1.1938127934,1.18424102,0.0327898588242485,0.0146640706607282,0.0407139872082534
"2683",62,"152B","137B",5,1.129938003,1.125608138,0.0301860165750893,0.013499597006367,0.0374808900304704
"2684",62,"152B","144A",5,0.795442964,0.790222547,0.0225091810779993,0.0100664118016517,0.0279488397736011
"2685",62,"152B","145B",5,0.9839335866,0.991818182,0.0328308995570705,0.0146824246344155,0.0407649460086584
"2686",62,"152B","147A",5,1.207370349,1.214090909,0.0599772093164239,0.0268226234264515,0.074471541520935
"2687",62,"152B","149A",5,1.162236079,1.160373167,0.0336416393993753,0.0150449985143077,0.0417716124827576
"2688",62,"152B","152A",5,1.2211902796,1.215472028,0.0529565095596654,0.0236828710453059,0.06575419139077
"2689",62,"152B","154C",5,0.7032285638,0.688879457,0.0443944774520005,0.019853813881651,0.0551230243712179
"2690",62,"152B","157B",5,0.9320229838,0.939407956,0.0978279613982315,0.0437499943573342,0.121469457685852
"2691",62,"152B","158",5,1.092494666,1.12415957,0.0630808847462869,0.0282106292747054,0.0783252635643054
"2692",62,"152B","159",5,1.1403443256,1.1263287,0.062135339105845,0.0277877684091341,0.0771512135839102
"2693",62,"152B","165A",5,1.127537617,1.07424812,0.164502093669966,0.0735675727774166,0.204256327339141
"2694",62,"152B","168A",5,1.4778505902,1.445095168,0.0638930265517233,0.0285738301315704,0.079333670805552
"2695",62,"152B","170C",5,1.2929783076,1.303298868,0.0413373505039804,0.0184866251473271,0.0513270999019227
"2696",62,"152B","41",5,1.0121014278,1.038256228,0.0602532302753168,0.0269460637519113,0.0748142668083419
"2697",62,"152B","53",5,1.078226037,1.093104792,0.0279089063153226,0.0124812423397469,0.0346534842009777
"2698",62,"152B","57",5,1.109275263,1.122379119,0.138628007523044,0.0619963296813758,0.172129406084085
"2699",62,"152B","67",5,1.1237831752,1.123515439,0.0660937222018326,0.029558011145857,0.0820661953652964
"2700",62,"152B","74",5,1.0062678268,0.992250793,0.0323072390671774,0.0144482365439091,0.0401147356310763
"2701",62,"152B","77",5,1.0228635934,1.019963702,0.0251849272979359,0.0112630418893149,0.0312712175232262
"2702",62,"154C","122A",5,1.2160311892,1.209271523,0.0299703049357308,0.0134031278285383,0.0372130486538856
"2703",62,"154C","126B",5,1.0334864544,1.031666667,0.0265586741122423,0.0118774001414475,0.0329769494851976
"2704",62,"154C","135A",5,1.3025655024,1.311311311,0.0457616874314515,0.0204652487723647,0.0568206397806871
"2705",62,"154C","135B",5,1.2033182654,1.203696099,0.0663507413148842,0.029672953587517,0.0823853267448228
"2706",62,"154C","137B",5,1.3292000386,1.334212841,0.028069809606357,0.0125532004790582,0.0348532720246476
"2707",62,"154C","144A",5,1.2095609048,1.192592593,0.0289772745837948,0.0129590311544084,0.035980038616763
"2708",62,"154C","145B",5,1.456113753,1.439545455,0.0719987491988676,0.0321988195007253,0.089398254795936
"2709",62,"154C","147A",5,1.429219492,1.431157694,0.0608896181052241,0.0272306650414566,0.0756044466656329
"2710",62,"154C","149A",5,1.2263372038,1.214033539,0.056713412604515,0.0253630091639378,0.0704190026463019
"2711",62,"154C","152A",5,1.2774810884,1.257831325,0.0706923813258908,0.0316145940272057,0.0877761848396507
"2712",62,"154C","152B",5,1.056989367,1.072772453,0.0363854641637036,0.0162720742525847,0.045178520910004
"2713",62,"154C","157B",5,1.2189359096,1.197641509,0.0582953861451545,0.026070489239033,0.0723832822378248
"2714",62,"154C","158",5,1.142423236,1.158962264,0.0417904778766916,0.0186892698688967,0.0518897318472188
"2715",62,"154C","159",5,1.2174165686,1.221052632,0.0573215682548913,0.0256349846389662,0.0711741276226784
"2716",62,"154C","165A",5,1.1678267436,1.181860902,0.0304753551324755,0.0136289931429324,0.0378401513004691
"2717",62,"154C","168A",5,2.2731165332,2.300157978,0.0418447073740951,0.0187135220374127,0.0519570666617854
"2718",62,"154C","170C",5,1.3395337558,1.362068966,0.060578614622259,0.0270915800556268,0.0752182848375192
"2719",62,"154C","41",5,1.0868762774,1.064935065,0.0635077824775842,0.0284015437440296,0.0788553271081721
"2720",62,"154C","53",5,1.2208084172,1.220373377,0.0176003896146994,0.00787113352178984,0.0218537701389317
"2721",62,"154C","57",5,1.1464917256,1.092881944,0.276245514330583,0.123540749704515,0.343004109809567
"2722",62,"154C","67",5,1.3137972978,1.291765637,0.0640787274217236,0.0286568780853307,0.0795642488902665
"2723",62,"154C","74",5,1.1559396956,1.154631913,0.0274478658113576,0.0122750587582976,0.0340810268054907
"2724",62,"154C","77",5,1.173492644,1.188115064,0.0236162339794236,0.0105615009101063,0.0293234275054067
"2725",62,"157B","122A",5,1.0609196366,1.051467269,0.0601394920463295,0.0268951984695802,0.074673042144189
"2726",62,"157B","126B",5,0.809746936,0.813924051,0.0282598269634612,0.0126381788245362,0.0350892097359978
"2727",62,"157B","135A",5,1.1437743802,1.143584521,0.0436041147603158,0.0195003529405536,0.0541416594714295
"2728",62,"157B","135B",5,1.0360157196,1.021541011,0.0353566681531975,0.0158119826896903,0.0439011019422629
"2729",62,"157B","137B",5,0.9819629182,0.988058381,0.0430446885740711,0.0192501699443863,0.053447040116317
"2730",62,"157B","144A",5,0.7861111624,0.809923664,0.0444299929421662,0.0198696968917039,0.0551671226767351
"2731",62,"157B","145B",5,0.8221853944,0.824324324,0.0248675661446084,0.0111211136668634,0.0308771616047111
"2732",62,"157B","147A",5,1.1794115312,1.168987929,0.0450025279132344,0.0201257423146648,0.0558780187380231
"2733",62,"157B","149A",5,0.998018802,0.969346957,0.0627411489488743,0.0280586948072245,0.0779034258557571
"2734",62,"157B","152A",5,0.9999380714,1.003923278,0.0391166789122086,0.0174935106203462,0.0485697719345857
"2735",62,"157B","152B",5,0.8708154932,0.87388353,0.0315020507253878,0.0140881453705228,0.0391149622553029
"2736",62,"157B","154C",5,0.564284859,0.557828482,0.0334797757213955,0.0149726108768975,0.0415706321811933
"2737",62,"157B","158",5,1.0337354072,1.022086466,0.0467745031886112,0.0209181937487031,0.0580782166431657
"2738",62,"157B","159",5,1.0225642038,1.014421096,0.0123122700691843,0.00550621456640644,0.015287702481068
"2739",62,"157B","165A",5,0.9692737678,1.00140056,0.0625939366169848,0.0279928594509782,0.0777206376031583
"2740",62,"157B","168A",5,1.1833457078,1.193745233,0.0333793265636725,0.0149276886479072,0.0414459080783987
"2741",62,"157B","170C",5,1.1805146648,1.212797619,0.0610780492933491,0.0273149340306023,0.0758384148880664
"2742",62,"157B","41",5,0.9184552358,0.919039146,0.0304333962989404,0.0136102285821243,0.037788052527462
"2743",62,"157B","53",5,1.0012312126,0.995535714,0.0172490892798951,0.00771402723596165,0.0214175731606482
"2744",62,"157B","57",5,1.0920713796,1.032552083,0.149166593439142,0.0667093285803991,0.18521478880808
"2745",62,"157B","67",5,0.9870897786,0.992329431,0.0507888337407395,0.0227134569484457,0.0630626663666329
"2746",62,"157B","74",5,0.960042186,0.969236209,0.0147695284729558,0.00660513393222957,0.0183387917753146
"2747",62,"157B","77",5,0.9822642044,0.995463138,0.0245500959175857,0.0109791366651723,0.0304829702533154
"2748",62,"158","122A",5,1.002432051,0.976523702,0.074929519600417,0.0335094998695871,0.0930372868905411
"2749",62,"158","126B",5,0.7747104714,0.7825,0.0219864648030584,0.00983264597690902,0.0272998017937318
"2750",62,"158","135A",5,1.1219210234,1.137137137,0.0540247143290706,0.0241605867409618,0.06708054279565
"2751",62,"158","135B",5,1.012001581,1.011088296,0.0228354178776035,0.0102123093337871,0.0283539162625589
"2752",62,"158","137B",5,1.0279654306,1.021547933,0.0416826711466136,0.0186410572335194,0.0517558721117169
"2753",62,"158","144A",5,0.7717733486,0.747861659,0.0441668329203764,0.0197520081521674,0.0548403663519122
"2754",62,"158","145B",5,0.8100469718,0.79880775,0.0282484736422354,0.0126331014649299,0.0350751127257717
"2755",62,"158","147A",5,1.2345405104,1.237233055,0.0825212806444142,0.0369046386222496,0.102463703261838
"2756",62,"158","149A",5,1.0519408542,1.025595763,0.0542111517106485,0.0242439640727128,0.0673120353802747
"2757",62,"158","152A",5,1.0281028712,1.037053182,0.0351124534506515,0.0157027665544908,0.0435978693382795
"2758",62,"158","152B",5,0.9140140412,0.903536977,0.0495517385335371,0.0221602111528569,0.0615266097854992
"2759",62,"158","154C",5,0.5485345094,0.545239969,0.0351256344124569,0.0157086612598119,0.0436142356640149
"2760",62,"158","157B",5,1.056782393,1.042553191,0.0422584798859459,0.0188985667301565,0.0524708330931969
"2761",62,"158","159",5,1.0202134502,1.020242915,0.0340732917189894,0.0152380393001682,0.0423075796277635
"2762",62,"158","165A",5,0.9436659356,0.973389356,0.0651005993422244,0.0291138731010384,0.0808330704647277
"2763",62,"158","168A",5,1.4206408812,1.366691561,0.101249789179902,0.0452802822627565,0.125718218050405
"2764",62,"158","170C",5,1.1498845722,1.137494134,0.0550823919805711,0.0246335945663692,0.0683938230572228
"2765",62,"158","41",5,0.9276949358,0.941322314,0.0488973405491794,0.0218675554773844,0.0607140673678251
"2766",62,"158","53",5,1.0049285556,0.993100649,0.0483688846714141,0.0216312228242259,0.0600579027297648
"2767",62,"158","57",5,0.9238259028,0.91015625,0.210767036302511,0.0942578841177159,0.261701840984933
"2768",62,"158","67",5,0.9719110178,0.965162312,0.0515745999032335,0.0230648622591968,0.0640383239216084
"2769",62,"158","74",5,0.8955605188,0.901343706,0.0252278058300062,0.0112822177518119,0.0313244582527937
"2770",62,"158","77",5,0.9452376472,0.956935976,0.0322774131801113,0.0144348980017153,0.0400777019008918
"2771",62,"159","122A",5,0.9775236168,0.971531857,0.0682830475305961,0.0305371071978524,0.0847846018063777
"2772",62,"159","126B",5,0.7601522518,0.759493671,0.0306694955640537,0.0137158153833705,0.0380812084849555
"2773",62,"159","135A",5,1.1334884834,1.112525458,0.0565462918739456,0.0252882705011373,0.0702114948518003
"2774",62,"159","135B",5,1.089862302,1.092825294,0.022677339605035,0.0101416145811413,0.0281576361626123
"2775",62,"159","137B",5,0.809437845,0.828394516,0.0342868278002167,0.0153335355388228,0.042572719692141
"2776",62,"159","144A",5,0.660563347,0.653703704,0.0229851367414647,0.0102792656452086,0.0285398167856673
