"","time","supernatant","inoculant","N","comp_ind","median","sd","se","ci"
"1015",24,"165A","74",5,1.0738830422,1.013722127,0.175241232996582,0.0783702618882474,0.217590730012694
"1016",24,"165A","77",5,0.6977804566,0.720430108,0.143392755669997,0.0641271898318264,0.178045622318664
"1017",24,"168A","122A",5,0.7517416024,0.602373887,0.316421272499062,0.141507894966977,0.392888902327908
"1018",24,"168A","126B",5,-0.0875161932,-0.049342105,0.0936278912944268,0.0418716659048598,0.116254381848025
"1019",24,"168A","135A",5,0.4431815484,0.375231054,0.238565928122482,0.10668992647944,0.296218724147753
"1020",24,"168A","135B",5,0.1328429372,0.136094675,0.0703026822436181,0.0314403152994595,0.0872923095190597
"1021",24,"168A","137B",5,1.3574072432,1.316216216,0.300580345755363,0.134423617161876,0.373219793892074
"1022",24,"168A","144A",5,0.4345114186,0.444903581,0.108424732565501,0.0484890144917389,0.134627086941453
"1023",24,"168A","145B",5,0.4118124424,0.32761578,0.216588006649446,0.0968611011958674,0.268929530299334
"1024",24,"168A","147A",5,0.8110495062,0.738292011,0.171550196659474,0.0767195802568083,0.213007703076845
"1025",24,"168A","149A",5,0.3626993476,0.388349515,0.181881372874788,0.0813398227178023,0.225835552642498
"1026",24,"168A","152A",5,0.8540066208,0.845714286,0.128315627799531,0.0573844932670625,0.159324895445591
"1027",24,"168A","152B",5,0.4275313352,0.424281984,0.0378692622776447,0.0169356489421164,0.0470208996086873
"1028",24,"168A","154C",5,0.8904421002,0.404255319,4.50541063168601,2.01488088780004,5.59420617848899
"1029",24,"168A","157B",5,0.5484132654,0.489681051,0.203760608920494,0.0911245145365949,0.253002212348654
"1030",24,"168A","158",5,0.3820966846,0.363489499,0.132709218364159,0.0593493667006247,0.164780258672538
"1031",24,"168A","159",5,0.236691759,0.181818182,0.173101968360166,0.0774135536584698,0.214934482131025
"1032",24,"168A","165A",5,0.4422953138,0.421720733,0.135936700039494,0.0607927403850614,0.168787706473664
"1033",24,"168A","170C",5,0.6543194096,0.648535565,0.129730725089916,0.058017344014278,0.161081970805019
"1034",24,"168A","41",5,0.509614913,0.473594549,0.219996804882413,0.0983855621099667,0.273162112342351
"1035",24,"168A","53",5,0.2863184238,0.3125,0.176916723960648,0.0791195642265151,0.21967112682209
"1036",24,"168A","57",5,0.1478736694,0.026525199,0.246937121432013,0.11043363793802,0.306612933502202
"1037",24,"168A","67",5,0.7328391574,0.756916996,0.174436192758402,0.0780102369488085,0.216591140531839
"1038",24,"168A","74",5,0.3101351088,0.208728653,0.277656745053752,0.124171871270303,0.344756384191685
"1039",24,"168A","77",5,0.233120032,0.242808799,0.0628017894050665,0.028085814043671,0.0779787209270457
"1040",24,"170C","122A",5,1.0647381328,1.025684932,0.283745085302819,0.126894659803716,0.352316057087767
"1041",24,"170C","126B",5,0.9802461294,0.981884058,0.138161587124474,0.0617877401379166,0.171550268667152
"1042",24,"170C","135A",5,0.8061350456,0.809615385,0.113413058352028,0.0507198616022572,0.140820911481896
"1043",24,"170C","135B",5,1.368307738,1.24925816,0.186622033318391,0.0834599105198306,0.231721860043029
"1044",24,"170C","137B",5,1.442221683,1.435135135,0.335089894896551,0.149856756712389,0.41606905865493
"1045",24,"170C","144A",5,0.6725958604,0.686648501,0.115329484773615,0.0515769135527658,0.143200469174786
"1046",24,"170C","145B",5,0.693505634,0.716981132,0.225709013126426,0.100940139297016,0.280254755669184
"1047",24,"170C","147A",5,0.2319451884,0.391184573,0.344418683126434,0.154028717638333,0.427652279146843
"1048",24,"170C","149A",5,0.7215033968,0.741747573,0.121169272187239,0.0541885458789684,0.150451522963448
"1049",24,"170C","152A",5,1.3324322806,1.397142857,0.13726782908015,0.0613880393894076,0.17044052148041
"1050",24,"170C","152B",5,0.5265654502,0.539164491,0.0456332256527564,0.0204077989184301,0.0566611334149361
"1051",24,"170C","154C",5,0.7383948984,0.047619048,2.17657285138204,0.973392970734157,2.70257214902879
"1052",24,"170C","157B",5,0.8870569,0.84305835,0.202303851664858,0.0904730328865311,0.251193409310208
"1053",24,"170C","158",5,0.4065139322,0.411510791,0.147838270413872,0.0661152844642827,0.183565457929617
"1054",24,"170C","159",5,0.4427787508,0.458230958,0.0694364683320925,0.0310529326616141,0.086216762890375
"1055",24,"170C","165A",5,0.549899159,0.56780924,0.0656131764834613,0.029343104567342,0.0814695190473038
"1056",24,"170C","168A",5,1.376726326,1.393939394,0.115325328276242,0.051575054710631,0.14319530820164
"1057",24,"170C","41",5,0.4858843732,0.498611111,0.0815890916740936,0.0364877510411471,0.101306237777869
"1058",24,"170C","53",5,0.6443442042,0.665625,0.10654009615368,0.0476461794657983,0.132287001759191
"1059",24,"170C","57",5,0.95613847,0.715384615,0.84433593989827,0.377598511491742,1.04838153896122
"1060",24,"170C","67",5,1.1305776784,1.053240741,0.33704744195618,0.150732198371287,0.418499674363661
"1061",24,"170C","74",5,0.681473244,0.679245283,0.174139363670494,0.0778774909451562,0.216222578539764
"1062",24,"170C","77",5,0.2949843122,0.274961598,0.050354735638767,0.0225193223754629,0.062523662381725
"1063",24,"41","122A",5,1.0797221376,1.060810811,0.128223033853343,0.0573430839954663,0.159209924876158
"1064",24,"41","126B",5,0.746221331,0.663043478,0.260587620373592,0.116538326650052,0.323562266595479
"1065",24,"41","135A",5,0.837606249,0.873015873,0.107052697687076,0.0478754218406073,0.132923480628634
"1066",24,"41","135B",5,0.5335265384,0.473429952,0.150280722122638,0.0672075820747952,0.186598162283744
"1067",24,"41","137B",5,1.802990419,1.771428571,0.240168058289537,0.107406420871907,0.298208031496621
"1068",24,"41","144A",5,0.6968468432,0.646478873,0.0793480466621293,0.0354855252436693,0.0985236128681583
"1069",24,"41","145B",5,0.802443015,0.782426778,0.182331519355975,0.0815411343441559,0.226394483322107
"1070",24,"41","147A",5,1.6553743084,1.728531856,0.252171170266701,0.112774375736404,0.313111863505075
"1071",24,"41","149A",5,1.2336482854,1.281553398,0.200159816819528,0.0895141913544742,0.248531238431868
"1072",24,"41","152A",5,1.5961961506,1.58190709,0.262744140049275,0.117502751567981,0.326239939438193
"1073",24,"41","152B",5,0.738684307,0.745430809,0.0869594792821002,0.0388894613925521,0.10797445472713
"1074",24,"41","154C",5,-0.8249306874,-2.893617021,9.24609301474572,4.13497850145148,11.4805408204531
"1075",24,"41","157B",5,0.9755930584,0.927565392,0.163525149953559,0.0731306702654011,0.203043291498207
"1076",24,"41","158",5,0.8818821042,0.854676259,0.128585100219837,0.0575050049970358,0.159659489648395
"1077",24,"41","159",5,0.5016263162,0.489977728,0.0994726417435329,0.0444855177680045,0.123511598059166
"1078",24,"41","165A",5,0.878560544,0.857545839,0.0474446598538887,0.0212178969205301,0.058910326047597
"1079",24,"41","168A",5,3.3572974236,3.177304965,0.465536959715808,0.208194457592625,0.578040482712355
"1080",24,"41","170C",5,1.7930158444,1.729559748,0.221545276127702,0.0990780595031004,0.275084793339879
"1081",24,"41","53",5,0.9259331568,0.909375,0.13873683030885,0.0620449967106885,0.172264527419404
"1082",24,"41","57",5,1.1604411464,0.862842893,0.752426534625457,0.336495375899424,0.934260939337648
"1083",24,"41","67",5,1.3100793778,1.295857988,0.119081323245865,0.0532547867256761,0.147858991932856
"1084",24,"41","74",5,0.7485405194,0.734835355,0.074281573736571,0.0332197296701272,0.0922327558386185
"1085",24,"41","77",5,0.6498236682,0.691068814,0.159813053096873,0.0714705700832781,0.198434114473413
"1086",24,"50% TY","122A",5,0.6425071158,0.504451039,0.224879320187043,0.100569089334434,0.279224555816788
"1087",24,"50% TY","126B",5,1.5509611178,1.603448276,0.247740928319443,0.110793111306236,0.307610991575832
"1088",24,"50% TY","135A",5,1.6199898698,1.646153846,0.270818022909102,0.121113501751369,0.336264989110954
"1089",24,"50% TY","135B",5,2.1195598328,2.044378698,0.315637730678757,0.141157484412294,0.391916006658549
"1090",24,"50% TY","137B",5,1.729914099,1.736842105,0.381534023272527,0.170627202353272,0.473737060787334
"1091",24,"50% TY","144A",5,0.5742494612,0.585831063,0.152947919538898,0.068400389021229,0.189909925291616
"1092",24,"50% TY","145B",5,0.9998571046,0.918410042,0.406573058081768,0.181824999138161,0.504827128859739
"1093",24,"50% TY","147A",5,1.380797326,1.40521327,0.324600012534676,0.145165538704964,0.403044149380798
"1094",24,"50% TY","149A",5,1.0703381226,1.066019417,0.0710235787524969,0.0317627100191786,0.0881874207605653
"1095",24,"50% TY","152A",5,1.495688297,1.474452555,0.18219627955171,0.0814806532650359,0.226226560926027
"1096",24,"50% TY","152B",5,0.7359695216,0.763771186,0.041474605512066,0.0185480074529934,0.0514975245040358
"1097",24,"50% TY","154C",5,-0.5222242102,-3.14893617,11.8136730969576,5.28323522175154,14.6686125710406
"1098",24,"50% TY","157B",5,0.5668823548,0.486529319,0.345263388121609,0.154406481196362,0.428701118928455
"1099",24,"50% TY","158",5,0.3957171816,0.373856209,0.265249331389544,0.118623107194678,0.329350545334016
"1100",24,"50% TY","159",5,0.9378624508,0.969832402,0.099498489794822,0.0444970773679582,0.123543692653875
"1101",24,"50% TY","165A",5,0.8478715624,0.871650212,0.0812036773160174,0.0363153885003145,0.100827682645054
"1102",24,"50% TY","168A",5,6.9185867018,7.176470588,0.512930533613442,0.229389508178979,0.636887377167257
"1103",24,"50% TY","170C",5,1.5643116922,1.318181818,0.466511533769699,0.208630300359347,0.579250576228655
"1104",24,"50% TY","41",5,0.7530522628,0.795950156,0.122894040716832,0.0549598858144925,0.152593105951877
"1105",24,"50% TY","53",5,0.8913395118,0.88125,0.112566093162349,0.0503410872545172,0.139769265298139
"1106",24,"50% TY","57",5,1.8295920154,1.164588529,1.73252899071679,0.774810519246369,2.15121887361734
"1107",24,"50% TY","67",5,1.5943545918,1.625,0.121954135803062,0.0545395475585775,0.151426059858715
"1108",24,"50% TY","74",5,1.1199711528,1.113207547,0.193774620393445,0.0866586447027922,0.240602969908142
"1109",24,"50% TY","77",5,0.5984888358,0.6562986,0.138573149183262,0.0619717962859987,0.172061290458576
"1110",24,"53","122A",5,0.8146421732,0.758445946,0.20773315133261,0.0929010895119933,0.257934775243116
"1111",24,"53","126B",5,1.635734737,1.695652174,0.473026186639127,0.211543741692518,0.587339586157419
"1112",24,"53","135A",5,1.321741271,1.190384615,0.368408842815148,0.164757443209341,0.457439996743479
"1113",24,"53","135B",5,1.7842431874,1.730769231,0.188639652358358,0.0843622171850434,0.234227064967047
"1114",24,"53","137B",5,1.5607009746,1.495844875,0.350205180431237,0.156616517903365,0.434837164525921
"1115",24,"53","144A",5,0.608600284,0.662125341,0.093688562616993,0.0418987989451684,0.116329715244979
"1116",24,"53","145B",5,0.5403440122,0.449790795,0.191663198298575,0.0857143880361273,0.23798129310793
"1117",24,"53","147A",5,1.318126535,1.203125,0.333284168084256,0.149049211132172,0.413826952681513
"1118",24,"53","149A",5,1.2080688454,1.17921147,0.136871786107043,0.0612109235874318,0.169948769178961
"1119",24,"53","152A",5,1.0562493416,1.06601467,0.14888281408352,0.0665824185944429,0.184862430198772
"1120",24,"53","152B",5,0.6345031778,0.678851175,0.119631827276019,0.0535009796123383,0.148542532967964
"1121",24,"53","154C",5,0.3117227486,-0.425531915,3.98941520595425,1.784120718197,4.95351323512005
"1122",24,"53","157B",5,0.7576692028,0.669595782,0.399070440110621,0.178469726379621,0.49551139823269
"1123",24,"53","158",5,0.3832841088,0.421582734,0.090198473899393,0.0403379838211567,0.111996197733798
"1124",24,"53","159",5,0.8378753766,0.839325843,0.0283088866916448,0.0126601190019714,0.035150125434245
"1125",24,"53","165A",5,0.5754031804,0.587183308,0.11744814720678,0.0525244081971526,0.145831136042395
"1126",24,"53","168A",5,2.3924444234,2.482269504,0.263979239877039,0.118055105002756,0.327773518428515
"1127",24,"53","170C",5,0.8129433954,0.719626168,0.285152247803583,0.127523962005135,0.354063280104587
"1128",24,"53","41",5,1.0021781056,0.979441997,0.0646303662033426,0.0289035784482758,0.0802491989054158
"1129",24,"53","57",5,1.523063264,1.233421751,0.977753153166698,0.4372645031391,1.2140408894173
"1130",24,"53","67",5,1.382258545,1.370808679,0.125163717111861,0.0559749159557349,0.155411281419158
"1131",24,"53","74",5,1.0523209166,1.042881647,0.101636153292195,0.0454530695465875,0.126197952458838
"1132",24,"53","77",5,0.9121397576,0.991137371,0.191853087002399,0.0857993088461093,0.238217071075134
"1133",24,"57","122A",5,0.9878403094,0.989726027,0.0739907072250776,0.0330896502117117,0.091871597363014
"1134",24,"57","126B",5,0.8399846124,0.880434783,0.120282705066072,0.0537920610090593,0.149350704487104
"1135",24,"57","135A",5,0.9025706052,0.901923077,0.187652168567963,0.0839206010086427,0.233000941895703
"1136",24,"57","135B",5,1.465548997,1.50887574,0.25999875305638,0.116274977179849,0.322831091247977
"1137",24,"57","137B",5,2.3202528568,2.207756233,0.257106105687271,0.114981345949397,0.319239395150257
"1138",24,"57","144A",5,0.807427251,0.78746594,0.0462653812045735,0.0206905074756735,0.057446058204892
"1139",24,"57","145B",5,0.8695267368,0.79086116,0.164571487779124,0.0735986067664794,0.204342491506169
"1140",24,"57","147A",5,1.8522329444,1.838196286,0.152799838159507,0.0683341650151248,0.189726057974021
"1141",24,"57","149A",5,1.2966195468,1.302867384,0.0913958951533398,0.0408734868854623,0.113482992595508
"1142",24,"57","152A",5,2.0316592174,2.031428571,0.293756199745288,0.131371766288494,0.364746497472877
"1143",24,"57","152B",5,0.984461169,0.989623865,0.131163510958015,0.0586581053339318,0.162861009434572
"1144",24,"57","154C",5,-1.1153406052,-2.085106383,7.77356829509747,3.47644542711502,9.65215988960074
"1145",24,"57","157B",5,0.9282576128,0.868667917,0.173126905593838,0.0774247059284022,0.214965445796291
"1146",24,"57","158",5,0.848050656,0.817447496,0.133221956323681,0.0595786700870516,0.165416906937389
"1147",24,"57","159",5,0.6142506768,0.594413408,0.0735648939154244,0.0328992207104899,0.0913428803064616
"1148",24,"57","165A",5,0.8224900006,0.803949224,0.0628906527513966,0.0281255549402914,0.0780890593449437
"1149",24,"57","168A",5,2.9900935298,2.855855856,0.604143707802669,0.270181279765108,0.750143491719909
"1150",24,"57","170C",5,2.2499841414,2.018867925,0.53654446134292,0.239949977702755,0.666207941085134
"1151",24,"57","41",5,0.7391906478,0.771028037,0.137301302490283,0.0614030091535067,0.170482084208669
"1152",24,"57","53",5,0.5750956506,0.4953125,0.123129864518893,0.0550653494249167,0.152885919876816
"1153",24,"57","67",5,1.178054857,1.263157895,0.266642264285737,0.119246045723474,0.331080099963133
"1154",24,"57","74",5,0.7940522712,0.852686308,0.0964753706655342,0.0431450973925247,0.119789994468757
"1155",24,"57","77",5,0.462079972,0.4546851,0.048917602070642,0.021876616705248,0.0607392253695741
"1156",24,"67","122A",5,0.3886538352,0.286350148,0.234523908223737,0.104882280227439,0.291199893559458
"1157",24,"67","126B",5,0.960825156,0.971014493,0.119467836928815,0.0534276408995379,0.148338912057787
"1158",24,"67","135A",5,0.2546664396,0.202099738,0.120380967167419,0.0538360051567037,0.149472713000733
"1159",24,"67","135B",5,0.5126044604,0.385756677,0.224367913001312,0.100340381088138,0.278589559925843
"1160",24,"67","137B",5,2.2126079138,2.389189189,0.371867112351796,0.166304028363034,0.46173400552322
"1161",24,"67","144A",5,0.5740388196,0.535812672,0.0788741125909947,0.0352735754836872,0.0979351459945083
"1162",24,"67","145B",5,0.8553214908,0.89748954,0.133829706307443,0.0598504641424551,0.166171528212136
"1163",24,"67","147A",5,1.5216406736,1.49867374,0.167218657228226,0.0747824569337098,0.207629386508263
"1164",24,"67","149A",5,0.6553753686,0.452427184,0.33870521591705,0.151473577424853,0.420558072608033
"1165",24,"67","152A",5,1.3904449552,1.402857143,0.166272245823654,0.074359208886649,0.206454261539717
"1166",24,"67","152B",5,0.8843800596,0.841763943,0.0921969717742969,0.0412317392413915,0.114477660595553
"1167",24,"67","154C",5,-1.3433696878,-2.925531915,10.3423966048571,4.62526037174471,12.8417815193959
"1168",24,"67","157B",5,0.4155016926,0.332805071,0.312177154380505,0.139609867643451,0.387619133655972
"1169",24,"67","158",5,0.4363366646,0.438388626,0.113075734687521,0.0505690058734055,0.140402068831935
"1170",24,"67","159",5,0.2053480822,0.186732187,0.0791002385949584,0.0353747021069559,0.0982159185126877
"1171",24,"67","165A",5,0.9028304362,0.98773842,0.32233321966604,0.144151798115927,0.400229554284427
"1172",24,"67","168A",5,1.5015772658,1.590909091,0.362129376622293,0.161949180555414,0.449643009643873
"1173",24,"67","170C",5,1.2359246954,0.983263598,0.690625774972349,0.308857235970329,0.857525161014739
"1174",24,"67","41",5,0.9527409922,0.807495741,0.222158486706338,0.099352295610771,0.275846194838689
"1175",24,"67","53",5,0.7891028212,0.848484848,0.103733967016465,0.0463912403649075,0.128802732235202
"1176",24,"67","57",5,1.484504272,1.169761273,1.12132198149709,0.501470435058452,1.39230513481945
"1177",24,"67","74",5,0.8435292978,0.855917667,0.232501079407787,0.103977643679578,0.288688219844164
"1178",24,"67","77",5,0.5435005054,0.594470046,0.12865127176012,0.0575345978094854,0.159741652467669
"1179",24,"74","122A",5,0.9491240452,0.935153584,0.0738838850307281,0.0330418778740974,0.0917389600900811
"1180",24,"74","126B",5,1.4995546712,1.539855072,0.391917833181612,0.175270983317701,0.486630263715636
"1181",24,"74","135A",5,1.0260405634,1.001763668,0.193124182613864,0.0863677600847365,0.239795344734164
"1182",24,"74","135B",5,1.581119891,1.575667656,0.224801935302315,0.100534481761897,0.279128469791416
"1183",24,"74","137B",5,2.0376231466,2.041551247,0.350984802464785,0.156965175476119,0.435805193137183
"1184",24,"74","144A",5,0.9391863918,0.926760563,0.0749292691480361,0.0335093878638773,0.0930369759128365
"1185",24,"74","145B",5,1.1090677688,1.087873462,0.263573703785284,0.117873743749058,0.327269978863411
"1186",24,"74","147A",5,1.6047200754,1.662049861,0.230983410999745,0.10329892173404,0.286803785620686
"1187",24,"74","149A",5,0.9137380094,0.870967742,0.115556888084096,0.0516786114048749,0.143482827678484
"1188",24,"74","152A",5,1.8009384322,1.583941606,0.32668909457693,0.146099804596375,0.405638087341959
"1189",24,"74","152B",5,0.859029576,0.832684825,0.177318181675463,0.0792991015745985,0.220169602413377
"1190",24,"74","154C",5,-0.718609213,-3.212765957,11.5857176752225,5.18129045798368,14.3855685306768
"1191",24,"74","157B",5,0.843917687,0.871704745,0.0888488190880136,0.0397343998402758,0.110320379944506
"1192",24,"74","158",5,0.7056405334,0.616993464,0.169906468294194,0.0759844825845463,0.210966744742851
"1193",24,"74","159",5,0.744000335,0.696629213,0.14074113070234,0.0629413470961229,0.174753195059586
"1194",24,"74","165A",5,0.7303275704,0.713859911,0.0587746502563734,0.0262848226654053,0.0729783672303565
"1195",24,"74","168A",5,4.0383856054,4.050420168,0.327077101984888,0.146273326784368,0.406119862171457
"1196",24,"74","170C",5,1.7100919462,1.821428571,0.512450872191017,0.229174997069634,0.636291798847705
"1197",24,"74","41",5,1.0914035286,1.074889868,0.0634175019123311,0.028361169047839,0.0787432289805598
"1198",24,"74","53",5,0.8957664388,0.907575758,0.0757674111784959,0.0338842163748589,0.0940776666974398
"1199",24,"74","57",5,1.6523908894,1.38974359,0.679823293779747,0.304026219515865,0.844112109026613
"1200",24,"74","67",5,1.3743012618,1.337686567,0.0903922188110882,0.0404246291797257,0.112236763815485
"1201",24,"74","77",5,0.814264192,0.844903988,0.152626370537835,0.0682565879363343,0.189510669473338
"1202",24,"77","122A",5,1.0044996354,0.95777027,0.0788020067993883,0.0352413287933666,0.0978456148290087
"1203",24,"77","126B",5,1.224776517,1.275167785,0.260859474366937,0.116659903451867,0.323899817911783
"1204",24,"77","135A",5,1.0165231162,1.044859813,0.107996906093285,0.0482976846768491,0.134095870213424
"1205",24,"77","135B",5,1.3984789598,1.434911243,0.279896102571127,0.125173342397259,0.347536913800116
"1206",24,"77","137B",5,2.1586592678,2.202216066,0.284558396684338,0.127258383710906,0.353325916549527
"1207",24,"77","144A",5,0.664325538,0.675367047,0.0445013561267384,0.0199016114780627,0.0552557317738155
"1208",24,"77","145B",5,0.9830409824,0.873462214,0.277542064307364,0.124120584481377,0.344613989237607
"1209",24,"77","147A",5,1.7931660506,1.905817175,0.193292555040886,0.0864430585232081,0.240004406715088
"1210",24,"77","149A",5,1.2605189094,1.224014337,0.162259445411397,0.0725646299862602,0.201471711735841
"1211",24,"77","152A",5,1.8691694538,1.82396088,0.169805332735502,0.0759392533877104,0.210841168360683
"1212",24,"77","152B",5,0.8907463836,0.968668407,0.167590476239369,0.0749487394505585,0.208091060788248
"1213",24,"77","154C",5,-1.2163497234,-2.978723404,11.0707710994784,4.95099934835477,13.7461779065771
"1214",24,"77","157B",5,0.8612177944,0.795497186,0.126087546425284,0.056388064984619,0.156558367018121
"1215",24,"77","158",5,0.801741464,0.765467626,0.207255655387601,0.0926875468335891,0.25734188571891
"1216",24,"77","159",5,0.7183423888,0.717318436,0.0401669575897964,0.0179632095240272,0.0498738651566276
"1217",24,"77","165A",5,1.0944156288,1.112391931,0.0629293621569179,0.0281428663127143,0.0781371234201714
"1218",24,"77","168A",5,5.4487194418,5.546099291,0.521839438682965,0.233373691647089,0.647949243855499
"1219",24,"77","170C",5,1.937792492,2.035714286,0.527917832519814,0.236092032009731,0.655496566649618
"1220",24,"77","41",5,1.2777930328,1.04770017,0.402720664640272,0.180102156415909,0.500043750616518
"1221",24,"77","53",5,1.5477416306,1.296875,0.592732020903763,0.265077818236328,0.735974010938763
"1222",24,"77","57",5,2.067640326,1.952254642,0.749322901442635,0.335107388944622,0.930407269750908
"1223",24,"77","67",5,1.748100924,1.74537037,0.0717452081409325,0.0320854324925993,0.0890834419922315
"1224",24,"77","74",5,1.1715787182,1.191650854,0.211480929058429,0.0945771466638915,0.262588255918535
"1225",39,"100% TY","122A",5,1.3618404944,1.322166785,0.084097530002022,0.0376095587648699,0.104420875341372
"1226",39,"100% TY","126B",5,1.0044362996,1.02210759,0.069607004544893,0.0311291987745035,0.0864285115661994
"1227",39,"100% TY","135A",5,1.3533284048,1.393466964,0.0800645627472661,0.0358059609783369,0.0994132850952066
"1228",39,"100% TY","135B",5,1.464193638,1.476898982,0.0799948974437922,0.0357748057074887,0.0993267841959591
"1229",39,"100% TY","137B",5,1.5634867656,1.563291139,0.0923086885445727,0.0412817004999041,0.1146163752872
"1230",39,"100% TY","144A",5,1.2445532676,1.242961418,0.0288215083111158,0.012889370359546,0.0357866292438431
"1231",39,"100% TY","145B",5,1.5991038058,1.617685306,0.102404705584998,0.0457967765807818,0.127152236171549
"1232",39,"100% TY","147A",5,1.4436052196,1.468899522,0.0912200927880739,0.0407948656775943,0.113264705127758
"1233",39,"100% TY","149A",5,1.2287443868,1.228490832,0.0654536593746831,0.0292717663475816,0.0812714523962363
"1234",39,"100% TY","152A",5,1.7751063434,1.782222222,0.101686002804669,0.0454753629262949,0.126259848803805
"1235",39,"100% TY","152B",5,1.2413291996,1.260411176,0.0708337561772846,0.0316778187828108,0.0879517249028778
"1236",39,"100% TY","154C",5,0.9782169256,0.970772443,0.0376310170977701,0.0168291024586142,0.0467250791460915
"1237",39,"100% TY","157B",5,1.4045807594,1.412887828,0.0568906563189558,0.0254422749627526,0.0706390797854309
"1238",39,"100% TY","158",5,1.3678843606,1.385499558,0.160956769821722,0.0719820557520313,0.199854226354802
"1239",39,"100% TY","159",5,1.3692430154,1.378151261,0.06634428606918,0.0296700667138757,0.0823773114986323
"1240",39,"100% TY","165A",5,1.1834868972,1.163624511,0.056624934195187,0.0253234404163781,0.0703091421908209
"1241",39,"100% TY","168A",5,2.8077688416,2.921203438,0.198705698163422,0.0888638897219933,0.246725711647465
"1242",39,"100% TY","170C",5,1.5333109124,1.562324274,0.127417508346513,0.0569828420372901,0.158209732854693
"1243",39,"100% TY","41",5,1.1681889308,1.204051013,0.0699136093757876,0.0312663166233256,0.0868092117463966
"1244",39,"100% TY","53",5,1.0050211504,0.997412678,0.0471471341417378,0.0210848393770454,0.0585408990822793
"1245",39,"100% TY","57",5,1.2677007682,1.057863501,0.388674607405015,0.173820568657131,0.482603267030789
"1246",39,"100% TY","67",5,1.5620216872,1.572595281,0.0537269589389857,0.0240274264823824,0.0667108306475105
"1247",39,"100% TY","74",5,1.177122543,1.191608392,0.118950960897597,0.0531964869111892,0.14769712569829
"1248",39,"100% TY","77",5,1.0111987094,0.995012469,0.05819022333086,0.0260234589987394,0.0722527053573656
"1249",39,"122A","126B",5,0.8684115354,0.915254237,0.078493930832527,0.0351035530325394,0.0974630879922451
"1250",39,"122A","135A",5,1.1505580056,1.150705271,0.0711976249379886,0.0318405458395754,0.088403527643115
"1251",39,"122A","135B",5,1.2964532002,1.29216152,0.0686686741739112,0.0307095646755299,0.0852634205261301
"1252",39,"122A","137B",5,0.5367564562,0.523119393,0.0688289807751973,0.0307812559670735,0.0854624674616215
"1253",39,"122A","144A",5,0.2582477836,0.247362869,0.105590525097132,0.0472215183794171,0.13110795356454
"1254",39,"122A","145B",5,0.1208520184,0.134502924,0.0621934017695433,0.0278137348217309,0.0772233079030642
"1255",39,"122A","147A",5,1.0786827106,1.11722488,0.0913521928218667,0.0408539426086725,0.11342872898388
"1256",39,"122A","149A",5,1.058638831,1.048387097,0.0812585047811549,0.0363399080881308,0.100895759934629
"1257",39,"122A","152A",5,0.8990457026,0.898069498,0.0689365119952268,0.0308293453906114,0.0855959851062151
"1258",39,"122A","152B",5,0.6464225446,0.618458075,0.068475597338416,0.0306232180897204,0.0850236839706087
"1259",39,"122A","154C",5,0.5358193882,0.551861702,0.0547436467316845,0.0244821030856562,0.0679732152771178
"1260",39,"122A","157B",5,1.1269872022,1.103721298,0.0754391004189127,0.0337373913396243,0.0936700150470424
"1261",39,"122A","158",5,1.0139319386,1.016799293,0.0694269127933238,0.0310486592947644,0.0862048981219025
"1262",39,"122A","159",5,1.0560916576,1.067873303,0.0447905046089615,0.0200309226104311,0.0556147570343273
"1263",39,"122A","165A",5,1.008881808,1.02804334,0.0700487186974987,0.0313267393488735,0.086976972126987
"1264",39,"122A","168A",5,1.434308426,1.375358166,0.215094365000206,0.0961931243435226,0.267074929237256
"1265",39,"122A","170C",5,1.0409322538,1.044985942,0.0996473067649458,0.0445636303402387,0.123728473328
"1266",39,"122A","41",5,0.6126700372,0.618688772,0.0499842201936789,0.0223536228310768,0.0620636066927807
"1267",39,"122A","53",5,0.8041948522,0.792406614,0.0427613065542583,0.0191234376524058,0.0530951748645772
"1268",39,"122A","57",5,0.6091051618,0.575781877,0.197288750199981,0.0882302113286266,0.244966338373932
"1269",39,"122A","67",5,1.0388821572,1.102877071,0.133383784753977,0.0596510419612184,0.165617843473173
"1270",39,"122A","74",5,0.3883602026,0.395804196,0.0512491508920951,0.0229193170367737,0.0636342256012268
"1271",39,"122A","77",5,0.5433650524,0.542471042,0.0406393884732612,0.0181744870380467,0.0504604655762655
"1272",39,"126B","122A",5,1.2645238386,1.245038168,0.0712208513790342,0.031850933019786,0.0884323670787677
"1273",39,"126B","135A",5,1.2620372296,1.227171492,0.0983275709345261,0.0439734265344066,0.122089804860228
"1274",39,"126B","135B",5,1.3369958552,1.368181818,0.0980111097819272,0.0438319008045167,0.121696866440216
"1275",39,"126B","137B",5,1.406082043,1.437586685,0.0793541274944907,0.0354882446745733,0.0985311632187806
"1276",39,"126B","144A",5,0.907500023,0.90354536,0.0235134218490125,0.0105155219276041,0.0291957693844965
"1277",39,"126B","145B",5,1.0977425318,1.124837451,0.0883316732584653,0.0395031251944457,0.109678258586134
"1278",39,"126B","147A",5,1.4332327288,1.439301973,0.0629191584918275,0.0281383030949619,0.0781244538965788
"1279",39,"126B","149A",5,0.866795005,0.872783346,0.0308084254002648,0.0137779466949446,0.0382537126608552
"1280",39,"126B","152A",5,1.642529313,1.64962963,0.116580150456551,0.0521362282496001,0.144753375727077
