"","inoculant","supernatant","time","N","OD","median","sd","se","ci"
"618","137B","67",39,5,0.19438,0.1946,0.00508153520109819,0.00227253162794272,0.00630955931480875
"619","137B","67",48,5,0.22612,0.2252,0.00483083843654493,0.00216041662648666,0.0059982781677968
"620","137B","67",62,5,0.26662,0.2642,0.00545820483309303,0.00244098340838278,0.0067772564360734
"621","137B","74",0,5,0,0,0,0,0
"622","137B","74",24,5,0.07488,0.0743,0.00182811378201687,0.000817557337438789,0.00226990306775047
"623","137B","74",39,5,0.1907,0.1924,0.0065157501486782,0.00291393205136976,0.00809037238090454
"624","137B","74",48,5,0.22936,0.2277,0.00362601709869107,0.00162160414404996,0.00450229488831596
"625","137B","74",62,5,0.2745,0.2754,0.00729657453878187,0.00326312733432209,0.00905989391501568
"626","137B","77",0,5,0,0,0,0,0
"627","137B","77",24,5,0.07976,0.0795,0.00340044114785126,0.00152072351201657,0.00422220535129759
"628","137B","77",39,5,0.18764,0.1878,0.00332159600192438,0.00148546289081889,0.00412430617216706
"629","137B","77",48,5,0.22044,0.2231,0.00458998910674088,0.00205270553173123,0.00569922422598761
"630","137B","77",62,5,0.26584,0.2623,0.00769012353606885,0.0034391277964042,0.00954854953647611
"631","144A","100% TY",0,5,0,0,0,0,0
"632","144A","100% TY",24,5,0.07086,0.0704,0.00337535183351307,0.00150950322954275,0.00419105285294424
"633","144A","100% TY",39,5,0.23748,0.2365,0.00311400064226068,0.00139262342361458,0.00386654248787849
"634","144A","100% TY",48,5,0.30244,0.3001,0.00452084062979442,0.00202178139273266,0.00561336505163257
"635","144A","100% TY",62,5,0.37802,0.3753,0.00616417066603447,0.00275670092683265,0.00765382879479872
"636","144A","122A",0,5,0,0,0,0,0
"637","144A","122A",24,5,0.00992,0.0094,0.0026827224977623,0.00119974997395291,0.00333103994264273
"638","144A","122A",39,5,0.0494,0.0469,0.0204011029113624,0.00912365058515504,0.0253313150086887
"639","144A","122A",48,5,0.09492,0.0972,0.0175107681156482,0.00783105356896503,0.0217424903500947
"640","144A","122A",62,5,0.16648,0.1703,0.0111913806118816,0.0050049375620481,0.013895934395969
"641","144A","126B",0,5,0,0,0,0,0
"642","144A","126B",24,5,0.0506,0.05,0.00251097590589794,0.00112294256309038,0.00311778838271056
"643","144A","126B",39,5,0.17318,0.1733,0.00395562890069329,0.00176901102314259,0.00491156199624519
"644","144A","126B",48,5,0.22,0.2192,0.00274135003237456,0.00122596900450215,0.00340383564167421
"645","144A","126B",62,5,0.2559,0.2566,0.00622655603042325,0.00278460050994753,0.00773129045577509
"646","144A","135A",0,5,0,0,0,0,0
"647","144A","135A",24,5,0.0218,0.0238,0.00489744831519435,0.00219020546981328,0.00608098525604051
"648","144A","135A",39,5,0.104,0.1062,0.00533713406239716,0.00238683891370993,0.00662692721886555
"649","144A","135A",48,5,0.1405,0.1434,0.00672458177138177,0.00300732439221312,0.00834967108850204
"650","144A","135A",62,5,0.16528,0.165,0.00528270763908055,0.00236249867724831,0.00655934788848233
"651","144A","135B",0,5,0,0,0,0,0
"652","144A","135B",24,5,0.01574,0.0159,0.00131643457870112,0.000588727441181401,0.00163456942236372
"653","144A","135B",39,5,0.11762,0.1188,0.00530725917965196,0.00237347845998231,0.00658983265251028
"654","144A","135B",48,5,0.14026,0.1392,0.00503914675317162,0.00225357493773782,0.00625692710507859
"655","144A","135B",62,5,0.16948,0.1703,0.00353935022285165,0.00158284553889506,0.00439468374874936
"656","144A","137B",0,5,0,0,0,0,0
"657","144A","137B",24,5,0.03356,0.0336,0.00449143629588576,0.00200863137484208,0.00557685474882702
"658","144A","137B",39,5,0.12436,0.1246,0.00624363676073488,0.00279223924476396,0.00775249898366607
"659","144A","137B",48,5,0.1571,0.1574,0.00280624304008046,0.00125499003980112,0.00348441095307779
"660","144A","137B",62,5,0.21214,0.2115,0.00286932047704679,0.00128319912718175,0.00356273193565785
"661","144A","144A",0,5,0,0,0,0,0
"662","144A","145B",0,5,0,0,0,0,0
"663","144A","145B",24,5,0.06334,0.0652,0.00361496887953409,0.0016166632302369,0.00448857671234449
"664","144A","145B",39,5,0.17752,0.1636,0.0276905579575421,0.0123835939855924,0.0343823689060548
"665","144A","145B",48,5,0.19132,0.1905,0.00539925920844702,0.00241462212364585,0.00670406577609882
"666","144A","145B",62,5,0.245,0.2455,0.0106336729308363,0.00475552310476986,0.0132034488468933
"667","144A","147A",0,5,0,0,0,0,0
"668","144A","147A",24,5,0.04046,0.0419,0.0039840933723998,0.00178174072187847,0.00494690530599105
"669","144A","147A",39,5,0.1213,0.1215,0.00278657495861855,0.00124619420637395,0.0034599898044128
"670","144A","147A",48,5,0.1557,0.1541,0.0039793215502143,0.0017796066981218,0.00494098030617749
"671","144A","147A",62,5,0.19162,0.1908,0.00267338736437502,0.00119557517538631,0.00331944884359731
"672","144A","149A",0,5,0,0,0,0,0
"673","144A","149A",24,5,0.00272,0,0.00537280187611641,0.00240279004492694,0.00667121465905538
"674","144A","149A",39,5,0.0813,0.0806,0.00436749356038449,0.00195320249846246,0.0054229595163162
"675","144A","149A",48,5,0.12062,0.1222,0.00337149818330071,0.00150777982477549,0.00418626791421389
"676","144A","149A",62,5,0.16118,0.1631,0.00410085356968522,0.00183395746951777,0.00509188223938353
"677","144A","152A",0,5,0,0,0,0,0
"678","144A","152A",24,5,0.02948,0.0289,0.00196010203816026,0.000876584280032446,0.00243378813358942
"679","144A","152A",39,5,0.10806,0.1088,0.00333511618988005,0.00149150930268638,0.00414109370280057
"680","144A","152A",48,5,0.1487,0.1522,0.0101153348931214,0.00452371528723902,0.0125598471665632
"681","144A","152A",62,5,0.2009,0.2002,0.00221697992773954,0.000991463564635636,0.00275274416101457
"682","144A","152B",0,5,0,0,0,0,0
"683","144A","152B",24,5,0.01932,0.0193,0.00781581729571515,0.00349533975458753,0.0097046189526278
"684","144A","152B",39,5,0.11658,0.1218,0.0131033201899366,0.00585998293512873,0.0162699209367808
"685","144A","152B",48,5,0.16026,0.1596,0.0051786098520742,0.00231594473163761,0.00643009341406385
"686","144A","152B",62,5,0.21152,0.2109,0.00309628810029041,0.00138470213403461,0.00384454946219733
"687","144A","154C",0,5,0,0,0,0,0
"688","144A","154C",24,5,0.0242,0.0201,0.00942814934120159,0.00421639656578932,0.0117065936066586
"689","144A","154C",39,5,0.19112,0.1902,0.00444150875266502,0.00198630309872386,0.00551486151589106
"690","144A","154C",48,5,0.2481,0.2441,0.00912222560562935,0.00407958331205528,0.0113267391180025
"691","144A","154C",62,5,0.32178,0.3185,0.0106687393819514,0.00477120529845447,0.0132469895967877
"692","144A","157B",0,5,0,0,0,0,0
"693","144A","157B",24,5,0.05056,0.0497,0.00958008350694293,0.00428434359032979,0.0118952447903567
"694","144A","157B",39,5,0.12758,0.1283,0.00794399144007595,0.00355266097453725,0.00986376817318118
"695","144A","157B",48,5,0.17468,0.1728,0.00568612345979227,0.00254291171691036,0.00706025478936589
"696","144A","157B",62,5,0.20902,0.2122,0.0103548056476208,0.00463080986437578,0.0128571893810478
"697","144A","158",0,5,0,0,0,0,0
"698","144A","158",24,5,0.03946,0.038,0.0110035448833546,0.00492093487053019,0.0136627055342807
"699","144A","158",39,5,0.12822,0.1242,0.0125726687699947,0.00562266840565936,0.0156110301730432
"700","144A","158",48,5,0.18756,0.1861,0.0157110788935706,0.00702620808117721,0.0195078810350857
"701","144A","158",62,5,0.20546,0.2011,0.0154804069713945,0.00692304846147996,0.0192214640139231
"702","144A","159",0,5,0,0,0,0,0
"703","144A","159",24,5,0.0263,0.0263,0.00073143694191639,0.000327108544675923,0.000908198917733839
"704","144A","159",39,5,0.10324,0.1031,0.00162419210686421,0.000726360791893395,0.00201670086526001
"705","144A","159",48,5,0.14428,0.1432,0.00539323650510526,0.00241192868882975,0.0066965876021875
"706","144A","159",62,5,0.17576,0.1732,0.0082254483160494,0.00367853231601953,0.0102132430431243
"707","144A","165A",0,5,0,0,0,0,0
"708","144A","165A",24,5,0.05056,0.0524,0.00729609484587474,0.00326291280913236,0.00905929829760271
"709","144A","165A",39,5,0.15134,0.1493,0.00765264660101328,0.00342236760152968,0.00950201577545459
"710","144A","165A",48,5,0.19078,0.1892,0.00462893076206591,0.00207012076942385,0.00574757667743515
"711","144A","165A",62,5,0.21572,0.2181,0.00553100352558196,0.00247353997339845,0.00686764795165321
"712","144A","168A",0,5,0,0,0,0,0
"713","144A","168A",24,5,0.03038,0.0323,0.00600141649946077,0.00268391505081662,0.0074517428056065
"714","144A","168A",39,5,0.1151,0.1149,0.00541433283055262,0.0024213632523849,0.00672278214998987
"715","144A","168A",48,5,0.16294,0.1647,0.00769954544112833,0.00344334140044231,0.00956024837678297
"716","144A","168A",62,5,0.19184,0.191,0.00592055740619074,0.00264775376498647,0.0073513429805657
"717","144A","170C",0,5,0,0,0,0,0
"718","144A","170C",24,5,0.0472,0.0504,0.00522111099288265,0.0023349518196314,0.00648286555048829
"719","144A","170C",39,5,0.12412,0.1237,0.00255871061278918,0.00114429017298935,0.00317705884972222
"720","144A","170C",48,5,0.15816,0.1582,0.0050122849081033,0.00224156195542305,0.00622357371913192
"721","144A","170C",62,5,0.19512,0.1942,0.00365609080850025,0.00163505351594374,0.00453963633107845
"722","144A","41",0,5,0,0,0,0,0
"723","144A","41",24,5,0.0492,0.0472,0.00553579262617378,0.00247568172429333,0.00687359440544185
"724","144A","41",39,5,0.13934,0.1391,0.00393420894208734,0.00175943172643896,0.00488496560480116
"725","144A","41",48,5,0.1804,0.1801,0.00879545337091842,0.00393344632606065,0.0109209977985493
"726","144A","41",62,5,0.21208,0.2124,0.0119543715853239,0.00534615749861524,0.0148433128186468
"727","144A","50% TY",0,5,0,0,0,0,0
"728","144A","50% TY",24,5,0.04062,0.0397,0.0115382841011998,0.00516007751879756,0.0143266719695067
"729","144A","50% TY",39,5,0.17372,0.1784,0.0141392008260722,0.00632324283892371,0.0175561366291067
"730","144A","50% TY",48,5,0.23468,0.2398,0.0175571068231642,0.00785177686896412,0.0218000274549407
"731","144A","50% TY",62,5,0.29032,0.2953,0.0200536031675108,0.00896824397527186,0.0248998370873632
"732","144A","53",0,5,0,0,0,0,0
"733","144A","53",24,5,0.04286,0.0436,0.00582992281252505,0.00260722074247655,0.00723880526861919
"734","144A","53",39,5,0.14422,0.1436,0.00642977449060229,0.00287548256819616,0.00798361950154981
"735","144A","53",48,5,0.18902,0.1901,0.00562067611591346,0.0025136427749384,0.00697899117869351
"736","144A","53",62,5,0.22054,0.2171,0.0089770819312291,0.00401467308756267,0.0111465194429327
"737","144A","57",0,5,0,0,0,0,0
"738","144A","57",24,5,0.05706,0.0577,0.00385720105776196,0.00172499275360797,0.00478934768725651
"739","144A","57",39,5,0.15042,0.1511,0.00191755052084685,0.000857554662980735,0.00238095344647241
"740","144A","57",48,5,0.18754,0.1877,0.00463065870044424,0.00207089352695883,0.00574972219631065
"741","144A","57",62,5,0.22388,0.2209,0.00631957277036984,0.00282619886066073,0.00784678599299705
"742","144A","67",0,5,0,0,0,0,0
"743","144A","67",24,5,0.04044,0.0389,0.00457143303571211,0.0020444070044881,0.00567618382064306
"744","144A","67",39,5,0.14396,0.1372,0.0134496468355121,0.00601486491951399,0.0166999422642105
"745","144A","67",48,5,0.19614,0.1916,0.014950852818485,0.00668622464474534,0.0185639356871561
"746","144A","67",62,5,0.24818,0.2371,0.0205437825144251,0.00918745884344523,0.0255084751350897
"747","144A","74",0,5,0,0,0,0,0
"748","144A","74",24,5,0.06624,0.0658,0.00335901771355853,0.00150219838902856,0.00417077136425435
"749","144A","74",39,5,0.17036,0.1698,0.00233623628941937,0.00104479663092872,0.00290082049186918
"750","144A","74",48,5,0.23142,0.2314,0.00436943932329996,0.00195407267009188,0.00542537550007738
"751","144A","74",62,5,0.27072,0.2668,0.00843842402347737,0.00377377794789254,0.0104776873115296
"752","144A","77",0,5,0,0,0,0,0
"753","144A","77",24,5,0.04708,0.0457,0.00539509036068906,0.00241275775825092,0.00669888946792376
"754","144A","77",39,5,0.15352,0.1547,0.00648744942176815,0.00290127558153306,0.00805523238717734
"755","144A","77",48,5,0.20234,0.2024,0.0029779187362989,0.00133176574516692,0.00369757448443879
"756","144A","77",62,5,0.24406,0.2403,0.00663837329471612,0.0029687707894009,0.00824262912668631
"757","145B","100% TY",0,5,0,0,0,0,0
"758","145B","100% TY",24,5,0.07662,0.0788,0.0100755645003146,0.00450592942687743,0.0125104657016205
"759","145B","100% TY",39,5,0.23922,0.2402,0.00878874279974104,0.00393044526739656,0.010912665523911
"760","145B","100% TY",48,5,0.2972,0.2999,0.00727151978612448,0.00325192250830182,0.00902878433065711
"761","145B","100% TY",62,5,0.35926,0.356,0.00837633571438013,0.00374601121194265,0.0104005944934142
"762","145B","122A",0,5,0,0,0,0,0
"763","145B","122A",24,5,-0.01014,-0.0121,0.00602685656043016,0.00269529219195248,0.00748333081342429
"764","145B","122A",39,5,0.01804,0.0184,0.00924624248005643,0.00413504534437048,0.0114807264061483
"765","145B","122A",48,5,0.04674,0.0516,0.0195662464463678,0.00875029142371841,0.0242947037924372
"766","145B","122A",62,5,0.11874,0.1249,0.0155983332442925,0.00697578669398656,0.0193678888214229
"767","145B","126B",0,5,0,0,0,0,0
"768","145B","126B",24,5,0.03898,0.0383,0.00561043670314531,0.00250906357033854,0.00696627726849655
"769","145B","126B",39,5,0.16412,0.1636,0.00803660376029575,0.00359407846325035,0.00997876155698823
"770","145B","126B",48,5,0.19834,0.1972,0.00746913649627586,0.00334029938777948,0.00927415788509553
"771","145B","126B",62,5,0.24338,0.243,0.00284903492432086,0.00127412715221048,0.0035375440951544
"772","145B","135A",0,5,0,0,0,0,0
"773","145B","135A",24,5,-0.00726,-0.0082,0.00277182250513989,0.00123959670861131,0.00344167221404317
"774","145B","135A",39,5,0.01334,0.0119,0.00380171014150211,0.00170017646142981,0.00472044661430931
"775","145B","135A",48,5,0.0422,0.0429,0.0116036632146922,0.00518931594721308,0.0144078508609646
"776","145B","135A",62,5,0.09602,0.0977,0.00709908444801159,0.0031748070807531,0.00881467757930423
"777","145B","135B",0,5,0,0,0,0,0
"778","145B","135B",24,5,0.0041,0.0018,0.00390064097296842,0.00174441967427566,0.00484328546605339
"779","145B","135B",39,5,0.08208,0.0742,0.0133411768596327,0.00596635567159719,0.0165652590002751
"780","145B","135B",48,5,0.09782,0.1001,0.00922697133408357,0.00412642702589056,0.0114567981179897
"781","145B","135B",62,5,0.1291,0.1287,0.00384252521136817,0.0017184295155752,0.00477112521714617
"782","145B","137B",0,5,0,0,0,0,0
"783","145B","137B",24,5,0.03072,0.0299,0.00285604621811343,0.00127726269811656,0.00354624976623746
"784","145B","137B",39,5,0.11266,0.1113,0.00378787539393787,0.00169398937422877,0.00470326850633455
"785","145B","137B",48,5,0.13962,0.1401,0.0023488294957276,0.00105042848400069,0.00291645702276407
"786","145B","137B",62,5,0.19492,0.1935,0.00442854377871552,0.00198050498610834,0.00549876337450032
"787","145B","144A",0,5,0,0,0,0,0
"788","145B","144A",24,5,0.06008,0.0568,0.00914231918060182,0.00408856943196517,0.011351688586641
"789","145B","144A",39,5,0.17778,0.1766,0.00450133313586097,0.00201305737623149,0.00558914329872022
"790","145B","144A",48,5,0.19482,0.1932,0.00384733674117564,0.00172058129712025,0.00477709952048438
"791","145B","144A",62,5,0.24892,0.2485,0.00264140114333284,0.00118127050246758,0.00327973270449064
"792","145B","145B",0,5,0,0,0,0,0
"793","145B","147A",0,5,0,0,0,0,0
"794","145B","147A",24,5,0.03488,0.0352,0.00213236957397164,0.000953624664110571,0.00264768653086568
"795","145B","147A",39,5,0.10384,0.1029,0.00199574547475373,0.000892524509467387,0.00247804530557979
"796","145B","147A",48,5,0.1387,0.1388,0.00174928556845359,0.000782304288624317,0.00217202491292623
"797","145B","147A",62,5,0.17152,0.17,0.00460836196495023,0.00206092212371064,0.00572203714257026
"798","145B","149A",0,5,0,0,0,0,0
"799","145B","149A",24,5,-0.02908,-0.0278,0.00449633183828774,0.0020108207279616,0.00558293336757924
"800","145B","149A",39,5,0.04402,0.0445,0.00316812247238013,0.00141682744185733,0.00393374361585471
"801","145B","149A",48,5,0.07128,0.0716,0.00377716825148153,0.00168920099455334,0.00468997383302287
"802","145B","149A",62,5,0.11292,0.1159,0.00674551702985027,0.00301668692442554,0.00837566564523547
"803","145B","152A",0,5,0,0,0,0,0
"804","145B","152A",24,5,0.02424,0.0238,0.00776936290824415,0.00347456472093988,0.00964693821214646
"805","145B","152A",39,5,0.08662,0.0866,0.00655225152142376,0.00293025596151599,0.00813569482132773
"806","145B","152A",48,5,0.13542,0.1382,0.0086963785566177,0.00388913872213374,0.0107979801685034
"807","145B","152A",62,5,0.17248,0.1742,0.00999734964878192,0.004470950681902,0.0124133491363476
"808","145B","152B",0,5,0,0,0,0,0
"809","145B","152B",24,5,0.03526,0.0361,0.00385395900341454,0.00172354286282645,0.00478532214509309
"810","145B","152B",39,5,0.12438,0.1257,0.00457460380798163,0.00204582501695526,0.00568012085441663
"811","145B","152B",48,5,0.14202,0.1429,0.00661339549701966,0.00295760037868539,0.0082116150945322
"812","145B","152B",62,5,0.20614,0.2064,0.00939084660720214,0.00419971427599545,0.0116602761448169
"813","145B","154C",0,5,0,0,0,0,0
"814","145B","154C",24,5,0.0404,0.04,0.0137337176321636,0.00614190524186103,0.0170526627453537
"815","145B","154C",39,5,0.21046,0.2081,0.0115036081296261,0.00514456995287264,0.0142836160640009
"816","145B","154C",48,5,0.25194,0.2541,0.0118090219747446,0.00528115517666353,0.0146628374400374
"817","145B","154C",62,5,0.3049,0.3057,0.0135467708329328,0.00605830009160986,0.0168205376351695
"818","145B","157B",0,5,0,0,0,0,0
"819","145B","157B",24,5,0.03954,0.0388,0.00558327860669697,0.00249691810037895,0.0069325560378769
"820","145B","157B",39,5,0.10742,0.1059,0.00414572068523677,0.00185402265358328,0.00514759212146713
"821","145B","157B",48,5,0.14502,0.1463,0.00462190436941311,0.0020669784711022,0.00573885225864093
"822","145B","157B",62,5,0.17214,0.1714,0.00274463112275584,0.00122743635272872,0.0034079096534755
"823","145B","158",0,5,0,0,0,0,0
"824","145B","158",24,5,0.0256,0.0249,0.00971004634386469,0.00434246473791095,0.0120566149660669
"825","145B","158",39,5,0.10422,0.1069,0.0092890796099506,0.00415420269125136,0.0115339157281243
"826","145B","158",48,5,0.14402,0.1425,0.00659446737803744,0.0029491354665393,0.00818811273063826
"827","145B","158",62,5,0.1698,0.167,0.010175460677532,0.00455060435546752,0.0126345031884296
"828","145B","159",0,5,0,0,0,0,0
"829","145B","159",24,5,0.0154,0.0162,0.00179304210770411,0.000801872807869178,0.00222635583239959
"830","145B","159",39,5,0.0899,0.0914,0.00622334315300064,0.00278316366748346,0.0077273011415488
"831","145B","159",48,5,0.11822,0.1205,0.00596213049169506,0.00266634581403088,0.00740296278413066
"832","145B","159",62,5,0.15676,0.1585,0.00443204241856957,0.00198206962541683,0.00550310750964978
"833","145B","165A",0,5,0,0,0,0,0
"834","145B","165A",24,5,0.04086,0.0395,0.00871796994718381,0.00389879468554065,0.0108247894208405
"835","145B","165A",39,5,0.12778,0.1272,0.00759256214989381,0.0033954970181109,0.00942741107564771
"836","145B","165A",48,5,0.15792,0.1548,0.00734009536722787,0.00328259044049056,0.00911393216086908
"837","145B","165A",62,5,0.18404,0.1862,0.00748819070269982,0.00334882068794374,0.00929781680722652
"838","145B","168A",0,5,0,0,0,0,0
"839","145B","168A",24,5,0.0207,0.0191,0.0071052797270762,0.00317757769377871,0.00882237003427758
"840","145B","168A",39,5,0.09918,0.0997,0.00546141007433062,0.00244241683584109,0.00678123626872367
"841","145B","168A",48,5,0.13356,0.1368,0.00800924465851805,0.00358184310097469,0.00994479074528766
"842","145B","168A",62,5,0.1588,0.1627,0.0143045447323569,0.00639718688174732,0.0177614382048629
"843","145B","170C",0,5,0,0,0,0,0
"844","145B","170C",24,5,0.03668,0.0407,0.00752176840909104,0.0033638370947476,0.00933950903639475
"845","145B","170C",39,5,0.11218,0.116,0.00996227885576388,0.00445526654645937,0.0123698029952686
"846","145B","170C",48,5,0.13064,0.1317,0.0110393840407878,0.00493696262898556,0.0137072057257914
"847","145B","170C",62,5,0.17696,0.1811,0.0128923620799293,0.00576563960025252,0.0160079818464557
"848","145B","41",0,5,0,0,0,0,0
"849","145B","41",24,5,0.0428,0.0446,0.0039843443626273,0.00178185296812055,0.00494721695152045
"850","145B","41",39,5,0.11882,0.1189,0.00476518625029494,0.00213105607622136,0.00591676021172682
"851","145B","41",48,5,0.15124,0.1518,0.00414222162613253,0.00185245782678041,0.00514324746574981
"852","145B","41",62,5,0.1877,0.1869,0.00457711699653832,0.00204694894904587,0.00568324139016818
"853","145B","50% TY",0,5,0,0,0,0,0
"854","145B","50% TY",24,5,0.0528,0.0448,0.0146523035731587,0.0065527093633092,0.0181932378375436
"855","145B","50% TY",39,5,0.15012,0.1497,0.0115569026992529,0.00516840400897608,0.0143497900124063
"856","145B","50% TY",48,5,0.19314,0.194,0.0185708912010167,0.00830515502564521,0.0230588070188615
"857","145B","50% TY",62,5,0.22836,0.2271,0.0207748164853507,0.00929078037626549,0.02579534169915
"858","145B","53",0,5,0,0,0,0,0
"859","145B","53",24,5,0.02866,0.0249,0.00844707049810761,0.00377764476890033,0.0104884233277894
"860","145B","53",39,5,0.11036,0.1099,0.00877798382317944,0.00392563370680455,0.010899306490057
"861","145B","53",48,5,0.14022,0.1385,0.00744627423615328,0.00333007507422881,0.00924577063978376
"862","145B","53",62,5,0.1766,0.1771,0.00984327181378224,0.00440204497932495,0.0122220362357073
"863","145B","57",0,5,0,0,0,0,0
"864","145B","57",24,5,0.04648,0.0457,0.00264329340028685,0.00118211674550359,0.00328208225182579
"865","145B","57",39,5,0.12778,0.1265,0.00258398916406396,0.00115559508479397,0.00320844631676686
"866","145B","57",48,5,0.15518,0.1551,0.00175413796492751,0.000784474346298211,0.00217804995893291
"867","145B","57",62,5,0.1875,0.1873,0.00114891252930761,0.000513809303146606,0.00142656332472648
"868","145B","67",0,5,0,0,0,0,0
"869","145B","67",24,5,0.04626,0.0431,0.00717377167186132,0.00320820822266885,0.00890741401628423
"870","145B","67",39,5,0.13294,0.1322,0.00777225835906141,0.00347585960591046,0.00965053338918481
"871","145B","67",48,5,0.16484,0.1628,0.00607149075598406,0.00271525321102839,0.00753875148713237
"872","145B","67",62,5,0.19932,0.2,0.0100083465167829,0.00447586863077995,0.0124270035514373
"873","145B","74",0,5,0,0,0,0,0
"874","145B","74",24,5,0.05888,0.0608,0.00474573492727944,0.00212235718011837,0.00589260820422104
"875","145B","74",39,5,0.1524,0.1526,0.00367967389859482,0.00164560019445793,0.00456891860501527
"876","145B","74",48,5,0.19532,0.1927,0.008613187563266,0.00385193457888371,0.0106946849070838
"877","145B","74",62,5,0.24152,0.2402,0.0069207658535743,0.0030950605809903,0.00859326580038115
"878","145B","77",0,5,0,0,0,0,0
"879","145B","77",24,5,0.05178,0.053,0.00382975195019207,0.00171271713951837,0.00475526511860415
"880","145B","77",39,5,0.13414,0.1338,0.00402032337007858,0.00179794326940535,0.0049918907897638
"881","145B","77",48,5,0.16568,0.1643,0.00477252553686201,0.00213433830495543,0.00592587313962965
"882","145B","77",62,5,0.2066,0.2036,0.0080520183805056,0.00360097209097766,0.00999790133594878
"883","147A","100% TY",0,5,0,0,0,0,0
"884","147A","100% TY",24,5,0.03666,0.035,0.00863238089984449,0.00386051809994462,0.0107185165821187
"885","147A","100% TY",39,5,0.18252,0.1821,0.0122909316164398,0.00549667172023216,0.0152612072925177
"886","147A","100% TY",48,5,0.2462,0.2433,0.0126140794352977,0.00564118781818156,0.0156624483052916
"887","147A","100% TY",62,5,0.331,0.3291,0.00710316830717111,0.00317663343809134,0.00881974836019634
"888","147A","122A",0,5,0,0,0,0,0
"889","147A","122A",24,5,0.03912,0.0409,0.00409292071753167,0.00183040979018361,0.0050820323024614
"890","147A","122A",39,5,0.13614,0.1376,0.00792672694117818,0.00354494005591068,0.0098423314664528
"891","147A","122A",48,5,0.1755,0.1763,0.00576367938039583,0.00257759577901579,0.00715655318382688
"892","147A","122A",62,5,0.2548,0.2552,0.00632969193563163,0.00283072428894091,0.00785935059619449
"893","147A","126B",0,5,0,0,0,0,0
"894","147A","126B",24,5,0.06632,0.0691,0.0109944076693563,0.00491684858420513,0.013651360184615
"895","147A","126B",39,5,0.1813,0.1784,0.0109587864291627,0.00490091828130199,0.0136071305730953
"896","147A","126B",48,5,0.24234,0.2379,0.0124395739476881,0.0055631465916332,0.0154457711238378
"897","147A","126B",62,5,0.3064,0.3016,0.0155269121205731,0.00694384619645338,0.0192792077833893
"898","147A","135A",0,5,0,0,0,0,0
"899","147A","135A",24,5,0.02188,0.0165,0.00869062713502311,0.00388656660820318,0.0107908388353709
"900","147A","135A",39,5,0.107,0.1006,0.0124486947106916,0.00556722552084968,0.0154570960468953
"901","147A","135A",48,5,0.15392,0.1446,0.0135973159116055,0.00608090453797788,0.0168832976396437
"902","147A","135A",62,5,0.19614,0.196,0.00977077274323786,0.00436962240931639,0.0121320167499091
"903","147A","135B",0,5,0,0,0,0,0
"904","147A","135B",24,5,0.04022,0.0412,0.00485818896297787,0.00217264815375155,0.0060322383318005
"905","147A","135B",39,5,0.14468,0.1422,0.00458443017178799,0.0020502195004438,0.00569232189658824
"906","147A","135B",48,5,0.17516,0.1744,0.00504410547074503,0.00225579254365289,0.00626308416616676
"907","147A","135B",62,5,0.21376,0.2137,0.00496014112702451,0.00221824254760384,0.00615882866343617
"908","147A","137B",0,5,0,0,0,0,0
"909","147A","137B",24,5,0.0367,0.0417,0.0127406828702389,0.00569780659552428,0.0158196472325071
"910","147A","137B",39,5,0.13232,0.1397,0.0154692275178821,0.00691804885787893,0.0192075828889771
"911","147A","137B",48,5,0.17256,0.1783,0.0135239787045085,0.00604810714190812,0.0167922374698626
"912","147A","137B",62,5,0.234,0.2416,0.0148420012127745,0.00663754472677962,0.0184287785671987
"913","147A","144A",0,5,0,0,0,0,0
"914","147A","144A",24,5,0.03958,0.0402,0.0089088158584629,0.00398414357171024,0.0110617559180801
"915","147A","144A",39,5,0.13616,0.1346,0.0111607795426664,0.0049912523478582,0.0138579381500179
"916","147A","144A",48,5,0.18224,0.1789,0.0108179480494223,0.00483793344311391,0.0134322566274063
"917","147A","144A",62,5,0.23446,0.228,0.0104251139082506,0.00466225267440537,0.0129444886170481
"918","147A","145B",0,5,0,0,0,0,0
"919","147A","145B",24,5,0.07336,0.0742,0.00490336619068982,0.00219285202419133,0.00608833326898908
"920","147A","145B",39,5,0.22108,0.2362,0.0573144571639652,0.0256318044624252,0.0711652980370874
"921","147A","145B",48,5,0.19834,0.2007,0.00819652365335452,0.00366559681361712,0.0101773283307959
"922","147A","145B",62,5,0.23248,0.2292,0.010773207507516,0.00481792486450339,0.0133767039072612
"923","147A","147A",0,5,0,0,0,0,0
"924","147A","149A",0,5,0,0,0,0,0
"925","147A","149A",24,5,0.01354,0.0149,0.00806120338411084,0.00360507974946464,0.0100093060242488
"926","147A","149A",39,5,0.1025,0.1073,0.00686876990442976,0.00307180728562194,0.00852870430227595
"927","147A","149A",48,5,0.15284,0.1555,0.012364788716351,0.00552970161943662,0.0153529129944891
"928","147A","149A",62,5,0.21278,0.2116,0.00776318233716045,0.00347180068552329,0.00963926401954348
"929","147A","152A",0,5,0,0,0,0,0
"930","147A","152A",24,5,0.0237,0.0225,0.00927981680853669,0.00415006024052664,0.0115224144410862
"931","147A","152A",39,5,0.10028,0.0981,0.0125816135690141,0.00562666864138986,0.0156221366079568
"932","147A","152A",48,5,0.18192,0.1819,0.0116834070373329,0.00522497846885516,0.0145068658946168
