"","inoculant","supernatant","time","N","OD","median","sd","se","ci"
"1639","158","100% TY",0,5,0,0,0,0,0
"1640","158","100% TY",24,5,0.04136,0.0418,0.0121452871518132,0.00543153753554185,0.0150803658042532
"1641","158","100% TY",39,5,0.15628,0.1567,0.0203322895906978,0.00909287633260235,0.0252458719858227
"1642","158","100% TY",48,5,0.21786,0.2224,0.0133333416666641,0.00596285166677824,0.0165555303232469
"1643","158","100% TY",62,5,0.29264,0.2967,0.0129212228523465,0.00577854653005408,0.0160438172285263
"1644","158","122A",0,5,0,0,0,0,0
"1645","158","122A",24,5,0.04104,0.0401,0.00651060673055899,0.00291163184485951,0.00808398598379821
"1646","158","122A",39,5,0.11554,0.115,0.00476161737228014,0.00212946002545246,0.00591232886438186
"1647","158","122A",48,5,0.14908,0.1522,0.00500969060920932,0.00224040174968687,0.00622035247159469
"1648","158","122A",62,5,0.20668,0.2072,0.00879044936280279,0.00393120846559935,0.0109147845018254
"1649","158","126B",0,5,0,0,0,0,0
"1650","158","126B",24,5,0.05238,0.0525,0.00547284204047586,0.00244752936652454,0.00679543092951491
"1651","158","126B",39,5,0.1634,0.1639,0.00481663783151692,0.0021540659228538,0.0059806457877808
"1652","158","126B",48,5,0.19494,0.1917,0.0116564574378325,0.00521292624156529,0.0144734035471511
"1653","158","126B",62,5,0.2667,0.2679,0.0143567057502757,0.00642051399811573,0.0178262046629223
"1654","158","135A",0,5,0,0,0,0,0
"1655","158","135A",24,5,0.0328,0.0303,0.00530141490547571,0.00237086482111486,0.00658257602767
"1656","158","135A",39,5,0.10068,0.1039,0.00803940296290714,0.00359533030471472,0.00998223722609446
"1657","158","135A",48,5,0.13758,0.1396,0.00527655190441636,0.00235974574901619,0.00655170453436731
"1658","158","135A",62,5,0.17894,0.1791,0.00571515529097855,0.00255589514651912,0.00709630256895182
"1659","158","135B",0,5,0,0,0,0,0
"1660","158","135B",24,5,0.03088,0.0287,0.00783402833796253,0.00350348398026878,0.00972723094815615
"1661","158","135B",39,5,0.12452,0.1247,0.00754002652515228,0.0033720023724784,0.00936217948178301
"1662","158","135B",48,5,0.15348,0.1533,0.00689470811564928,0.00308340720632225,0.00856091084532502
"1663","158","135B",62,5,0.1959,0.1936,0.00562849891178812,0.00251714123560837,0.00698870446269637
"1664","158","137B",0,5,0,0,0,0,0
"1665","158","137B",24,5,0.03902,0.0328,0.0218242296542169,0.00976009221267914,0.0270983602501721
"1666","158","137B",39,5,0.12562,0.115,0.0236125390417888,0.0105598484837615,0.02931883963437
"1667","158","137B",48,5,0.16382,0.1572,0.016695268790888,0.00746635118381127,0.0207299141979806
"1668","158","137B",62,5,0.2342,0.2305,0.00962470778777206,0.00430430017540599,0.011950653153308
"1669","158","144A",0,5,0,0,0,0,0
"1670","158","144A",24,5,0.06842,0.0689,0.00653735420487524,0.00292359367901903,0.00811719735969958
"1671","158","144A",39,5,0.14222,0.1425,0.00510215640685387,0.00228175371151226,0.00633516392359512
"1672","158","144A",48,5,0.1777,0.1768,0.00441757852222233,0.00197560117432644,0.00548514821028165
"1673","158","144A",62,5,0.216,0.2178,0.00450721643589478,0.00201568846799301,0.00559644838056283
"1674","158","145B",0,5,0,0,0,0,0
"1675","158","145B",24,5,0.05494,0.0625,0.01109337640216,0.00496110874704435,0.0137742460970853
"1676","158","145B",39,5,0.19864,0.2187,0.0553155312728713,0.0247378576275311,0.0686833037230387
"1677","158","145B",48,5,0.15384,0.1522,0.00504658300238884,0.00225690052948729,0.00626616042801329
"1678","158","145B",62,5,0.19556,0.1947,0.00467204452033583,0.00208940182827526,0.00580110947890617
"1679","158","147A",0,5,0,0,0,0,0
"1680","158","147A",24,5,0.0358,0.0327,0.00960832971957145,0.00429697568063865,0.0119303170956631
"1681","158","147A",39,5,0.1111,0.1091,0.00856241788281791,0.00382922968754814,0.0106316460226711
"1682","158","147A",48,5,0.15768,0.1554,0.00697474013852845,0.00311919861502918,0.00866028372683751
"1683","158","147A",62,5,0.20386,0.2013,0.00480967774388264,0.00215095327703788,0.00597200369754098
"1684","158","149A",0,5,0,0,0,0,0
"1685","158","149A",24,5,-0.00594,-0.0089,0.00943520005087333,0.00421954973901245,0.0117153482190197
"1686","158","149A",39,5,0.06726,0.0661,0.00796542528682555,0.00356224648220754,0.00989038180903318
"1687","158","149A",48,5,0.11678,0.1161,0.010260945375549,0.00458883427462793,0.0127406464603546
"1688","158","149A",62,5,0.1765,0.1781,0.0117008546696385,0.00523278128723148,0.0145285299915045
"1689","158","152A",0,5,0,0,0,0,0
"1690","158","152A",24,5,0.02768,0.0294,0.0032645060882161,0.00145993150524263,0.00405341968165493
"1691","158","152A",39,5,0.0925,0.0932,0.00337045990927055,0.00150731549451334,0.00418497872673036
"1692","158","152A",48,5,0.15784,0.1513,0.0176968358753761,0.00791426560079961,0.0219735239885754
"1693","158","152A",62,5,0.20352,0.2048,0.00697832358091828,0.0031208011791846,0.0086647331582426
"1694","158","152B",0,5,0,0,0,0,0
"1695","158","152B",24,5,0.05918,0.0641,0.0214561646153268,0.00959548852325925,0.0266413471423848
"1696","158","152B",39,5,0.13736,0.1409,0.0190355719640887,0.00851296658045831,0.0236357843930259
"1697","158","152B",48,5,0.1503,0.1497,0.00270832051279017,0.00121119775429118,0.00336282407632831
"1698","158","152B",62,5,0.23494,0.2384,0.0137790783436339,0.00616219116873211,0.0171089855077193
"1699","158","154C",0,5,0,0,0,0,0
"1700","158","154C",24,5,0.0101,0.0078,0.0107025697848694,0.00478633471458067,0.0132889955901358
"1701","158","154C",39,5,0.14644,0.1419,0.0130145303411226,0.00582027490759672,0.0161596737781024
"1702","158","154C",48,5,0.16652,0.1664,0.00979652999791253,0.00438114140378966,0.0121639986057312
"1703","158","154C",62,5,0.2457,0.2457,0.0100578327685441,0.00449799955535792,0.0124884488486553
"1704","158","157B",0,5,0,0,0,0,0
"1705","158","157B",24,5,0.05178,0.0516,0.00619491727144116,0.00277045122678599,0.00769200574779918
"1706","158","157B",39,5,0.12342,0.1252,0.00580620357893177,0.0025966131787388,0.00720935395020142
"1707","158","157B",48,5,0.16194,0.1624,0.0052428999608995,0.00234469614236045,0.00650992012763283
"1708","158","157B",62,5,0.22222,0.219,0.00749646583397804,0.00335252143915591,0.00930809173981509
"1709","158","158",0,5,0,0,0,0,0
"1710","158","159",0,5,0,0,0,0,0
"1711","158","159",24,5,0.07458,0.0681,0.0120617992024407,0.00539420058952205,0.0149767018232335
"1712","158","159",39,5,0.15422,0.1595,0.0111864650359262,0.00500273924965113,0.0138898309022748
"1713","158","159",48,5,0.19336,0.194,0.0127245039196033,0.0056905711488391,0.0157995584119741
"1714","158","159",62,5,0.233,0.2335,0.00805077636007858,0.0036004166425568,0.00999635916389951
"1715","158","165A",0,5,0,0,0,0,0
"1716","158","165A",24,5,0.06828,0.0665,0.00576255151820789,0.00257709138371149,0.00715515275795318
"1717","158","165A",39,5,0.1434,0.1429,0.00376961536499415,0.00168582324103092,0.00468059568578897
"1718","158","165A",48,5,0.17782,0.179,0.00434994252835597,0.00194535343832425,0.00540116703171507
"1719","158","165A",62,5,0.22818,0.2297,0.0105786104947673,0.00473089843475845,0.013135079802373
"1720","158","168A",0,5,0,0,0,0,0
"1721","158","168A",24,5,0.0258,0.0225,0.00645871504248329,0.00288842517645862,0.0080195539429086
"1722","158","168A",39,5,0.10256,0.1024,0.00533319791494747,0.00238507861505654,0.00662203984628565
"1723","158","168A",48,5,0.15038,0.1486,0.0129103446894341,0.00577368166770563,0.0160303102052715
"1724","158","168A",62,5,0.19914,0.1973,0.011556945963359,0.00516842335727251,0.0143498437318892
"1725","158","170C",0,5,0,0,0,0,0
"1726","158","170C",24,5,0.02768,0.0286,0.00824815130802048,0.00368868540268752,0.0102414325309063
"1727","158","170C",39,5,0.09432,0.0981,0.00722371095767266,0.00323054175023323,0.00896942182957217
"1728","158","170C",48,5,0.13102,0.1336,0.00869637855661769,0.00388913872213373,0.0107979801685034
"1729","158","170C",62,5,0.19588,0.1979,0.00614345179845989,0.00274743516756993,0.00762810292284781
"1730","158","41",0,5,0,0,0,0,0
"1731","158","41",24,5,0.06018,0.0594,0.00302109251761676,0.00135107364714141,0.00375118181436751
"1732","158","41",39,5,0.13752,0.1354,0.00714681747353324,0.00319615393872072,0.0088739459586198
"1733","158","41",48,5,0.18068,0.1815,0.00297607123570656,0.00133093951778433,0.00369528050946662
"1734","158","41",62,5,0.22536,0.2273,0.00556533916306994,0.00248889533729324,0.00691028127657742
"1735","158","50% TY",0,5,0,0,0,0,0
"1736","158","50% TY",24,5,0.02578,0.0286,0.0146219697715458,0.00653914367482471,0.0181555734481522
"1737","158","50% TY",39,5,0.10492,0.1031,0.00810228362870617,0.00362345139335413,0.0100603138850002
"1738","158","50% TY",48,5,0.12668,0.1267,0.00602013288889872,0.00269228527463194,0.00747498227254796
"1739","158","50% TY",62,5,0.18062,0.1768,0.0069478054089043,0.00310715303775015,0.00862683984276186
"1740","158","53",0,5,0,0,0,0,0
"1741","158","53",24,5,0.02664,0.0265,0.00748050800413983,0.00334538488069759,0.00928827747701552
"1742","158","53",39,5,0.11104,0.1095,0.00874002288326524,0.00390865705837696,0.0108521717576275
"1743","158","53",48,5,0.1571,0.1556,0.0119492677599927,0.00534387499853804,0.0148369755824798
"1744","158","53",62,5,0.21122,0.2046,0.0154145061549178,0.00689357672039703,0.0191396373426518
"1745","158","57",0,5,0,0,0,0,0
"1746","158","57",24,5,0.0581,0.0575,0.00736206492772238,0.00329241552663086,0.00914121097319148
"1747","158","57",39,5,0.13694,0.1334,0.00924110383017095,0.00413274727027918,0.0114743459295862
"1748","158","57",48,5,0.18528,0.186,0.00964816044642708,0.00431478852320713,0.0119797734752221
"1749","158","57",62,5,0.23866,0.2444,0.0136884257677791,0.00612165010434278,0.0169964254679361
"1750","158","67",0,5,0,0,0,0,0
"1751","158","67",24,5,0.02968,0.0316,0.00597218552960305,0.0026708425636866,0.00741544776270158
"1752","158","67",39,5,0.11028,0.1082,0.00887676742964464,0.0039698110786283,0.0110219625378175
"1753","158","67",48,5,0.1667,0.1653,0.0138865042397286,0.00621023348997443,0.0172423723753749
"1754","158","67",62,5,0.23576,0.2288,0.0200240605272757,0.00895503210491174,0.0248631550545713
"1755","158","74",0,5,0,0,0,0,0
"1756","158","74",24,5,0.04764,0.0474,0.00422054498850563,0.00188748509927893,0.00524049876502676
"1757","158","74",39,5,0.13888,0.1392,0.00466926118352786,0.00208815708221388,0.00579765350979685
"1758","158","74",48,5,0.19324,0.1905,0.014191476315028,0.00634662114829615,0.0176210452217317
"1759","158","74",62,5,0.2647,0.254,0.0230496203873296,0.0103081036083268,0.0286198838072107
"1760","158","77",0,5,0,0,0,0,0
"1761","158","77",24,5,0.05394,0.0532,0.00603224667930614,0.00269770272639518,0.00749002352997865
"1762","158","77",39,5,0.13278,0.1355,0.00906129129870572,0.00405233266156667,0.0112510791828399
"1763","158","77",48,5,0.18174,0.1803,0.0156678971148013,0.00700689660263373,0.0194542637750095
"1764","158","77",62,5,0.23574,0.2299,0.0189662331526321,0.00848195732127909,0.0235496888871619
"1765","159","100% TY",0,5,0,0,0,0,0
"1766","159","100% TY",24,5,0.06218,0.0626,0.01053859573188,0.00471300328877458,0.0130853949118993
"1767","159","100% TY",39,5,0.2058,0.2084,0.00934745954791996,0.0041803109932157,0.0116064039953182
"1768","159","100% TY",48,5,0.23302,0.2289,0.0125525694580831,0.00561367972011229,0.0155860735810539
"1769","159","100% TY",62,5,0.30928,0.3125,0.00732987039448858,0.00327801769366793,0.00910123618033609
"1770","159","122A",0,5,0,0,0,0,0
"1771","159","122A",24,5,0.06912,0.0713,0.0062503599896326,0.00279524596413267,0.00776084697494005
"1772","159","122A",39,5,0.15878,0.1612,0.00756650513777662,0.00338384396803399,0.00939505702180104
"1773","159","122A",48,5,0.2045,0.2021,0.00820060973342836,0.00366742416417845,0.0101824018693174
"1774","159","122A",62,5,0.2444,0.2429,0.00472281695601258,0.00211210795178655,0.00586415178438712
"1775","159","126B",0,5,0,0,0,0,0
"1776","159","126B",24,5,0.06268,0.0618,0.00879073375777016,0.00393133565089525,0.0109151376248177
"1777","159","126B",39,5,0.18832,0.1912,0.00778376515575849,0.00348100560183404,0.00966482096437823
"1778","159","126B",48,5,0.21034,0.2118,0.00714968530776006,0.0031974364731766,0.00887750684513206
"1779","159","126B",62,5,0.2708,0.2716,0.00488620507142302,0.00218517733834122,0.00606702492502661
"1780","159","135A",0,5,0,0,0,0,0
"1781","159","135A",24,5,0.03686,0.0292,0.0172027032759389,0.00769328278435155,0.0213599773295153
"1782","159","135A",39,5,0.12024,0.1205,0.00457525955547879,0.00204611827615121,0.00568093507247577
"1783","159","135A",48,5,0.14544,0.1441,0.0054109148949138,0.00241983470509868,0.00671853822235897
"1784","159","135A",62,5,0.20374,0.2029,0.00775293492814173,0.00346721790489147,0.00962654018069007
"1785","159","135B",0,5,0,0,0,0,0
"1786","159","135B",24,5,0.05516,0.0578,0.00999464856810883,0.00446974272190246,0.0124099953017195
"1787","159","135B",39,5,0.14814,0.1486,0.00771349466843661,0.00344957968454129,0.00957756863013442
"1788","159","135B",48,5,0.18308,0.1866,0.00686855152124521,0.00307170962169278,0.00852843314373788
"1789","159","135B",62,5,0.23358,0.2333,0.00668670322356242,0.00299038459065051,0.00830263865937051
"1790","159","137B",0,5,0,0,0,0,0
"1791","159","137B",24,5,0.06796,0.0667,0.00353737190580804,0.00158196080861695,0.00439222734369928
"1792","159","137B",39,5,0.17116,0.1719,0.00547430360867937,0.0024481829996959,0.00679724570613412
"1793","159","137B",48,5,0.21108,0.2096,0.0050395436301316,0.00225375242651006,0.00625741989291152
"1794","159","137B",62,5,0.27388,0.2725,0.00335067157447578,0.00149846588216082,0.0041604082638313
"1795","159","144A",0,5,0,0,0,0,0
"1796","159","144A",24,5,0.03822,0.0378,0.00670350654508519,0.00299789926448505,0.00832350273875558
"1797","159","144A",39,5,0.15292,0.1558,0.00638098738441003,0.00285366431102188,0.00792304230821434
"1798","159","144A",48,5,0.18098,0.1808,0.00653161542039947,0.00292102721657981,0.00811007171762256
"1799","159","144A",62,5,0.22596,0.2299,0.00940361632564834,0.0042054250676953,0.0116761318444787
"1800","159","145B",0,5,0,0,0,0,0
"1801","159","145B",24,5,0.06198,0.0623,0.00951666958552203,0.0042559840225264,0.0118165060071434
"1802","159","145B",39,5,0.15948,0.1601,0.00297607123570656,0.00133093951778434,0.00369528050946663
"1803","159","145B",48,5,0.1866,0.1857,0.00455521678957215,0.00203715487874634,0.00565604869162507
"1804","159","145B",62,5,0.22872,0.2291,0.00365472297171756,0.0016344418007381,0.00453793793738996
"1805","159","147A",0,5,0,0,0,0,0
"1806","159","147A",24,5,0.05826,0.0591,0.00498026103733529,0.00222724044503507,0.00618381083171616
"1807","159","147A",39,5,0.1468,0.1494,0.00596280135506793,0.00266664583325195,0.00740379577102847
"1808","159","147A",48,5,0.18718,0.1854,0.00393471727065618,0.00175965905788593,0.00488559677808435
"1809","159","147A",62,5,0.2414,0.2384,0.00650192279252837,0.00290774826970974,0.00807320345058296
"1810","159","149A",0,5,0,0,0,0,0
"1811","159","149A",24,5,0.06878,0.0678,0.0116703470385417,0.00521913785983854,0.0144906497643012
"1812","159","149A",39,5,0.1502,0.1502,0.00334589300486432,0.00149632884086353,0.00415447488598184
"1813","159","149A",48,5,0.19028,0.1887,0.00553958482198802,0.00247737764581826,0.00687830303845853
"1814","159","149A",62,5,0.2556,0.2582,0.00779005776615295,0.00348381974275363,0.00967263427215976
"1815","159","152A",0,5,0,0,0,0,0
"1816","159","152A",24,5,0.05948,0.0577,0.00358427119509671,0.00160293480840613,0.00445046050275037
"1817","159","152A",39,5,0.1551,0.1557,0.00465134389182309,0.00208014422576897,0.00577540625374171
"1818","159","152A",48,5,0.19616,0.1949,0.00516991295864833,0.00231205536265894,0.00641929479460074
"1819","159","152A",62,5,0.25508,0.2565,0.00718066849255694,0.00321129257464965,0.00891597755024405
"1820","159","152B",0,5,0,0,0,0,0
"1821","159","152B",24,5,0.08582,0.0871,0.00348238424071785,0.00155736957720382,0.0043239511396115
"1822","159","152B",39,5,0.17392,0.1734,0.00475678462829673,0.00212729875663951,0.00590632822016512
"1823","159","152B",48,5,0.18924,0.1896,0.0044925493875972,0.00200912916458848,0.00557823683473181
"1824","159","152B",62,5,0.2791,0.2774,0.00923336341752019,0.00412928565250698,0.0114647349378665
"1825","159","154C",0,5,0,0,0,0,0
"1826","159","154C",24,5,0.0483,0.0486,0.0125660256246755,0.00561969750075571,0.0156027816186655
"1827","159","154C",39,5,0.18482,0.1858,0.00489714202367054,0.00219006849207964,0.00608060494488244
"1828","159","154C",48,5,0.21424,0.2141,0.0126080529821222,0.00563849270638883,0.0156549654753467
"1829","159","154C",62,5,0.298,0.3006,0.00793851371479573,0.00355021126131953,0.00985696667890868
"1830","159","157B",0,5,0,0,0,0,0
"1831","159","157B",24,5,0.08452,0.0807,0.00748344840297573,0.00334669986703319,0.00929192846439041
"1832","159","157B",39,5,0.15282,0.1528,0.00494034411756913,0.00220938905582516,0.00613424742952333
"1833","159","157B",48,5,0.19328,0.1937,0.00496860141287264,0.00222202610245695,0.00616933349578832
"1834","159","157B",62,5,0.25048,0.2505,0.00476938151126538,0.00213293225396401,0.00592196931623689
"1835","159","158",0,5,0,0,0,0,0
"1836","159","158",24,5,0.04066,0.0392,0.00668640411581591,0.00299025082559975,0.00830226726805009
"1837","159","158",39,5,0.13488,0.1343,0.00576341912409639,0.00257747938886037,0.00715623003294956
"1838","159","158",48,5,0.18228,0.1795,0.00721193455322495,0.00322527518205811,0.00895479949214117
"1839","159","158",62,5,0.2498,0.2501,0.00418628713778689,0.0018721645226849,0.00519796202513347
"1840","159","159",0,5,0,0,0,0,0
"1841","159","165A",0,5,0,0,0,0,0
"1842","159","165A",24,5,0.08616,0.0878,0.00898849264337464,0.00401977611316849,0.0111606877133977
"1843","159","165A",39,5,0.1514,0.1522,0.0093429117516971,0.00417827715691527,0.0116007571604772
"1844","159","165A",48,5,0.19964,0.1969,0.0111486770515609,0.00498583994929641,0.0138429109225236
"1845","159","165A",62,5,0.26062,0.2572,0.00737034598916496,0.00329611892989315,0.00915149326905164
"1846","159","168A",0,5,0,0,0,0,0
"1847","159","168A",24,5,0.02032,0.0156,0.0145174722317627,0.00649241095433738,0.0180258226151026
"1848","159","168A",39,5,0.12192,0.1235,0.00990414054827576,0.00442926630493133,0.0122976147519441
"1849","159","168A",48,5,0.16602,0.1618,0.0139637745613426,0.00624478982832889,0.0173383161518527
"1850","159","168A",62,5,0.21324,0.2049,0.0159142389073433,0.00711706400139833,0.0197601375100618
"1851","159","170C",0,5,0,0,0,0,0
"1852","159","170C",24,5,0.0386,0.0373,0.00654675492133316,0.00292779780722645,0.0081288698908827
"1853","159","170C",39,5,0.14922,0.1484,0.00674292221518237,0.00301552648802825,0.00837244375728033
"1854","159","170C",48,5,0.17694,0.1774,0.00492422582747785,0.00220218073736013,0.00611423392900439
"1855","159","170C",62,5,0.22906,0.2271,0.00397341163233813,0.00177696370249929,0.00493364217391831
"1856","159","41",0,5,0,0,0,0,0
"1857","159","41",24,5,0.04344,0.044,0.00693995677219966,0.00310364302070969,0.00861709447313072
"1858","159","41",39,5,0.14292,0.1411,0.00473518743029248,0.00211764019606731,0.00587951175694118
"1859","159","41",48,5,0.18314,0.1818,0.0119715496072981,0.00535383974358591,0.0148646421500925
"1860","159","41",62,5,0.23894,0.2421,0.00886470529684998,0.0039644167288518,0.0110069854217848
"1861","159","50% TY",0,5,0,0,0,0,0
"1862","159","50% TY",24,5,0.08154,0.0866,0.00737380498792855,0.00329766584116705,0.00915578818328622
"1863","159","50% TY",39,5,0.1595,0.1598,0.00396610640301039,0.00177369670462568,0.00492457153366342
"1864","159","50% TY",48,5,0.19464,0.1944,0.00803822119625977,0.00359480180260331,0.00998076986899415
"1865","159","50% TY",62,5,0.23456,0.2321,0.00564473205741424,0.0025244009190301,0.00700886057519793
"1866","159","53",0,5,0,0,0,0,0
"1867","159","53",24,5,0.07294,0.0742,0.00282010638097218,0.00126118991432694,0.00350162456435787
"1868","159","53",39,5,0.16888,0.1699,0.00600308254149483,0.00268466012746493,0.00745381147001968
"1869","159","53",48,5,0.20848,0.2096,0.00466551176185421,0.00208648028986616,0.00579299798789059
"1870","159","53",62,5,0.2687,0.2698,0.00569517339507761,0.00254695897100836,0.00707149176819578
"1871","159","57",0,5,0,0,0,0,0
"1872","159","57",24,5,0.0533,0.0526,0.00409633982965281,0.00183193886360872,0.00508627769088803
"1873","159","57",39,5,0.13628,0.1326,0.00874739961359945,0.00391195603247275,0.010861331178108
"1874","159","57",48,5,0.16414,0.1665,0.0077905712242428,0.00348404936819213,0.0096732718145845
"1875","159","57",62,5,0.24382,0.2373,0.0150750456052378,0.00674176534744425,0.0187181413993037
"1876","159","67",0,5,0,0,0,0,0
"1877","159","67",24,5,0.01794,0.0165,0.00728100267820305,0.00325616338656401,0.00904055889634992
"1878","159","67",39,5,0.11834,0.1196,0.0077222406074921,0.00345349098739232,0.00958842814779011
"1879","159","67",48,5,0.17794,0.1771,0.007763568767004,0.00347197350220303,0.00963974383556805
"1880","159","67",62,5,0.26114,0.265,0.00886808885837304,0.00396592990356612,0.0110111866683137
"1881","159","74",0,5,0,0,0,0,0
"1882","159","74",24,5,0.06452,0.062,0.0101983822246472,0.00456085518296733,0.0126629640482656
"1883","159","74",39,5,0.15734,0.1582,0.00699878560894674,0.00312995207631043,0.00869014012177578
"1884","159","74",48,5,0.21348,0.2142,0.0121805993284403,0.00544732962101616,0.0151242116626693
"1885","159","74",62,5,0.2843,0.2893,0.0117974573531757,0.00527598332067114,0.0146484780657826
"1886","159","77",0,5,0,0,0,0,0
"1887","159","77",24,5,0.06264,0.0642,0.00536963685922987,0.00240137460634529,0.00666728477153366
"1888","159","77",39,5,0.15738,0.1589,0.00477357308522662,0.00213480678282602,0.00592717384272037
"1889","159","77",48,5,0.19438,0.1921,0.00464295164738984,0.00207639109996166,0.00576498590596482
"1890","159","77",62,5,0.24814,0.2491,0.00713533461023377,0.00319101864613794,0.00885968810066456
"1891","165A","100% TY",0,5,0,0,0,0,0
"1892","165A","100% TY",24,5,0.04884,0.0478,0.00242960902204449,0.00108655418640765,0.0030167580523837
"1893","165A","100% TY",39,5,0.1822,0.1796,0.00444915722356493,0.00198972359889508,0.00552435834684879
"1894","165A","100% TY",48,5,0.21254,0.2135,0.00555814717329435,0.0024856789816869,0.00690135124179762
"1895","165A","100% TY",62,5,0.30054,0.2979,0.00649330424360356,0.00290389393745708,0.00806250210866626
"1896","165A","122A",0,5,0,0,0,0,0
"1897","165A","122A",24,5,0.0688,0.0715,0.00895488693395958,0.00400474718303166,0.0111189607138829
"1898","165A","122A",39,5,0.1553,0.1564,0.00850382266983502,0.00380302511167097,0.0105588904562432
"1899","165A","122A",48,5,0.17088,0.1734,0.0102867390362544,0.0046003695503731,0.0127726735202344
"1900","165A","122A",62,5,0.21268,0.2114,0.0106774060520334,0.00477508115114288,0.0132577506890129
"1901","165A","126B",0,5,0,0,0,0,0
"1902","165A","126B",24,5,0.06004,0.06,0.00228538836962123,0.0010220567498921,0.00283768446047228
"1903","165A","126B",39,5,0.17232,0.1734,0.00566718625068914,0.00253444273953862,0.00703674113859607
"1904","165A","126B",48,5,0.20434,0.2039,0.00501328235789687,0.00224200802853157,0.00622481221663063
"1905","165A","126B",62,5,0.2467,0.2471,0.00533713406239715,0.00238683891370993,0.00662692721886555
"1906","165A","135A",0,5,0,0,0,0,0
"1907","165A","135A",24,5,0.0412,0.0412,0.00188281703837627,0.000842021377400835,0.00233782613175645
"1908","165A","135A",39,5,0.11928,0.1174,0.00271237902956058,0.00121301277816847,0.00336786339048824
"1909","165A","135A",48,5,0.14384,0.1461,0.00571865368771357,0.00255745967710148,0.00710064640222913
"1910","165A","135A",62,5,0.17538,0.1803,0.010421947994497,0.00466083683473258,0.0129405576159188
"1911","165A","135B",0,5,0,0,0,0,0
"1912","165A","135B",24,5,0.04028,0.0395,0.00475468190313506,0.00212635838935961,0.00590371734203376
"1913","165A","135B",39,5,0.14166,0.1445,0.00879164375984378,0.00393174261619451,0.0109162675416308
"1914","165A","135B",48,5,0.1536,0.1533,0.0109222250480385,0.00488456753459301,0.0135617336224288
"1915","165A","135B",62,5,0.18668,0.1819,0.00943408713124911,0.0042190520262258,0.0117139663467894
"1916","165A","137B",0,5,0,0,0,0,0
"1917","165A","137B",24,5,0.05426,0.0564,0.0132074978705279,0.00590657261023684,0.0163992746121874
"1918","165A","137B",39,5,0.14992,0.1517,0.0161702504618822,0.00723155584919317,0.0200780178404569
"1919","165A","137B",48,5,0.174,0.1781,0.0145098242580674,0.00648899067652281,0.0180163264015059
"1920","165A","137B",62,5,0.2194,0.227,0.0167670808431283,0.00749846650989387,0.0208190806378844
"1921","165A","144A",0,5,0,0,0,0,0
"1922","165A","144A",24,5,0.0593,0.0627,0.00502244960153907,0.00224610774452162,0.00623619485302391
"1923","165A","144A",39,5,0.1485,0.1483,0.00856825536500867,0.00383184028894733,0.0106388942141475
"1924","165A","144A",48,5,0.17124,0.171,0.00774874183335592,0.00346534269589604,0.00962133376585348
"1925","165A","144A",62,5,0.2104,0.2089,0.00547311611424424,0.00244765193603993,0.00679577123704595
"1926","165A","145B",0,5,0,0,0,0,0
"1927","165A","145B",24,5,0.06966,0.072,0.0145206060479582,0.00649381243954582,0.0180297137618495
"1928","165A","145B",39,5,0.21954,0.2173,0.00916831500331441,0.00410019511730845,0.0113839666638069
"1929","165A","145B",48,5,0.16018,0.1585,0.00671170619142405,0.00300156625780608,0.00833368394441255
"1930","165A","145B",62,5,0.1923,0.1891,0.00866314030822542,0.0038742741255621,0.0107567094321114
"1931","165A","147A",0,5,0,0,0,0,0
"1932","165A","147A",24,5,0.0511,0.0534,0.00746424812020608,0.00333811323954116,0.00926808816452001
"1933","165A","147A",39,5,0.13466,0.1364,0.00760743057805985,0.00340214638133047,0.00944587266761136
"1934","165A","147A",48,5,0.1581,0.1563,0.00699178088901532,0.00312681947032443,0.00868144261321943
"1935","165A","147A",62,5,0.19272,0.1914,0.00641848891874092,0.00287043550702677,0.00796960661327041
"1936","165A","149A",0,5,0,0,0,0,0
"1937","165A","149A",24,5,0.01892,0.0166,0.0103632523852312,0.00463458736027276,0.0128676773910409
"1938","165A","149A",39,5,0.09506,0.0971,0.00713743651460383,0.00319195864634867,0.00886229795964853
"1939","165A","149A",48,5,0.13026,0.1299,0.00375006666607408,0.00167708079709953,0.0046563227701282
"1940","165A","149A",62,5,0.1785,0.1783,0.00590635251233788,0.00264140114333283,0.0073337052752703
"1941","165A","152A",0,5,0,0,0,0,0
"1942","165A","152A",24,5,0.06386,0.0637,0.0067054455482093,0.00299876641304387,0.00832591032912719
"1943","165A","152A",39,5,0.13108,0.1295,0.00594407267788676,0.0026582701141908,0.00738054104683864
"1944","165A","152A",48,5,0.16776,0.1617,0.0109225912676434,0.00488473131297925,0.0135621883441276
"1945","165A","152A",62,5,0.21198,0.2108,0.00509381978479804,0.00227802546078835,0.00632481264012177
"1946","165A","152B",0,5,0,0,0,0,0
"1947","165A","152B",24,5,0.04238,0.0402,0.0107926827063525,0.00482663443819811,0.0134008855605142
"1948","165A","152B",39,5,0.14234,0.1393,0.0111616755014648,0.00499165303281388,0.0138590506298018
"1949","165A","152B",48,5,0.1657,0.1617,0.00679595467907195,0.00303924332688253,0.00843829225842806
"1950","165A","152B",62,5,0.24322,0.2286,0.0297250231286706,0.0132934344696922,0.0369084910646445
"1951","165A","154C",0,5,0,0,0,0,0
"1952","165A","154C",24,5,0.04036,0.0389,0.00553606358344988,0.002475802900071,0.00687393084333664
