"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","AUC_index","RGI"
"170C_144A_1","144A","OA","170C","OC","170C_144A",1,6.46015,0.2503,0.2503,1.25811131884397,1.1663560111836
"170C_144A_2","144A","OA","170C","OC","170C_144A",2,6.58585,0.2462,0.2462,1.14021935785455,1.06672443674177
"170C_144A_3","144A","OA","170C","OC","170C_144A",3,6.20065,0.2382,0.2382,1.34831912672871,1.18154761904762
"170C_144A_4","144A","OA","170C","OC","170C_144A",4,6.27955,0.2301,0.2301,1.22604357842946,1.07977475363679
"170C_144A_5","144A","OA","170C","OC","170C_144A",5,6.3189,0.2283,0.2283,1.33982867562868,1.12407680945347
"145B_144A_1","144A","OA","145B","OA","145B_144A",1,7.46425,0.2515,0.2515,1.17817203197879,1.21732817037754
"145B_144A_2","144A","OA","145B","OA","145B_144A",2,7.03745,0.2462,0.2462,1.01487532988189,1.11909090909091
"145B_144A_3","144A","OA","145B","OA","145B_144A",3,7.1466,0.2485,0.2485,1.19411514073034,1.19932432432432
"145B_144A_4","144A","OA","145B","OA","145B_144A",4,7.1057,0.2466,0.2466,1.09378198862456,1.16047058823529
"145B_144A_5","144A","OA","145B","OA","145B_144A",5,7.68495,0.2518,0.2518,1.28416382594746,1.25086934923001
"157B_144A_1","144A","OA","157B","OC","157B_144A",1,6.34309999999999,0.2293,0.2293,1.07975930071239,1.07703147017379
"157B_144A_2","144A","OA","157B","OC","157B_144A",2,6.5382,0.2356,0.2356,1.06181841803964,1.07139608913142
"157B_144A_3","144A","OA","157B","OC","157B_144A",3,6.54545,0.2333,0.2333,1.07680222419636,1.0790934320074
"157B_144A_4","144A","OA","157B","OC","157B_144A",4,6.4912,0.2229,0.2229,1.04325744730434,1.05141509433962
"157B_144A_5","144A","OA","157B","OC","157B_144A",5,6.68595,0.2183,0.2183,1.1665677943922,1.05103514684641
"154C_144A_1","144A","OA","154C","OA","154C_144A",1,5.70865,0.2372,0.2372,0.968109281462512,0.89746500189179
"154C_144A_2","144A","OA","154C","OA","154C_144A",2,5.2776,0.2174,0.2174,0.93136035153665,0.816066066066066
"154C_144A_3","144A","OA","154C","OA","154C_144A",3,5.3113,0.2103,0.2103,1.08094961891097,0.892614601018676
"154C_144A_4","144A","OA","154C","OA","154C_144A",4,5.2343,0.2072,0.2072,0.898191365227538,0.80811232449298
"154C_144A_5","144A","OA","154C","OA","154C_144A",5,5.4751,0.2153,0.2153,1.01907828611845,0.846970889063729
"165A_144A_1","144A","OA","165A","OC","165A_144A",1,6.735,0.2185,0.2185,0.940452003435059,0.962555066079295
"165A_144A_2","144A","OA","165A","OC","165A_144A",2,6.22715,0.207,0.207,0.898118568410121,0.950413223140496
"165A_144A_3","144A","OA","165A","OC","165A_144A",3,6.58180000000001,0.213,0.213,0.969922928425117,1.00093984962406
"165A_144A_4","144A","OA","165A","OC","165A_144A",4,6.43495,0.2089,0.2089,0.964521520163678,0.975256769374417
"165A_144A_5","144A","OA","165A","OC","165A_144A",5,5.92315,0.2046,0.2046,0.912763416419463,0.975679542203147
"144A_144A_1","144A","OA","144A","OA","144A_144A",1,7.9333,0.2741,0.2741,1,1
"144A_144A_2","144A","OA","144A","OA","144A_144A",2,8.10035,0.27,0.27,1,1
"144A_144A_3","144A","OA","144A","OA","144A_144A",3,7.93325,0.2553,0.2553,1,1
"144A_144A_4","144A","OA","144A","OA","144A_144A",4,8.1274,0.2689,0.2689,1,1
"144A_144A_5","144A","OA","144A","OA","144A_144A",5,8.0254,0.262,0.262,1,1
"122A_144A_1","144A","OA","122A","OC","122A_144A",1,6.3872,0.2183,0.2183,1.00969032074487,0.985553047404063
"122A_144A_2","144A","OA","122A","OC","122A_144A",2,6.2195,0.2132,0.2132,0.977370943663078,0.93920704845815
"122A_144A_3","144A","OA","122A","OC","122A_144A",3,6.69125,0.2194,0.2194,1.02062217341235,0.991414369633981
"122A_144A_4","144A","OA","122A","OC","122A_144A",4,6.37655,0.2163,0.2163,1.01251240522409,0.954966887417219
"122A_144A_5","144A","OA","122A","OC","122A_144A",5,6.7338,0.2264,0.2264,1.06159448849931,0.974601808006888
"149A_144A_1","144A","OA","149A","OE","149A_144A",1,6.61325,0.2141,0.2141,1.02754838058096,0.951132829853399
"149A_144A_2","144A","OA","149A","OE","149A_144A",2,6.4142,0.2171,0.2171,1.0229902472867,0.958075904677847
"149A_144A_3","144A","OA","149A","OE","149A_144A",3,6.18325,0.2225,0.2225,0.954883096024956,0.957401032702238
"149A_144A_4","144A","OA","149A","OE","149A_144A",4,6.1175,0.2098,0.2098,0.988000258406279,0.905481225722918
"149A_144A_5","144A","OA","149A","OE","149A_144A",5,6.2988,0.2142,0.2142,1.07590871822902,1.0505149583129
"41_144A_1","144A","OA","41","CC","41_144A",1,5.64225,0.2054,0.2054,0.906574867040506,0.914514692787177
"41_144A_2","144A","OA","41","CC","41_144A",2,5.9268,0.2111,0.2111,0.959572573463936,0.939056939501779
"41_144A_3","144A","OA","41","CC","41_144A",3,6.11515,0.216,0.216,0.909052393729699,0.892561983471074
"41_144A_4","144A","OA","41","CC","41_144A",4,5.88285,0.2141,0.2141,0.823190697414083,0.824412783981517
"41_144A_5","144A","OA","41","CC","41_144A",5,5.79124999999999,0.2047,0.2047,0.886379637565813,0.857561793045664
"126B_144A_1","144A","OA","126B","OC","126B_144A",1,6.11725,0.1934,0.1934,0.874623792741076,0.796868562010713
"126B_144A_2","144A","OA","126B","OC","126B_144A",2,5.3083,0.1928,0.1928,0.893713381372483,0.799005387484459
"126B_144A_3","144A","OA","126B","OC","126B_144A",3,5.54305,0.198,0.198,0.967381914327351,0.838983050847458
"126B_144A_4","144A","OA","126B","OC","126B_144A",4,5.41515,0.1918,0.1918,0.922017997156551,0.799166666666667
"126B_144A_5","144A","OA","126B","OC","126B_144A",5,5.53515,0.1937,0.1937,0.940975970487985,0.817299578059072
"53_144A_1","144A","OA","53","CC","53_144A",1,6.9708,0.2435,0.2435,0.97761696398519,0.988230519480519
"53_144A_2","144A","OA","53","CC","53_144A",2,6.94295,0.2387,0.2387,0.983204820471428,0.979081214109926
"53_144A_3","144A","OA","53","CC","53_144A",3,7.23175,0.2452,0.2452,1.0335131658866,1.02852348993289
"53_144A_4","144A","OA","53","CC","53_144A",4,7.20665,0.2435,0.2435,0.954921589802368,0.941244684963278
"53_144A_5","144A","OA","53","CC","53_144A",5,6.9586,0.2374,0.2374,0.933407555952006,0.924814959096221
"135B_144A_1","144A","OA","135B","OE","135B_144A",1,7.3247,0.2572,0.2572,1.26559597757255,1.07122032486464
"135B_144A_2","144A","OA","135B","OE","135B_144A",2,7.27264999999999,0.2566,0.2566,1.2149026093348,1.05379876796715
"135B_144A_3","144A","OA","135B","OE","135B_144A",3,6.94995,0.2544,0.2544,1.15240929893215,1.0312119983786
"135B_144A_4","144A","OA","135B","OE","135B_144A",4,7.2057,0.2622,0.2622,1.10157844448691,1.01274623406721
"135B_144A_5","144A","OA","135B","OE","135B_144A",5,7.52915,0.2621,0.2621,1.29513709705164,1.0857497928749
"57_144A_1","144A","OA","57","CC","57_144A",1,6.1315,0.2268,0.2268,1.07556023330264,0.984375
"57_144A_2","144A","OA","57","CC","57_144A",2,7.00605,0.2448,0.2448,1.82908872557338,1.36912751677852
"57_144A_3","144A","OA","57","CC","57_144A",3,5.56505,0.2176,0.2176,0.982226536645634,0.987295825771325
"57_144A_4","144A","OA","57","CC","57_144A",4,6.44845,0.2371,0.2371,1.08872268042107,1.0145485665383
"57_144A_5","144A","OA","57","CC","57_144A",5,5.95405,0.2242,0.2242,0.865439402308206,0.884069400630915
"135A_144A_1","144A","OA","135A","OE","135A_144A",1,6.01805,0.188,0.188,1.02300814251959,0.957230142566191
"135A_144A_2","144A","OA","135A","OE","135A_144A",2,6.21335,0.1965,0.1965,1.0781076485286,0.983483483483483
"135A_144A_3","144A","OA","135A","OE","135A_144A",3,5.93815,0.1909,0.1909,1.04525571857315,0.986053719008264
"135A_144A_4","144A","OA","135A","OE","135A_144A",4,5.84845,0.1881,0.1881,1.09289244770011,0.896141019533111
"135A_144A_5","144A","OA","135A","OE","135A_144A",5,6.5079,0.1948,0.1948,1.11768696383949,0.938342967244702
"77_144A_1","144A","OA","77","CC","77_144A",1,6.96605,0.2491,0.2491,0.939618544046833,0.942846328538986
"77_144A_2","144A","OA","77","CC","77_144A",2,6.75995,0.2451,0.2451,0.896533202477421,0.926654064272212
"77_144A_3","144A","OA","77","CC","77_144A",3,6.31155,0.2317,0.2317,0.852773874506836,0.883003048780488
"77_144A_4","144A","OA","77","CC","77_144A",4,6.2553,0.2308,0.2308,0.823336623889437,0.857036761975492
"77_144A_5","144A","OA","77","CC","77_144A",5,5.9796,0.2229,0.2229,0.682365158249697,0.809074410163339
"159_144A_1","144A","OA","159","OE","159_144A",1,6.4798,0.2367,0.2367,0.888824876891212,0.994955863808323
"159_144A_2","144A","OA","159","OE","159_144A",2,6.3543,0.2311,0.2311,0.849635973445116,0.935627530364373
"159_144A_3","144A","OA","159","OE","159_144A",3,5.79245,0.216,0.216,0.766587481720188,0.854768500197863
"159_144A_4","144A","OA","159","OE","159_144A",4,6.04345,0.2161,0.2161,0.81305663931118,0.890399670374949
"159_144A_5","144A","OA","159","OE","159_144A",5,6.5466,0.2299,0.2299,0.88567505225491,0.939901880621423
"74_144A_1","144A","OA","74","CC","74_144A",1,6.40945,0.256,0.256,0.906685433789309,0.896044802240112
"74_144A_2","144A","OA","74","CC","74_144A",2,6.8932,0.2557,0.2557,0.967446299376154,0.904172560113154
"74_144A_3","144A","OA","74","CC","74_144A",3,6.9761,0.2546,0.2546,0.955617046341831,0.896794646002114
"74_144A_4","144A","OA","74","CC","74_144A",4,6.59800000000001,0.2424,0.2424,0.91432530746579,0.837305699481865
"74_144A_5","144A","OA","74","CC","74_144A",5,6.4329,0.2348,0.2348,0.795648786038516,0.806318681318681
"168A_144A_1","144A","OA","168A","OE","168A_144A",1,4.40745,0.1644,0.1644,1.37049705374773,1.22778192681105
"168A_144A_2","144A","OA","168A","OE","168A_144A",2,4.1996,0.1575,0.1575,1.35468782761568,1.20137299771167
"168A_144A_3","144A","OA","168A","OE","168A_144A",3,3.9246,0.146,0.146,1.1469066892662,1.0688140556369
"168A_144A_4","144A","OA","168A","OE","168A_144A",4,3.7375,0.1385,0.1385,1.15187844793047,1.09399684044234
"168A_144A_5","144A","OA","168A","OE","168A_144A",5,3.75185,0.1406,0.1406,1.13075647980711,1.10188087774295
"67_144A_1","144A","OA","67","CC","67_144A",1,6.26955,0.2284,0.2284,1.00278304263333,0.876775431861804
"67_144A_2","144A","OA","67","CC","67_144A",2,6.4299,0.2289,0.2289,1.07235596767872,0.95653990806519
"67_144A_3","144A","OA","67","CC","67_144A",3,6.3969,0.2249,0.2249,1.04592871157619,0.931648715824358
"67_144A_4","144A","OA","67","CC","67_144A",4,6.5109,0.2236,0.2236,1.00320488128072,0.885193982581156
"67_144A_5","144A","OA","67","CC","67_144A",5,6.2373,0.2262,0.2262,0.953169054441261,0.913201453371013
"152B_147A_1","147A","OC","152B","OA","152B_147A",1,8.2486,0.2607,0.2607,1.003931209912,0.925452609158679
"152B_147A_2","147A","OC","152B","OA","152B_147A",2,7.35460000000001,0.2436,0.2436,0.862118077331099,0.809840425531915
"152B_147A_3","147A","OC","152B","OA","152B_147A",3,6.83525,0.2341,0.2341,0.866823496588632,0.836370132190068
"152B_147A_4","147A","OC","152B","OA","152B_147A",4,6.49315,0.2298,0.2298,0.843381240299001,0.823065902578797
"152B_147A_5","147A","OC","152B","OA","152B_147A",5,7.18325,0.2334,0.2334,0.928926592394783,0.826194690265487
"147A_147A_1","147A","OC","147A","OC","147A_147A",1,5.81995,0.2251,0.2251,1,1
"147A_147A_2","147A","OC","147A","OC","147A_147A",2,5.71295,0.22,0.22,1,1
"147A_147A_3","147A","OC","147A","OC","147A_147A",3,5.65,0.2154,0.2154,1,1
"147A_147A_4","147A","OC","147A","OC","147A_147A",4,5.92195,0.2099,0.2099,1,1
"147A_147A_5","147A","OC","147A","OC","147A_147A",5,5.76465,0.2128,0.2128,1,1
"137B_147A_1","147A","OC","137B","OA","137B_147A",1,6.61815,0.2227,0.2227,1.12459854882836,1.00997732426304
"137B_147A_2","147A","OC","137B","OA","137B_147A",2,6.8166,0.2177,0.2177,1.13192132377971,0.967555555555556
"137B_147A_3","147A","OC","137B","OA","137B_147A",3,6.9011,0.2231,0.2231,1.16229052631579,0.986731534719151
"137B_147A_4","147A","OC","137B","OA","137B_147A",4,6.56795,0.2182,0.2182,1.08676120193262,0.959542656112577
"137B_147A_5","147A","OC","137B","OA","137B_147A",5,6.41885,0.2142,0.2142,0.988922697685167,0.940711462450593
"158_147A_1","147A","OC","158","OC","158_147A",1,4.97155,0.1992,0.1992,0.884271281704671,0.951289398280802
"158_147A_2","147A","OC","158","OC","158_147A",2,5.12355,0.2013,0.2013,0.814839848595693,0.945958646616541
"158_147A_3","147A","OC","158","OC","158_147A",3,5.0581,0.2011,0.2011,0.855760364765296,0.948584905660377
"158_147A_4","147A","OC","158","OC","158_147A",4,5.24475,0.207,0.207,0.84208371465729,0.948670944087993
"158_147A_5","147A","OC","158","OC","158_147A",5,5.96025,0.2107,0.2107,0.864098642291215,0.944419542805917
"152A_147A_1","147A","OC","152A","OA","152A_147A",1,6.96035,0.2417,0.2417,1.16432753429241,1.05638111888112
"152A_147A_2","147A","OC","152A","OA","152A_147A",2,6.87345,0.2339,0.2339,1.08613619663893,0.981535879143936
"152A_147A_3","147A","OC","152A","OA","152A_147A",3,6.9045,0.2352,0.2352,1.10485258230988,1.02528334786399
"152A_147A_4","147A","OC","152A","OA","152A_147A",4,7.10325,0.2396,0.2396,1.07225341907436,0.962248995983936
"152A_147A_5","147A","OC","152A","OA","152A_147A",5,6.2116,0.2241,0.2241,0.951859939470558,0.921463815789474
"170C_147A_1","147A","OC","170C","OC","170C_147A",1,5.29805,0.2168,0.2168,1.03179286437641,1.01025163094129
"170C_147A_2","147A","OC","170C","OC","170C_147A",2,5.8834,0.2312,0.2312,1.01860300037223,1.00173310225303
"170C_147A_3","147A","OC","170C","OC","170C_147A",3,5.35235,0.2169,0.2169,1.16385796294686,1.07589285714286
"170C_147A_4","147A","OC","170C","OC","170C_147A",4,6.1591,0.2275,0.2275,1.20252645554297,1.06757390896293
"170C_147A_5","147A","OC","170C","OC","170C_147A",5,5.5335,0.2177,0.2177,1.17329629786693,1.07188577055638
"145B_147A_1","147A","OC","145B","OA","145B_147A",1,4.75555,0.167,0.167,0.750625448863144,0.808325266214908
"145B_147A_2","147A","OC","145B","OA","145B_147A",2,4.8465,0.1789,0.1789,0.698916977921348,0.813181818181818
"145B_147A_3","147A","OC","145B","OA","145B_147A",3,4.6545,0.169,0.169,0.777713727161081,0.815637065637066
"145B_147A_4","147A","OC","145B","OA","145B_147A",4,4.71075,0.1727,0.1727,0.72512680002155,0.812705882352941
"145B_147A_5","147A","OC","145B","OA","145B_147A",5,4.64235,0.17,0.17,0.77574192901544,0.844510680576254
"157B_147A_1","147A","OC","157B","OC","157B_147A",1,5.97625,0.2136,0.2136,1.01731196432067,1.00328792860498
"157B_147A_2","147A","OC","157B","OC","157B_147A",2,5.8733,0.2151,0.2151,0.953837159259769,0.978171896316507
"157B_147A_3","147A","OC","157B","OC","157B_147A",3,5.70715,0.2054,0.2054,0.938892179120192,0.95004625346901
"157B_147A_4","147A","OC","157B","OC","157B_147A",4,5.6227,0.206,0.206,0.903673226669666,0.971698113207547
"157B_147A_5","147A","OC","157B","OC","157B_147A",5,6.21605,0.2193,0.2193,1.08457941479246,1.05584978334136
"154C_147A_1","147A","OC","154C","OA","154C_147A",1,4.1627,0.1595,0.1595,0.70593721912256,0.603480892924707
"154C_147A_2","147A","OC","154C","OA","154C_147A",2,3.2631,0.1448,0.1448,0.575853032268311,0.543543543543544
"154C_147A_3","147A","OC","154C","OA","154C_147A",3,3.0278,0.1371,0.1371,0.616214346043085,0.581918505942275
"154C_147A_4","147A","OC","154C","OA","154C_147A",4,3.82355,0.1512,0.1512,0.656110577253071,0.589703588143526
"154C_147A_5","147A","OC","154C","OA","154C_147A",5,3.08645,0.1427,0.1427,0.574479767710234,0.561369000786782
"165A_147A_1","147A","OC","165A","OC","165A_147A",1,5.2939,0.19,0.19,0.73922180563992,0.837004405286344
"165A_147A_2","147A","OC","165A","OC","165A_147A",2,5.99935,0.2018,0.2018,0.865263825890056,0.92653810835629
"165A_147A_3","147A","OC","165A","OC","165A_147A",3,6.03645,0.1957,0.1957,0.889557759471846,0.919642857142857
"165A_147A_4","147A","OC","165A","OC","165A_147A",4,5.81535,0.1914,0.1914,0.871650940921661,0.893557422969188
"165A_147A_5","147A","OC","165A","OC","165A_147A",5,5.75275,0.1847,0.1847,0.886504603767771,0.880782069623271
"144A_147A_1","147A","OC","144A","OA","144A_147A",1,5.32135,0.1919,0.1919,0.670761221685806,0.700109449106165
"144A_147A_2","147A","OC","144A","OA","144A_147A",2,5.5149,0.1961,0.1961,0.680822433598548,0.726296296296296
"144A_147A_3","147A","OC","144A","OA","144A_147A",3,5.37235,0.1897,0.1897,0.677194088173195,0.743047395221308
"144A_147A_4","147A","OC","144A","OA","144A_147A",4,5.48165,0.1908,0.1908,0.674465388685188,0.709557456303458
"144A_147A_5","147A","OC","144A","OA","144A_147A",5,5.19205,0.1896,0.1896,0.646952176838538,0.723664122137404
"122A_147A_1","147A","OC","122A","OC","122A_147A",1,6.17315,0.2197,0.2197,0.975853238274396,0.991873589164786
"122A_147A_2","147A","OC","122A","OC","122A_147A",2,6.0562,0.2207,0.2207,0.951708965192111,0.972246696035242
"122A_147A_3","147A","OC","122A","OC","122A_147A",3,6.0803,0.2116,0.2116,0.927433439342288,0.956168097605061
"122A_147A_4","147A","OC","122A","OC","122A_147A",4,6.1691,0.2184,0.2184,0.979572069389861,0.964238410596027
"122A_147A_5","147A","OC","122A","OC","122A_147A",5,6.40199999999999,0.2201,0.2201,1.00928568050322,0.947481704692208
"149A_147A_1","147A","OC","149A","OE","149A_147A",1,5.8013,0.2218,0.2218,0.901389849206411,0.98533984895602
"149A_147A_2","147A","OC","149A","OE","149A_147A",2,5.80535,0.2227,0.2227,0.925885758486775,0.98278905560459
"149A_147A_3","147A","OC","149A","OE","149A_147A",3,6.17795,0.2295,0.2295,0.954064613769033,0.987521514629948
"149A_147A_4","147A","OC","149A","OE","149A_147A",4,6.32925,0.227,0.227,1.02219871442876,0.979715148899439
"149A_147A_5","147A","OC","149A","OE","149A_147A",5,6.36095,0.2227,0.2227,1.08652466520907,1.09220205983325
"41_147A_1","147A","OC","41","CC","41_147A",1,5.63215,0.2086,0.2086,0.904952038176648,0.928762243989314
"41_147A_2","147A","OC","41","CC","41_147A",2,5.38515,0.2091,0.2091,0.871877276774872,0.930160142348754
"41_147A_3","147A","OC","41","CC","41_147A",3,5.9128,0.2274,0.2274,0.878971896624771,0.939669421487603
"41_147A_4","147A","OC","41","CC","41_147A",4,5.6385,0.2262,0.2262,0.788998656666294,0.871005005775895
"41_147A_5","147A","OC","41","CC","41_147A",5,5.41895,0.2215,0.2215,0.829397269499204,0.927943024717218
"126B_147A_1","147A","OC","126B","OC","126B_147A",1,4.9983,0.1733,0.1733,0.71464009207695,0.714050267820354
"126B_147A_2","147A","OC","126B","OC","126B_147A",2,4.4428,0.1783,0.1783,0.747996498080679,0.738914214670535
"126B_147A_3","147A","OC","126B","OC","126B_147A",3,4.933,0.1883,0.1883,0.860915016710442,0.797881355932204
"126B_147A_4","147A","OC","126B","OC","126B_147A",4,4.96975,0.1885,0.1885,0.846181350723206,0.785416666666667
"126B_147A_5","147A","OC","126B","OC","126B_147A",5,4.76855,0.1853,0.1853,0.810653905326952,0.781856540084388
"53_147A_1","147A","OC","53","CC","53_147A",1,5.95795,0.2299,0.2299,0.835570234488949,0.933035714285714
"53_147A_2","147A","OC","53","CC","53_147A",2,5.8428,0.2282,0.2282,0.827410412728085,0.936013125512715
"53_147A_3","147A","OC","53","CC","53_147A",3,5.7238,0.2311,0.2311,0.818007074207725,0.969379194630872
"53_147A_4","147A","OC","53","CC","53_147A",4,6.0238,0.2413,0.2413,0.79818732318782,0.932740626207963
"53_147A_5","147A","OC","53","CC","53_147A",5,6.43005,0.2411,0.2411,0.862509305772597,0.939228671601091
"135B_147A_1","147A","OC","135B","OE","135B_147A",1,6.92854999999999,0.248,0.248,1.19714732486112,1.03290295710121
"135B_147A_2","147A","OC","135B","OE","135B_147A",2,6.76085,0.2504,0.2504,1.12940596705757,1.02833675564682
"135B_147A_3","147A","OC","135B","OE","135B_147A",3,6.5449,0.2372,0.2372,1.08524573854215,0.96149169031212
"135B_147A_4","147A","OC","135B","OE","135B_147A",4,7.1023,0.2533,0.2533,1.08577106822091,0.978370027037466
"135B_147A_5","147A","OC","135B","OE","135B_147A",5,6.89355,0.2451,0.2451,1.1858034884921,1.01532725766363
"57_147A_1","147A","OC","57","CC","57_147A",1,4.5859,0.1749,0.1749,0.80443801254221,0.759114583333333
"57_147A_2","147A","OC","57","CC","57_147A",2,3.893,0.1682,0.1682,1.01635620765726,0.940715883668904
"57_147A_3","147A","OC","57","CC","57_147A",3,5.3749,0.2077,0.2077,0.948665225257027,0.942377495462795
"57_147A_4","147A","OC","57","CC","57_147A",4,5.4689,0.2141,0.2141,0.923340565090031,0.916131792896876
"57_147A_5","147A","OC","57","CC","57_147A",5,5.43435,0.2135,0.2135,0.789899415680689,0.841876971608833
"135A_147A_1","147A","OC","135A","OE","135A_147A",1,6.4505,0.2284,0.2284,1.09652030530199,1.16293279022403
"135A_147A_2","147A","OC","135A","OE","135A_147A",2,6.6115,0.2368,0.2368,1.14719253192671,1.18518518518519
"135A_147A_3","147A","OC","135A","OE","135A_147A",3,6.37995,0.2297,0.2297,1.12302303271402,1.18646694214876
"135A_147A_4","147A","OC","135A","OE","135A_147A",4,6.10585,0.2255,0.2255,1.14099245984658,1.07432110528823
