"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","MaxGrowthRate","TimeMaxGrowthRate","AbsMaxGrowthRate","AUC_index","RGI","MaxGrowthRate_index"
"145B_50_TY_1","50_TY",NA,"145B","OA","145B_50_TY",1,5.71785,0.2044,0.2044,0.00347916666666667,24,0.0381,0.902516790441091,0.989351403678606,0.963091118800461
"145B_50_TY_2","50_TY",NA,"145B","OA","145B_50_TY",2,6.85695,0.212,0.212,0.00385833333333333,24,0.0689,0.988845305221869,0.963636363636364,1.0021645021645
"145B_50_TY_3","50_TY",NA,"145B","OA","145B_50_TY",3,6.39395,0.2271,0.2271,0.00404166666666667,24,0.0439,1.06835593206179,1.09604247104247,1.13782991202346
"145B_50_TY_4","50_TY",NA,"145B","OA","145B_50_TY",4,6.7318,0.2461,0.2461,0.0042375,24,0.0448,1.03622747808418,1.15811764705882,1.14141414141414
"145B_50_TY_5","50_TY",NA,"145B","OA","145B_50_TY",5,7.5528,0.2522,0.2522,0.00450208333333333,24,0.0683,1.26208141167034,1.2528564331843,1.31447688564477
"157B_50_TY_1","50_TY",NA,"157B","OC","157B_50_TY",1,5.2203,0.2377,0.2377,0.00446041666666667,48,0.1484,0.888629767386438,1.11648661343354,1.2913148371532
"157B_50_TY_2","50_TY",NA,"157B","OC","157B_50_TY",2,4.15295,0.1911,0.1911,0.00374583333333333,48,0.1238,0.674448441344365,0.869031377899045,1.01812004530011
"157B_50_TY_3","50_TY",NA,"157B","OC","157B_50_TY",3,4.70485,0.1906,0.1906,0.00335833333333333,48,0.1341,0.774002237357286,0.88159111933395,0.955542382928275
"157B_50_TY_4","50_TY",NA,"157B","OC","157B_50_TY",4,5.12185,0.1996,0.1996,0.00351875,48,0.1536,0.823177248655989,0.941509433962264,0.991197183098591
"157B_50_TY_5","50_TY",NA,"157B","OC","157B_50_TY",5,5.4424,0.1833,0.1833,0.00308958333333333,24,0.0555,0.949592588069024,0.882522869523351,0.913739987677141
"154C_50_TY_1","50_TY",NA,"154C","OA","154C_50_TY",1,5.4426,0.2067,0.2067,0.00362916666666667,48,0.1641,0.922990825376906,0.782065834279228,0.665393430099313
"154C_50_TY_2","50_TY",NA,"154C","OA","154C_50_TY",2,5.50995,0.2125,0.2125,0.00380208333333333,48,0.1691,0.972364136908701,0.797672672672673,0.679702048417132
"154C_50_TY_3","50_TY",NA,"154C","OA","154C_50_TY",3,5.0628,0.1973,0.1973,0.00349375,48,0.1534,1.03037518698293,0.837436332767402,0.684489795918367
"154C_50_TY_4","50_TY",NA,"154C","OA","154C_50_TY",4,5.3932,0.205,0.205,0.00354375,48,0.1575,0.925458164596059,0.799531981279251,0.672332015810277
"154C_50_TY_5","50_TY",NA,"154C","OA","154C_50_TY",5,5.278,0.2138,0.2138,0.00385625,48,0.1589,0.982392137884824,0.841070023603462,0.718555900621118
"165A_50_TY_1","50_TY",NA,"165A","OC","165A_50_TY",1,5.44955,0.1844,0.1844,0.00295625,24,0.0534,0.760956230930887,0.812334801762114,0.729562982005141
"165A_50_TY_2","50_TY",NA,"165A","OC","165A_50_TY",2,5.7321,0.1887,0.1887,0.0030625,24,0.0618,0.826719357327776,0.866391184573003,0.78862660944206
"165A_50_TY_3","50_TY",NA,"165A","OC","165A_50_TY",3,5.70585,0.1787,0.1787,0.00300833333333333,24,0.0633,0.840839092824827,0.839755639097744,0.789934354485777
"165A_50_TY_4","50_TY",NA,"165A","OC","165A_50_TY",4,5.18835,0.1722,0.1722,0.00275,24,0.0541,0.777671190784889,0.803921568627451,0.751708428246014
"165A_50_TY_5","50_TY",NA,"165A","OC","165A_50_TY",5,5.02645000000001,0.1578,0.1578,0.00272708333333333,24,0.0566,0.774581037870326,0.752503576537911,0.734155916993831
"144A_50_TY_1","50_TY",NA,"144A","OA","144A_50_TY",1,7.67005,0.2953,0.2953,0.005325,48,0.2376,0.966817087466755,1.07734403502371,1.14567458538772
"144A_50_TY_2","50_TY",NA,"144A","OA","144A_50_TY",2,7.7293,0.2886,0.2886,0.0051875,48,0.2398,0.954193337324931,1.06888888888889,1.13439635535307
"144A_50_TY_3","50_TY",NA,"144A","OA","144A_50_TY",3,6.4155,0.258,0.258,0.00487083333333333,48,0.204,0.808684965178205,1.01057579318449,1.09508196721311
"144A_50_TY_4","50_TY",NA,"144A","OA","144A_50_TY",4,7.8963,0.2973,0.2973,0.00529791666666667,48,0.2466,0.971565322243276,1.10561547043511,1.18389199255121
"144A_50_TY_5","50_TY",NA,"144A","OA","144A_50_TY",5,8.3278,0.3124,0.3124,0.00532916666666667,48,0.2454,1.03768036484163,1.19236641221374,1.20774315391879
"122A_50_TY_1","50_TY",NA,"122A","OC","122A_50_TY",1,4.9316,0.217,0.217,0.00393958333333333,48,0.1429,0.779588675129231,0.979683972911964,1.0867816091954
"122A_50_TY_2","50_TY",NA,"122A","OC","122A_50_TY",2,4.7155,0.204,0.204,0.003675,48,0.1366,0.741023021921899,0.898678414096916,1.00341296928328
"122A_50_TY_3","50_TY",NA,"122A","OC","122A_50_TY",3,5.08425,0.2155,0.2155,0.00378125,48,0.1457,0.775505067838104,0.973791233619521,1.03892386949056
"122A_50_TY_4","50_TY",NA,"122A","OC","122A_50_TY",4,5.65585,0.2149,0.2149,0.0034875,48,0.1614,0.898074709221547,0.94878587196468,0.963730569948187
"122A_50_TY_5","50_TY",NA,"122A","OC","122A_50_TY",5,5.3252,0.1899,0.1899,0.00331666666666667,24,0.0514,0.839526414529174,0.817477399913904,0.89237668161435
"149A_50_TY_1","50_TY",NA,"149A","OE","149A_50_TY",1,6.30085,0.1959,0.1959,0.00354583333333333,24,0.0643,0.979008537978076,0.87027987561084,0.975917431192661
"149A_50_TY_2","50_TY",NA,"149A","OE","149A_50_TY",2,6.2675,0.2073,0.2073,0.00367291666666667,24,0.0549,0.999593304678592,0.914827890556046,1.00685322672758
"149A_50_TY_3","50_TY",NA,"149A","OE","149A_50_TY",3,6.1899,0.2049,0.2049,0.00353125,24,0.0545,0.955910059610216,0.881669535283993,0.951178451178451
"149A_50_TY_4","50_TY",NA,"149A","OE","149A_50_TY",4,6.3781,0.2132,0.2132,0.00378541666666667,24,0.0533,1.0300881811428,0.920155373327579,0.9875
"149A_50_TY_5","50_TY",NA,"149A","OE","149A_50_TY",5,6.2075,0.208,0.208,0.00359583333333333,24,0.0532,1.06031361027603,1.02010789602746,1.06346272335182
"41_50_TY_1","50_TY",NA,"41","CC","41_50_TY",1,5.9123,0.2141,0.2141,0.003525,24,0.0484,0.949965454633097,0.953250222617987,1.00177619893428
"41_50_TY_2","50_TY",NA,"41","CC","41_50_TY",2,6.3245,0.2292,0.2292,0.0037125,48,0.1736,1.02396179065814,1.01957295373665,1.05882352941176
"41_50_TY_3","50_TY",NA,"41","CC","41_50_TY",3,6.35105,0.2289,0.2289,0.00370416666666667,48,0.173,0.944120292257263,0.945867768595041,0.973180076628352
"41_50_TY_4","50_TY",NA,"41","CC","41_50_TY",4,6.31185,0.2393,0.2393,0.00399166666666667,48,0.1756,0.883220922422478,0.921447824412784,1.00314136125654
"41_50_TY_5","50_TY",NA,"41","CC","41_50_TY",5,5.76699999999999,0.2324,0.2324,0.00400833333333333,48,0.1556,0.882668054365127,0.973607038123167,1.12778429073857
"126B_50_TY_1","50_TY",NA,"126B","OC","126B_50_TY",1,6.76995,0.1924,0.1924,0.00339791666666667,24,0.093,0.967944639448682,0.792748248866914,0.851697127937337
"126B_50_TY_2","50_TY",NA,"126B","OC","126B_50_TY",2,5.5765,0.194,0.194,0.00317916666666667,24,0.0496,0.938867937234831,0.803978450062164,0.71408516612073
"126B_50_TY_3","50_TY",NA,"126B","OC","126B_50_TY",3,5.66475,0.2098,0.2098,0.00339375,48,0.1568,0.988621192157,0.888983050847458,0.777565632458234
"126B_50_TY_4","50_TY",NA,"126B","OC","126B_50_TY",4,5.39025,0.2097,0.2097,0.003575,48,0.15,0.91777836425087,0.87375,0.816365366317793
"126B_50_TY_5","50_TY",NA,"126B","OC","126B_50_TY",5,5.11015,0.1871,0.1871,0.00307083333333333,48,0.1442,0.868725934362967,0.789451476793249,0.713455953533398
"53_50_TY_1","50_TY",NA,"53","CC","53_50_TY",1,6.25715,0.2321,0.2321,0.00376666666666667,48,0.1734,0.877531414787389,0.941964285714286,0.898608349900596
"53_50_TY_2","50_TY",NA,"53","CC","53_50_TY",2,6.1209,0.2242,0.2242,0.00352916666666667,24,0.0564,0.866792701319117,0.91960623461854,0.86561062851303
"53_50_TY_3","50_TY",NA,"53","CC","53_50_TY",3,7.17665,0.2471,0.2471,0.003925,24,0.0689,1.0256386437529,1.0364932885906,0.973643410852713
"53_50_TY_4","50_TY",NA,"53","CC","53_50_TY",4,6.55455,0.2217,0.2217,0.00388125,24,0.0596,0.868514678309493,0.856977193660611,0.885456273764259
"53_50_TY_5","50_TY",NA,"53","CC","53_50_TY",5,6.30105,0.2305,0.2305,0.00369375,48,0.1757,0.845205598889343,0.897935333073627,0.84549356223176
"135B_50_TY_1","50_TY",NA,"135B","OE","135B_50_TY",1,7.29734999999998,0.2472,0.2472,0.00434375,24,0.0728,1.26087031645515,1.0295710120783,0.99617773530817
"135B_50_TY_2","50_TY",NA,"135B","OE","135B_50_TY",2,6.80269999999999,0.2345,0.2345,0.00391875,24,0.0655,1.13639704654037,0.963039014373717,0.896568160152526
"135B_50_TY_3","50_TY",NA,"135B","OE","135B_50_TY",3,7.25375,0.2462,0.2462,0.0042625,24,0.0691,1.20278404191815,0.997973246858533,0.961014560826679
"135B_50_TY_4","50_TY",NA,"135B","OE","135B_50_TY",4,7.21779999999999,0.2488,0.2488,0.0041625,24,0.0718,1.10342824383719,0.960988798764002,0.918620689655172
"135B_50_TY_5","50_TY",NA,"135B","OE","135B_50_TY",5,7.3037,0.2527,0.2527,0.00423958333333333,24,0.0741,1.25635600509168,1.04681027340514,0.960358659745163
"57_50_TY_1","50_TY",NA,"57","CC","57_50_TY",1,6.0762,0.221,0.221,0.00353333333333333,24,0.0544,1.06585975529536,0.959201388888889,0.886102403343783
"57_50_TY_2","50_TY",NA,"57","CC","57_50_TY",2,7.4488,0.2353,0.2353,0.003925,24,0.0866,1.94467868471549,1.31599552572707,1.16945996275605
"57_50_TY_3","50_TY",NA,"57","CC","57_50_TY",3,6.28205,0.2342,0.2342,0.00390625,48,0.18,1.10877641971495,1.06261343012704,1.03993344425957
"57_50_TY_4","50_TY",NA,"57","CC","57_50_TY",4,6.0505,0.2221,0.2221,0.00381875,48,0.1776,1.02153487704607,0.950363714163457,0.935204081632653
"57_50_TY_5","50_TY",NA,"57","CC","57_50_TY",5,4.66385,0.1926,0.1926,0.00325416666666667,48,0.1331,0.677904880955842,0.759463722397476,0.784924623115578
"135A_50_TY_1","50_TY",NA,"135A","OE","135A_50_TY",1,7.2142,0.2094,0.2094,0.00392083333333333,24,0.091,1.2263416458429,1.06619144602851,1.17845961177207
"135A_50_TY_2","50_TY",NA,"135A","OE","135A_50_TY",2,7.48595,0.2282,0.2282,0.00414375,24,0.0856,1.29892247362576,1.14214214214214,1.31896551724138
"135A_50_TY_3","50_TY",NA,"135A","OE","135A_50_TY",3,7.28499999999999,0.2277,0.2277,0.00399583333333333,24,0.0812,1.28233337147182,1.17613636363636,1.29945799457995
"135A_50_TY_4","50_TY",NA,"135A","OE","135A_50_TY",4,7.0892,0.2144,0.2144,0.0040125,24,0.0762,1.32474982948228,1.02143878037161,1.12107101280559
"135A_50_TY_5","50_TY",NA,"135A","OE","135A_50_TY",5,7.1948,0.2508,0.2508,0.00393541666666667,24,0.0711,1.23565730380497,1.20809248554913,1.2518223989397
"77_50_TY_1","50_TY",NA,"77","CC","77_50_TY",1,6.9608,0.2691,0.2691,0.00461458333333333,48,0.203,0.938910395618922,1.01854655563967,1.07056549057516
"77_50_TY_2","50_TY",NA,"77","CC","77_50_TY",2,6.83215,0.2595,0.2595,0.00445416666666667,48,0.1942,0.906108672298777,0.98109640831758,1.01955174058178
"77_50_TY_3","50_TY",NA,"77","CC","77_50_TY",3,6.42735,0.2483,0.2483,0.00435208333333333,48,0.1861,0.868419985948224,0.946265243902439,1.01358563803979
"77_50_TY_4","50_TY",NA,"77","CC","77_50_TY",4,6.8222,0.2703,0.2703,0.00475208333333333,48,0.2,0.897953274103324,1.00371333085778,1.06142391810144
"77_50_TY_5","50_TY",NA,"77","CC","77_50_TY",5,6.5723,0.2447,0.2447,0.00421458333333333,48,0.1956,0.75000142644399,0.888203266787659,0.92332268370607
"159_50_TY_1","50_TY",NA,"159","OE","159_50_TY",1,7.4951,0.231,0.231,0.00409791666666667,24,0.0871,1.02809212240923,0.970996216897856,0.99645390070922
"159_50_TY_2","50_TY",NA,"159","OE","159_50_TY",2,7.7055,0.2364,0.2364,0.0043125,24,0.0868,1.03030546140115,0.957085020242915,1.080375782881
"159_50_TY_3","50_TY",NA,"159","OE","159_50_TY",3,7.379,0.2297,0.2297,0.00405,24,0.0866,0.97655552099945,0.908982983775227,1.01833420639078
"159_50_TY_4","50_TY",NA,"159","OE","159_50_TY",4,7.1759,0.2321,0.2321,0.00389375,24,0.0755,0.965411004977802,0.956324680675732,0.975469728601252
"159_50_TY_5","50_TY",NA,"159","OE","159_50_TY",5,7.16605,0.2436,0.2436,0.00392083333333333,24,0.0717,0.969479074360935,0.99591169255928,0.987926509186351
"74_50_TY_1","50_TY",NA,"74","CC","74_50_TY",1,7.38235,0.277,0.277,0.00447291666666667,48,0.2094,1.04431257161449,0.969548477423871,0.921459227467811
"74_50_TY_2","50_TY",NA,"74","CC","74_50_TY",2,7.25255,0.2768,0.2768,0.00448541666666667,48,0.2046,1.01788032532649,0.978783592644979,0.956463793869391
"74_50_TY_3","50_TY",NA,"74","CC","74_50_TY",3,7.4138,0.2657,0.2657,0.00431875,24,0.0649,1.01557512910782,0.935892920042268,0.918882978723404
"74_50_TY_4","50_TY",NA,"74","CC","74_50_TY",4,8.0028,0.2879,0.2879,0.00447708333333333,24,0.0749,1.10899705525723,0.99447322970639,0.912526539278131
"74_50_TY_5","50_TY",NA,"74","CC","74_50_TY",5,7.63430000000001,0.2868,0.2868,0.00446875,48,0.2039,0.944243113876144,0.98489010989011,1.00751526538281
"168A_50_TY_1","50_TY",NA,"168A","OE","168A_50_TY",1,7.708,0.2384,0.2384,0.00430416666666667,24,0.091,2.39680343288919,1.78043315907394,1.7245409015025
"168A_50_TY_2","50_TY",NA,"168A","OE","168A_50_TY",2,7.99390000000001,0.2468,0.2468,0.00434791666666667,24,0.0963,2.57863582845438,1.88253241800153,1.77014418999152
"168A_50_TY_3","50_TY",NA,"168A","OE","168A_50_TY",3,7.80495,0.2422,0.2422,0.00419791666666667,24,0.0898,2.28088196615915,1.77306002928258,1.64758789860998
"168A_50_TY_4","50_TY",NA,"168A","OE","168A_50_TY",4,7.36065,0.2389,0.2389,0.00406041666666667,24,0.082,2.26851480876506,1.8870458135861,1.68744588744589
"168A_50_TY_5","50_TY",NA,"168A","OE","168A_50_TY",5,7.53405,0.2436,0.2436,0.00411875,24,0.0854,2.27066003616637,1.90909090909091,1.70872947277442
"67_50_TY_1","50_TY",NA,"67","CC","67_50_TY",1,6.84354999999999,0.2389,0.2389,0.00376875,24,0.0726,1.09459146053757,0.917082533589251,0.832489645651173
"67_50_TY_2","50_TY",NA,"67","CC","67_50_TY",2,6.41165,0.2295,0.2295,0.00345416666666667,24,0.0687,1.06931229726237,0.959047221061429,0.86444212721585
"67_50_TY_3","50_TY",NA,"67","CC","67_50_TY",3,6.97399999999999,0.2431,0.2431,0.00373333333333333,24,0.0754,1.14028776978417,1.00704225352113,0.939203354297694
"67_50_TY_4","50_TY",NA,"67","CC","67_50_TY",4,7.4998,0.2569,0.2569,0.00400625,24,0.0871,1.15557541486264,1.01702296120348,0.966331658291457
"67_50_TY_5","50_TY",NA,"67","CC","67_50_TY",5,7.46365,0.2488,0.2488,0.0039375,24,0.0877,1.14057688634193,1.00444085587404,0.959390862944162
"152B_152B_1","152B","OA","152B","OA","152B_152B",1,8.2163,0.2817,0.2817,0.00401041666666667,24,0.0939,1,1,1
"152B_152B_2","152B","OA","152B","OA","152B_152B",2,8.53085,0.3008,0.3008,0.0043,48,0.2007,1,1,1
"152B_152B_3","152B","OA","152B","OA","152B_152B",3,7.8854,0.2799,0.2799,0.00423541666666667,48,0.2,1,1,1
"152B_152B_4","152B","OA","152B","OA","152B_152B",4,7.69895,0.2792,0.2792,0.00427708333333333,48,0.189,1,1,1
"152B_152B_5","152B","OA","152B","OA","152B_152B",5,7.73285,0.2825,0.2825,0.00427916666666667,48,0.1842,1,1,1
"147A_152B_1","152B","OA","147A","OC","147A_152B",1,6.10865,0.252,0.252,0.00448958333333333,48,0.1766,1.0496052371584,1.11950244335851,1.15425816818425
"147A_152B_2","152B","OA","147A","OC","147A_152B",2,6.5585,0.2671,0.2671,0.00447083333333333,48,0.1603,1.14800584636659,1.21409090909091,1.16693855356172
"147A_152B_3","152B","OA","147A","OC","147A_152B",3,6.50655,0.2545,0.2545,0.00425208333333333,48,0.1691,1.1516017699115,1.18152274837512,1.13958682300391
"147A_152B_4","152B","OA","147A","OC","147A_152B",4,6.9325,0.2624,0.2624,0.00435833333333333,48,0.1922,1.17064480449852,1.2501191043354,1.17462099943852
"147A_152B_5","152B","OA","147A","OC","147A_152B",5,7.36575,0.2706,0.2706,0.0041,48,0.1695,1.27774452915615,1.27161654135338,1.12392918332381
"137B_152B_1","152B","OA","137B","OA","137B_152B",1,7.7584,0.2485,0.2485,0.0039125,24,0.0856,1.31835715135346,1.12698412698413,1.01239892183288
"137B_152B_2","152B","OA","137B","OA","137B_152B",2,7.6575,0.2471,0.2471,0.00409583333333333,24,0.079,1.2715558396918,1.09822222222222,1.04574468085106
"137B_152B_3","152B","OA","137B","OA","137B_152B",3,7.67325,0.2545,0.2545,0.00421041666666667,24,0.0752,1.29233684210526,1.12560813799204,1.03534836065574
"137B_152B_4","152B","OA","137B","OA","137B_152B",4,7.95255,0.2683,0.2683,0.00416666666666667,24,0.0807,1.31586306175127,1.17985927880387,1.04547830632514
"137B_152B_5","152B","OA","137B","OA","137B_152B",5,7.45935000000001,0.2548,0.2548,0.00406041666666667,24,0.0712,1.14922774717868,1.11901624945103,1.0767955801105
"158_152B_1","152B","OA","158","OC","158_152B",1,5.7872,0.2384,0.2384,0.00401875,48,0.1497,1.02934794208673,1.13849092645654,1.21857233101706
"158_152B_2","152B","OA","158","OC","158_152B",2,6.8391,0.2441,0.2441,0.0033625,48,0.1477,1.08767772511848,1.14708646616541,0.952212389380531
"158_152B_3","152B","OA","158","OC","158_152B",3,6.2474,0.2225,0.2225,0.0033,48,0.1521,1.05697342931826,1.04952830188679,0.970588235294118
"158_152B_4","152B","OA","158","OC","158_152B",4,5.21639999999999,0.2189,0.2189,0.00393958333333333,48,0.154,0.837531910794277,1.0032080659945,1.11039342337052
"158_152B_5","152B","OA","158","OC","158_152B",5,6.78670000000001,0.2508,0.2508,0.0036875,48,0.148,0.983914811566259,1.12415956969969,0.935023771790808
"152A_152B_1","152B","OA","152A","OA","152A_152B",1,7.8121,0.2781,0.2781,0.00405,48,0.1663,1.30680829708933,1.21547202797203,0.995391705069125
"152A_152B_2","152B","OA","152A","OA","152A_152B",2,8.15555,0.2773,0.2773,0.00395833333333333,48,0.1894,1.28873245000672,1.16365925304238,0.963488843813388
"152A_152B_3","152B","OA","152A","OA","152A_152B",3,8.2209,0.2982,0.2982,0.00438333333333333,48,0.1884,1.31550186022323,1.29991281604185,1.00525561395127
"152A_152B_4","152B","OA","152A","OA","152A_152B",4,8.3717,0.2952,0.2952,0.00427916666666667,48,0.2012,1.26372913081545,1.1855421686747,0.993710691823899
"152A_152B_5","152B","OA","152A","OA","152A_152B",5,8.47445,0.3019,0.3019,0.00439583333333333,48,0.1972,1.29861701720109,1.24136513157895,1.00860420650096
"170C_152B_1","152B","OA","170C","OC","170C_152B",1,6.8936,0.2729,0.2729,0.00432916666666667,48,0.1587,1.34252551219132,1.27166821994408,1.13057671381937
"170C_152B_2","152B","OA","170C","OC","170C_152B",2,7.1352,0.2844,0.2844,0.00448125,48,0.1587,1.23532925319644,1.23223570190641,1.14293304994687
"170C_152B_3","152B","OA","170C","OC","170C_152B",3,6.90285,0.2674,0.2674,0.00418125,48,0.1568,1.50101113333913,1.32638888888889,1.11376248612653
"170C_152B_4","152B","OA","170C","OC","170C_152B",4,7.68695,0.2837,0.2837,0.00424791666666667,48,0.1725,1.50082978640322,1.33129985922102,1.12465526751241
"170C_152B_5","152B","OA","170C","OC","170C_152B",5,6.96285,0.2647,0.2647,0.00414166666666667,48,0.1646,1.47636868665451,1.30329886755293,1.109375
"145B_152B_1","152B","OA","145B","OA","145B_152B",1,5.15025,0.1932,0.1932,0.00322291666666667,48,0.1338,0.812925680101651,0.9351403678606,0.892156862745098
"145B_152B_2","152B","OA","145B","OA","145B_152B",2,5.49485,0.2182,0.2182,0.00373333333333333,48,0.1429,0.792415961236174,0.991818181818182,0.96969696969697
"145B_152B_3","152B","OA","145B","OA","145B_152B",3,5.014,0.202,0.202,0.00358333333333333,48,0.138,0.837782066384287,0.974903474903475,1.00879765395894
"145B_152B_4","152B","OA","145B","OA","145B_152B",4,5.4358,0.2109,0.2109,0.00364166666666667,48,0.1513,0.836733908519269,0.992470588235294,0.980920314253647
"145B_152B_5","152B","OA","145B","OA","145B_152B",5,5.1868,0.2064,0.2064,0.00361875,48,0.1441,0.86672013902814,1.02533532041729,1.05656934306569
"157B_152B_1","152B","OA","157B","OC","157B_152B",1,5.6121,0.215,0.215,0.00345625,48,0.1351,0.955324237601178,1.00986378581494,1.00060313630881
"157B_152B_2","152B","OA","157B","OC","157B_152B",2,4.80225,0.1912,0.1912,0.00332291666666667,48,0.131,0.779896224959602,0.869486130059118,0.90317100792752
"157B_152B_3","152B","OA","157B","OC","157B_152B",3,5.4257,0.2031,0.2031,0.00343333333333333,48,0.1577,0.892590399105056,0.93940795559667,0.976882039122703
"157B_152B_4","152B","OA","157B","OC","157B_152B",4,4.4752,0.1701,0.1701,0.00307083333333333,48,0.1387,0.719248479198978,0.802358490566038,0.865023474178404
"157B_152B_5","152B","OA","157B","OC","157B_152B",5,5.23425,0.2158,0.2158,0.00366458333333333,48,0.1328,0.913274475249942,1.03899855560905,1.08379544054221
"154C_152B_1","152B","OA","154C","OA","154C_152B",1,4.9441,0.204,0.204,0.0035875,48,0.1264,0.838452015534112,0.771850170261067,0.657754010695187
"154C_152B_2","152B","OA","154C","OA","154C_152B",2,4.57665,0.1915,0.1915,0.00345833333333333,48,0.1214,0.807660745956534,0.718843843843844,0.618249534450652
"154C_152B_3","152B","OA","154C","OA","154C_152B",3,3.5872,0.1623,0.1623,0.00317916666666667,48,0.1225,0.730062785562373,0.688879456706282,0.622857142857143
"154C_152B_4","152B","OA","154C","OA","154C_152B",4,4.0126,0.1683,0.1683,0.00324583333333333,48,0.1369,0.688551033015306,0.656396255850234,0.615810276679842
"154C_152B_5","152B","OA","154C","OA","154C_152B",5,3.95635,0.1729,0.1729,0.0033125,48,0.1212,0.736393924729182,0.680173092053501,0.61723602484472
"165A_152B_1","152B","OA","165A","OC","165A_152B",1,5.6026,0.2235,0.2235,0.00406041666666667,48,0.1672,0.782327601253936,0.984581497797357,1.00205655526992
"165A_152B_2","152B","OA","165A","OC","165A_152B",2,6.0015,0.2253,0.2253,0.00389791666666667,48,0.177,0.865573912353701,1.03443526170799,1.00375536480687
"165A_152B_3","152B","OA","165A","OC","165A_152B",3,6.13735,0.2286,0.2286,0.003775,48,0.1615,0.904426826213177,1.07424812030075,0.991247264770241
"165A_152B_4","152B","OA","165A","OC","165A_152B",4,6.5963,0.2444,0.2444,0.00389375,48,0.1611,0.988705942308124,1.14098972922502,1.06435079726651
"165A_152B_5","152B","OA","165A","OC","165A_152B",5,6.37515,0.2943,0.2943,0.00529375,48,0.1617,0.982417074392264,1.40343347639485,1.42512619181155
"144A_152B_1","152B","OA","144A","OA","144A_152B",1,5.21945,0.2166,0.2166,0.00411041666666667,48,0.1622,0.657916629901806,0.79022254651587,0.884356790676826
"144A_152B_2","152B","OA","144A","OA","144A_152B",2,5.4161,0.2098,0.2098,0.00381666666666667,48,0.1672,0.66862542976538,0.777037037037037,0.834624145785877
"144A_152B_3","152B","OA","144A","OA","144A_152B",3,5.39910000000001,0.2118,0.2118,0.00384166666666667,48,0.1596,0.680565972331643,0.829612220916569,0.863700234192037
"144A_152B_4","152B","OA","144A","OA","144A_152B",4,4.87495,0.2085,0.2085,0.00405833333333333,48,0.1594,0.599816669537614,0.77538118259576,0.906890130353817
"144A_152B_5","152B","OA","144A","OA","144A_152B",5,4.58705,0.2109,0.2109,0.00419375,48,0.1529,0.571566526279064,0.804961832061069,0.95042492917847
"122A_152B_1","152B","OA","122A","OC","122A_152B",1,4.61015,0.1992,0.1992,0.0037875,48,0.1391,0.728773771321077,0.899322799097066,1.0448275862069
"122A_152B_2","152B","OA","122A","OC","122A_152B",2,4.66045,0.2172,0.2172,0.0042625,48,0.1441,0.732372122259763,0.956828193832599,1.16382252559727
