time,supernatant ,sup_geno,inoculant ,inoc_geno,OD_raw,OD,comp_ind,comp_ind_50TY
24,144A,OA,67,CC,0.1399,0.0473,1.094907407,
24,144A,OA,67,CC,0.148,0.0554,1.166315789,
24,144A,OA,67,CC,0.148,0.0547,1.081027668,
24,144A,OA,67,CC,0.1491,0.056,1.044776119,
24,144A,OA,67,CC,0.1404,0.0482,0.950690335,
24,147A,OC,152B,OA,0.1786,0.0859,0.914802982,
24,147A,OC,152B,OA,0.168,0.0662,0.701271186,
24,147A,OC,152B,OA,0.1589,0.0532,0.694516971,
24,147A,OC,152B,OA,0.1502,0.0463,0.626522327,
24,147A,OC,152B,OA,0.1682,0.066,0.856031128,
24,147A,OC,147A,OC,0.1435,0.0384,1,
24,147A,OC,147A,OC,0.1412,0.0361,1,
24,147A,OC,147A,OC,0.149,0.0363,1,
24,147A,OC,147A,OC,0.1526,0.0422,1,
24,147A,OC,147A,OC,0.1495,0.0377,1,
24,147A,OC,137B,OA,0.1611,0.0558,1.594285714,
24,147A,OC,137B,OA,0.174,0.0654,1.767567568,
24,147A,OC,137B,OA,0.1758,0.0668,2.161812298,
24,147A,OC,137B,OA,0.1676,0.0594,1.645429363,
24,147A,OC,137B,OA,0.166,0.0564,1.144016227,
24,147A,OC,158,OC,0.1371,0.0277,0.500904159,
24,147A,OC,158,OC,0.1424,0.0317,0.414379085,
24,147A,OC,158,OC,0.1444,0.0327,0.528271405,
24,147A,OC,158,OC,0.1459,0.0345,0.496402878,
24,147A,OC,158,OC,0.1602,0.0524,0.620853081,
24,147A,OC,152A,OA,0.1571,0.0561,1.674626866,
24,147A,OC,152A,OA,0.1663,0.058,1.411192214,
24,147A,OC,152A,OA,0.1691,0.0589,1.682857143,
24,147A,OC,152A,OA,0.1747,0.0627,1.461538462,
24,147A,OC,152A,OA,0.1583,0.0423,1.034229829,
24,147A,OC,170C,OC,0.1374,0.0302,0.980519481,
24,147A,OC,170C,OC,0.1512,0.0418,0.981220657,
24,147A,OC,170C,OC,0.1429,0.0328,1.53271028,
24,147A,OC,170C,OC,0.158,0.048,1.509433962,
24,147A,OC,170C,OC,0.1536,0.0387,1.619246862,
24,147A,OC,145B,OA,0.1388,0.0377,0.662565905,
24,147A,OC,145B,OA,0.1398,0.0352,0.482191781,
24,147A,OC,145B,OA,0.1434,0.0338,0.707112971,
24,147A,OC,145B,OA,0.142,0.0357,0.612349914,
24,147A,OC,145B,OA,0.1391,0.032,0.7960199,
24,147A,OC,157B,OC,0.1556,0.0465,0.935613682,
24,147A,OC,157B,OC,0.1557,0.0461,0.864915572,
24,147A,OC,157B,OC,0.1542,0.0449,0.789103691,
24,147A,OC,157B,OC,0.1544,0.042,0.665610143,
24,147A,OC,157B,OC,0.1605,0.0556,1.146391753,
24,147A,OC,154C,OA,0.121,0.0284,11.36,
24,147A,OC,154C,OA,0.1135,0.0107,-5.095238095,
24,147A,OC,154C,OA,0.1139,0.011,-1.170212766,
24,147A,OC,154C,OA,0.1276,0.0232,6.823529412,
24,147A,OC,154C,OA,0.1134,0.0096,-2.823529412,
24,147A,OC,165A,OC,0.146,0.0389,0.529972752,
24,147A,OC,165A,OC,0.1557,0.0495,0.698166432,
24,147A,OC,165A,OC,0.1617,0.057,0.821325648,
24,147A,OC,165A,OC,0.1629,0.0534,0.795827124,
24,147A,OC,165A,OC,0.1645,0.0567,0.923452769,
24,147A,OC,144A,OA,0.1278,0.0357,0.582381729,
24,147A,OC,144A,OA,0.1342,0.0419,0.590140845,
24,147A,OC,144A,OA,0.1364,0.0428,0.58953168,
24,147A,OC,144A,OA,0.1381,0.045,0.613079019,
24,147A,OC,144A,OA,0.1295,0.0369,0.486807388,
24,147A,OC,122A,OC,0.1478,0.0557,0.940878378,
24,147A,OC,122A,OC,0.1473,0.0548,0.938356164,
24,147A,OC,122A,OC,0.1511,0.056,0.830860534,
24,147A,OC,122A,OC,0.1577,0.058,0.989761092,
24,147A,OC,122A,OC,0.1537,0.0615,1.141001855,
24,147A,OC,149A,OE,0.1398,0.0422,0.76036036,
24,147A,OC,149A,OE,0.1418,0.0413,0.801941748,
24,147A,OC,149A,OE,0.1516,0.05,0.896057348,
24,147A,OC,149A,OE,0.154,0.0545,1.142557652,
24,147A,OC,149A,OE,0.1581,0.0579,1.124271845,
24,147A,OC,41,CC,0.1452,0.0447,0.785588752,
24,147A,OC,41,CC,0.1388,0.0376,0.640545145,
24,147A,OC,41,CC,0.1446,0.0461,0.718068536,
24,147A,OC,41,CC,0.1397,0.0398,0.552777778,
24,147A,OC,41,CC,0.1384,0.0382,0.560939794,
24,147A,OC,126B,OC,0.138,0.0394,0.679310345,
24,147A,OC,126B,OC,0.123,0.0215,0.778985507,
24,147A,OC,126B,OC,0.1329,0.0335,1.264150943,
24,147A,OC,126B,OC,0.1385,0.0355,1.191275168,
24,147A,OC,126B,OC,0.1302,0.0297,0.976973684,
24,147A,OC,53,CC,0.1416,0.0406,0.630434783,
24,147A,OC,53,CC,0.1413,0.04,0.625,
24,147A,OC,53,CC,0.138,0.0377,0.5890625,
24,147A,OC,53,CC,0.1396,0.0412,0.619548872,
24,147A,OC,53,CC,0.1482,0.0504,0.763636364,
24,147A,OC,135B,OE,0.1498,0.0585,1.899350649,
24,147A,OC,135B,OE,0.1476,0.0522,1.548961424,
24,147A,OC,135B,OE,0.149,0.0493,1.458579882,
24,147A,OC,135B,OE,0.1556,0.0587,1.417874396,
24,147A,OC,135B,OE,0.1601,0.0565,1.915254237,
24,147A,OC,57,CC,0.1471,0.0485,1.243589744,
24,147A,OC,57,CC,0.1332,0.0337,1.903954802,
24,147A,OC,57,CC,0.1412,0.0406,1.012468828,
24,147A,OC,57,CC,0.1465,0.0477,1.265251989,
24,147A,OC,57,CC,0.1416,0.0448,0.820512821,
24,147A,OC,135A,OE,0.1508,0.0586,1.083179298,
24,147A,OC,135A,OE,0.1528,0.0597,1.148076923,
24,147A,OC,135A,OE,0.1544,0.0557,1.041121495,
24,147A,OC,135A,OE,0.1519,0.0521,1.367454068,
24,147A,OC,135A,OE,0.1582,0.0591,1.042328042,
24,147A,OC,77,CC,0.1436,0.0476,0.70310192,
24,147A,OC,77,CC,0.1455,0.0476,0.696925329,
24,147A,OC,77,CC,0.1359,0.0403,0.619047619,
24,147A,OC,77,CC,0.1355,0.0431,0.67029549,
24,147A,OC,77,CC,0.1323,0.0402,0.340101523,
24,147A,OC,159,OE,0.1518,0.0591,0.726044226,
24,147A,OC,159,OE,0.1569,0.0645,0.720670391,
24,147A,OC,159,OE,0.153,0.0608,0.683146067,
24,147A,OC,159,OE,0.148,0.0553,0.615812918,
24,147A,OC,159,OE,0.144,0.0516,0.601398601,
24,147A,OC,74,CC,0.1271,0.0342,0.648956357,
24,147A,OC,74,CC,0.1429,0.0492,0.852686308,
24,147A,OC,74,CC,0.1334,0.0406,0.696397942,
24,147A,OC,74,CC,0.1352,0.0426,0.788888889,
24,147A,OC,74,CC,0.1325,0.0402,0.473498233,
24,147A,OC,168A,OE,0.1209,0.0279,1.978723404,
24,147A,OC,168A,OE,0.1224,0.0293,2.21969697,
24,147A,OC,168A,OE,0.1182,0.0251,1.755244755,
24,147A,OC,168A,OE,0.1179,0.0254,2.288288288,
24,147A,OC,168A,OE,0.1214,0.0292,2.453781513,
24,147A,OC,67,CC,0.154,0.0614,1.421296296,
24,147A,OC,67,CC,0.1431,0.0512,1.077894737,
24,147A,OC,67,CC,0.1428,0.0499,0.986166008,
24,147A,OC,67,CC,0.152,0.0587,1.095149254,
24,147A,OC,67,CC,0.161,0.0686,1.353057199,
24,158,OC,152B,OA,0.1759,0.0705,0.750798722,
24,158,OC,152B,OA,0.1724,0.0522,0.552966102,
24,158,OC,152B,OA,0.1695,0.0495,0.646214099,
24,158,OC,152B,OA,0.1721,0.0544,0.736129905,
24,158,OC,152B,OA,0.1701,0.0514,0.666666667,
24,158,OC,147A,OC,0.1654,0.0545,1.419270833,
24,158,OC,147A,OC,0.1725,0.06,1.662049861,
24,158,OC,147A,OC,0.1797,0.0702,1.933884298,
24,158,OC,147A,OC,0.1803,0.0765,1.812796209,
24,158,OC,147A,OC,0.1779,0.0738,1.957559682,
24,158,OC,137B,OA,0.188,0.065,1.857142857,
24,158,OC,137B,OA,0.1744,0.0559,1.510810811,
24,158,OC,137B,OA,0.1829,0.0677,2.190938511,
24,158,OC,137B,OA,0.1815,0.0552,1.529085873,
24,158,OC,137B,OA,0.1832,0.0574,1.164300203,
24,158,OC,158,OC,0.1761,0.0553,1,
24,158,OC,158,OC,0.1915,0.0765,1,
24,158,OC,158,OC,0.1774,0.0619,1,
24,158,OC,158,OC,0.1776,0.0695,1,
24,158,OC,158,OC,0.1868,0.0844,1,
24,158,OC,152A,OA,0.1754,0.0576,1.719402985,
24,158,OC,152A,OA,0.176,0.0493,1.199513382,
24,158,OC,152A,OA,0.179,0.0538,1.537142857,
24,158,OC,152A,OA,0.1848,0.0551,1.284382284,
24,158,OC,152A,OA,0.1787,0.0602,1.471882641,
24,158,OC,170C,OC,0.1717,0.0474,1.538961039,
24,158,OC,170C,OC,0.1896,0.0673,1.579812207,
24,158,OC,170C,OC,0.178,0.0583,2.724299065,
24,158,OC,170C,OC,0.1878,0.069,2.169811321,
24,158,OC,170C,OC,0.1792,0.0782,3.271966527,
24,158,OC,145B,OA,0.1519,0.0304,0.53427065,
24,158,OC,145B,OA,0.1621,0.0392,0.536986301,
24,158,OC,145B,OA,0.149,0.0249,0.520920502,
24,158,OC,145B,OA,0.1457,0.0192,0.329331046,
24,158,OC,145B,OA,0.1382,0.0143,0.355721393,
24,158,OC,157B,OC,0.1606,0.0417,0.839034205,
24,158,OC,157B,OC,0.1556,0.0366,0.686679174,
24,158,OC,157B,OC,0.1605,0.0438,0.769771529,
24,158,OC,157B,OC,0.1597,0.0465,0.736925515,
24,158,OC,157B,OC,0.1643,0.067,1.381443299,
24,158,OC,154C,OA,0.1171,0.0056,2.24,
24,158,OC,154C,OA,0.1158,-0.0085,4.047619048,
24,158,OC,154C,OA,0.1161,-0.0074,0.787234043,
24,158,OC,154C,OA,0.1172,-0.0063,-1.852941176,
24,158,OC,154C,OA,0.1179,-0.0049,1.441176471,
24,158,OC,165A,OC,0.1703,0.0449,0.611716621,
24,158,OC,165A,OC,0.1639,0.0459,0.647390691,
24,158,OC,165A,OC,0.1741,0.0595,0.857348703,
24,158,OC,165A,OC,0.1758,0.0658,0.980625931,
24,158,OC,165A,OC,0.1689,0.0711,1.157980456,
24,158,OC,144A,OA,0.1497,0.057,0.929853181,
24,158,OC,144A,OA,0.1564,0.038,0.535211268,
24,158,OC,144A,OA,0.1494,0.0268,0.369146006,
24,158,OC,144A,OA,0.1554,0.0357,0.486376022,
24,158,OC,144A,OA,0.153,0.0398,0.525065963,
24,158,OC,122A,OC,0.1731,0.0566,0.956081081,
24,158,OC,122A,OC,0.1629,0.0528,0.904109589,
24,158,OC,122A,OC,0.1823,0.0741,1.099406528,
24,158,OC,122A,OC,0.1855,0.0929,1.585324232,
24,158,OC,122A,OC,0.1959,0.1031,1.912801484,
24,158,OC,149A,OE,0.1409,0.0388,0.699099099,
24,158,OC,149A,OE,0.1376,0.0319,0.619417476,
24,158,OC,149A,OE,0.122,0.0141,0.252688172,
24,158,OC,149A,OE,0.1258,0.0208,0.4360587,
24,158,OC,149A,OE,0.1241,0.0201,0.390291262,
24,158,OC,41,CC,0.1132,0.0083,0.145869947,
24,158,OC,41,CC,0.1143,0.0117,0.199318569,
24,158,OC,41,CC,0.1155,0.0084,0.130841121,
24,158,OC,41,CC,0.1235,0.0178,0.247222222,
24,158,OC,41,CC,0.1172,0.0127,0.186490455,
24,158,OC,126B,OC,0.121,0.0168,0.289655172,
24,158,OC,126B,OC,0.1255,0.0185,0.670289855,
24,158,OC,126B,OC,0.1259,0.0199,0.750943396,
24,158,OC,126B,OC,0.1234,0.0203,0.681208054,
24,158,OC,126B,OC,0.1278,0.0196,0.644736842,
24,158,OC,53,CC,0.1277,0.0258,0.400621118,
24,158,OC,53,CC,0.1386,0.0338,0.528125,
24,158,OC,53,CC,0.155,0.0533,0.8328125,
24,158,OC,53,CC,0.1432,0.0383,0.57593985,
24,158,OC,53,CC,0.1212,0.0184,0.278787879,
24,158,OC,135B,OE,0.1195,0.0179,0.581168831,
24,158,OC,135B,OE,0.1157,0.0135,0.400593472,
24,158,OC,135B,OE,0.1222,0.0178,0.526627219,
24,158,OC,135B,OE,0.1234,0.0176,0.425120773,
24,158,OC,135B,OE,0.1175,0.0109,0.369491525,
24,158,OC,57,CC,0.1199,0.0141,0.361538462,
24,158,OC,57,CC,0.1526,0.0513,2.898305085,
24,158,OC,57,CC,0.1163,0.0129,0.321695761,
24,158,OC,57,CC,0.1098,0.0071,0.188328912,
24,158,OC,57,CC,0.1125,0.0114,0.208791209,
24,158,OC,135A,OE,0.1518,0.0512,0.946395564,
24,158,OC,135A,OE,0.1389,0.038,0.730769231,
24,158,OC,135A,OE,0.1775,0.0733,1.370093458,
24,158,OC,135A,OE,0.1411,0.0404,1.060367454,
24,158,OC,135A,OE,0.1576,0.0555,0.978835979,
24,158,OC,77,CC,0.1346,0.0324,0.478581979,
24,158,OC,77,CC,0.1324,0.0311,0.45534407,
24,158,OC,77,CC,0.1262,0.0256,0.393241167,
24,158,OC,77,CC,0.1242,0.0241,0.374805599,
24,158,OC,77,CC,0.1333,0.0324,0.274111675,
24,158,OC,159,OE,0.1429,0.0498,0.611793612,
24,158,OC,159,OE,0.1421,0.0446,0.498324022,
24,158,OC,159,OE,0.1315,0.0326,0.366292135,
24,158,OC,159,OE,0.136,0.0371,0.413140312,
24,158,OC,159,OE,0.1384,0.0392,0.456876457,
24,158,OC,74,CC,0.1194,0.0202,0.383301708,
24,158,OC,74,CC,0.1211,0.024,0.415944541,
24,158,OC,74,CC,0.1179,0.0194,0.332761578,
24,158,OC,74,CC,0.1083,0.0109,0.201851852,
24,158,OC,74,CC,0.1635,0.0636,0.749116608,
24,158,OC,168A,OE,0.1362,0.0439,3.113475177,
24,158,OC,168A,OE,0.1242,0.0317,2.401515152,
24,158,OC,168A,OE,0.1321,0.0386,2.699300699,
24,158,OC,168A,OE,0.1292,0.0359,3.234234234,
24,158,OC,168A,OE,0.146,0.0532,4.470588235,
24,158,OC,67,CC,0.1467,0.0544,1.259259259,
24,158,OC,67,CC,0.141,0.0487,1.025263158,
24,158,OC,67,CC,0.1587,0.0655,1.294466403,
24,158,OC,67,CC,0.154,0.0607,1.132462687,
24,158,OC,67,CC,0.1211,0.0291,0.573964497,
24,170C,OC,152B,OA,0.172,0.0429,0.45686901,
24,170C,OC,152B,OA,0.1803,0.0535,0.566737288,
24,170C,OC,152B,OA,0.1641,0.0413,0.539164491,
24,170C,OC,152B,OA,0.1658,0.0416,0.562922869,
24,170C,OC,152B,OA,0.1531,0.0391,0.507133593,
24,170C,OC,147A,OC,0.1337,0.0226,0.588541667,
24,170C,OC,147A,OC,0.1346,0.0159,0.440443213,
24,170C,OC,147A,OC,0.1528,0.0142,0.391184573,
24,170C,OC,147A,OC,0.132,-0.0017,-0.04028436,
24,170C,OC,147A,OC,0.13,-0.0083,-0.220159151,
24,170C,OC,137B,OA,0.1712,0.0405,1.157142857,
24,170C,OC,137B,OA,0.1797,0.0531,1.435135135,
24,170C,OC,137B,OA,0.1938,0.0615,1.990291262,
24,170C,OC,137B,OA,0.1813,0.0522,1.44598338,
24,170C,OC,137B,OA,0.1806,0.0583,1.182555781,
24,170C,OC,158,OC,0.1565,0.0343,0.620253165,
24,170C,OC,158,OC,0.1623,0.0351,0.458823529,
24,170C,OC,158,OC,0.1424,0.0147,0.237479806,
24,170C,OC,158,OC,0.156,0.0286,0.411510791,
24,170C,OC,158,OC,0.1573,0.0257,0.30450237,
24,170C,OC,152A,OA,0.1725,0.048,1.432835821,
24,170C,OC,152A,OA,0.1735,0.0541,1.316301703,
24,170C,OC,152A,OA,0.1765,0.0489,1.397142857,
24,170C,OC,152A,OA,0.1732,0.0472,1.1002331,
24,170C,OC,152A,OA,0.1835,0.0579,1.415647922,
24,170C,OC,170C,OC,0.1465,0.0308,1,
24,170C,OC,170C,OC,0.164,0.0426,1,
24,170C,OC,170C,OC,0.1453,0.0214,1,
24,170C,OC,170C,OC,0.1505,0.0318,1,
24,170C,OC,170C,OC,0.147,0.0239,1,
24,170C,OC,145B,OA,0.1531,0.0238,0.41827768,
24,170C,OC,145B,OA,0.1627,0.0407,0.557534247,
24,170C,OC,145B,OA,0.1659,0.0362,0.757322176,
24,170C,OC,145B,OA,0.1658,0.0418,0.716981132,
24,170C,OC,145B,OA,0.1637,0.0409,1.017412935,
24,170C,OC,157B,OC,0.1641,0.0419,0.84305835,
24,170C,OC,157B,OC,0.1668,0.0465,0.872420263,
24,170C,OC,157B,OC,0.1626,0.0433,0.760984183,
24,170C,OC,157B,OC,0.1715,0.0458,0.725832013,
24,170C,OC,157B,OC,0.1795,0.0598,1.232989691,
24,170C,OC,154C,OA,0.1343,0.0079,3.16,
24,170C,OC,154C,OA,0.1306,-0.0001,0.047619048,
24,170C,OC,154C,OA,0.1307,0.0054,-0.574468085,
24,170C,OC,154C,OA,0.1308,0.0097,2.852941176,
24,170C,OC,154C,OA,0.1293,0.0061,-1.794117647,
24,170C,OC,165A,OC,0.1602,0.0358,0.48773842,
24,170C,OC,165A,OC,0.162,0.0446,0.629055007,
24,170C,OC,165A,OC,0.155,0.0331,0.476945245,
24,170C,OC,165A,OC,0.1602,0.0381,0.56780924,
24,170C,OC,165A,OC,0.1575,0.0361,0.587947883,
24,170C,OC,144A,OA,0.149,0.0516,0.841761827,
24,170C,OC,144A,OA,0.1546,0.0416,0.585915493,
24,170C,OC,144A,OA,0.1589,0.051,0.702479339,
24,170C,OC,144A,OA,0.1627,0.0504,0.686648501,
24,170C,OC,144A,OA,0.1473,0.0414,0.546174142,
24,170C,OC,122A,OC,0.1629,0.0547,0.923986486,
24,170C,OC,122A,OC,0.1656,0.0599,1.025684932,
24,170C,OC,122A,OC,0.1657,0.0539,0.799703264,
24,170C,OC,122A,OC,0.1735,0.0604,1.030716724,
24,170C,OC,122A,OC,0.1812,0.0832,1.543599258,
24,170C,OC,149A,OE,0.1485,0.0487,0.877477477,
24,170C,OC,149A,OE,0.143,0.0382,0.741747573,
24,170C,OC,149A,OE,0.1398,0.0359,0.643369176,
24,170C,OC,149A,OE,0.1402,0.0372,0.779874214,
24,170C,OC,149A,OE,0.1304,0.0291,0.565048544,
24,170C,OC,41,CC,0.1274,0.0255,0.448154657,
24,170C,OC,41,CC,0.1311,0.0295,0.502555366,
24,170C,OC,41,CC,0.1409,0.0386,0.601246106,
24,170C,OC,41,CC,0.1383,0.0359,0.498611111,
24,170C,OC,41,CC,0.1239,0.0258,0.378854626,
24,170C,OC,126B,OC,0.171,0.068,1.172413793,
24,170C,OC,126B,OC,0.1305,0.0271,0.981884058,
24,170C,OC,126B,OC,0.1322,0.0278,1.049056604,
24,170C,OC,126B,OC,0.1306,0.0256,0.859060403,
24,170C,OC,126B,OC,0.1284,0.0255,0.838815789,
24,170C,OC,53,CC,0.1341,0.0324,0.50310559,
24,170C,OC,53,CC,0.1399,0.0368,0.575,
24,170C,OC,53,CC,0.1436,0.0426,0.665625,
24,170C,OC,53,CC,0.148,0.0469,0.705263158,
24,170C,OC,53,CC,0.1485,0.051,0.772727273,
24,170C,OC,135B,OE,0.1474,0.0495,1.607142857,
24,170C,OC,135B,OE,0.1399,0.0421,1.24925816,
24,170C,OC,135B,OE,0.14,0.0407,1.204142012,
24,170C,OC,135B,OE,0.1518,0.0517,1.248792271,
24,170C,OC,135B,OE,0.1454,0.0452,1.53220339,
24,170C,OC,57,CC,0.1267,0.0279,0.715384615,
24,170C,OC,57,CC,0.1424,0.0431,2.435028249,
24,170C,OC,57,CC,0.1227,0.023,0.573566085,
24,170C,OC,57,CC,0.1275,0.0281,0.74535809,
24,170C,OC,57,CC,0.1144,0.017,0.311355311,
24,170C,OC,135A,OE,0.1433,0.0458,0.846580407,
24,170C,OC,135A,OE,0.1398,0.0421,0.809615385,
24,170C,OC,135A,OE,0.1376,0.0404,0.755140187,
24,170C,OC,135A,OE,0.1342,0.0367,0.963254593,
24,170C,OC,135A,OE,0.1343,0.0372,0.656084656,
24,170C,OC,77,CC,0.1157,0.0183,0.270310192,
24,170C,OC,77,CC,0.1236,0.025,0.366032211,
24,170C,OC,77,CC,0.1156,0.0179,0.274961598,
24,170C,OC,77,CC,0.1183,0.0209,0.32503888,
24,170C,OC,77,CC,0.1258,0.0282,0.23857868,
24,170C,OC,159,OE,0.1349,0.0373,0.458230958,
24,170C,OC,159,OE,0.1411,0.0432,0.482681564,
24,170C,OC,159,OE,0.1446,0.0467,0.524719101,
24,170C,OC,159,OE,0.1344,0.0359,0.399777283,
24,170C,OC,159,OE,0.1274,0.0299,0.348484848,
24,170C,OC,74,CC,0.1242,0.027,0.512333966,
24,170C,OC,74,CC,0.1312,0.0322,0.558058925,
24,170C,OC,74,CC,0.1377,0.0396,0.679245283,
24,170C,OC,74,CC,0.1503,0.0518,0.959259259,
24,170C,OC,74,CC,0.1572,0.0593,0.698468787,
24,170C,OC,168A,OE,0.1156,0.0175,1.241134752,
24,170C,OC,168A,OE,0.1168,0.0184,1.393939394,
24,170C,OC,168A,OE,0.118,0.0184,1.286713287,
24,170C,OC,168A,OE,0.1149,0.0159,1.432432432,
24,170C,OC,168A,OE,0.116,0.0182,1.529411765,
24,170C,OC,67,CC,0.1436,0.0455,1.053240741,
24,170C,OC,67,CC,0.1363,0.0368,0.774736842,
24,170C,OC,67,CC,0.1465,0.0475,0.938735178,
24,170C,OC,67,CC,0.1647,0.066,1.231343284,
24,170C,OC,67,CC,0.1837,0.0839,1.654832347,
24,157B,OC,152B,OA,0.1722,0.071,0.756123536,
24,157B,OC,152B,OA,0.1751,0.0666,0.705508475,
24,157B,OC,152B,OA,0.1781,0.0691,0.902088773,
24,157B,OC,152B,OA,0.1702,0.0658,0.890392422,
24,157B,OC,152B,OA,0.1726,0.0689,0.893644617,
24,157B,OC,147A,OC,0.165,0.0632,1.645833333,
24,157B,OC,147A,OC,0.167,0.0639,1.770083102,
24,157B,OC,147A,OC,0.1779,0.0701,1.931129477,
24,157B,OC,147A,OC,0.1688,0.0538,1.274881517,
24,157B,OC,147A,OC,0.1915,0.0902,2.392572944,
24,157B,OC,137B,OA,0.1849,0.075,2.142857143,
24,157B,OC,137B,OA,0.1784,0.0661,1.786486486,
24,157B,OC,137B,OA,0.182,0.0639,2.067961165,
24,157B,OC,137B,OA,0.1854,0.0679,1.880886427,
24,157B,OC,137B,OA,0.1807,0.0683,1.385395538,
24,157B,OC,158,OC,0.1567,0.0449,0.811934901,
24,157B,OC,158,OC,0.1766,0.0601,0.785620915,
24,157B,OC,158,OC,0.161,0.0469,0.757673667,
24,157B,OC,158,OC,0.1641,0.0554,0.797122302,
24,157B,OC,158,OC,0.1678,0.0516,0.611374408,
24,157B,OC,152A,OA,0.1935,0.0825,2.462686567,
24,157B,OC,152A,OA,0.1883,0.0721,1.754257908,
24,157B,OC,152A,OA,0.1881,0.068,1.942857143,
24,157B,OC,152A,OA,0.1905,0.0733,1.708624709,
24,157B,OC,152A,OA,0.198,0.0808,1.975550122,
24,157B,OC,170C,OC,0.1761,0.0629,2.042207792,
24,157B,OC,170C,OC,0.166,0.0534,1.253521127,
24,157B,OC,170C,OC,0.1983,0.0789,3.686915888,
24,157B,OC,170C,OC,0.2245,0.1038,3.264150943,
24,157B,OC,170C,OC,0.1756,0.0652,2.728033473,
24,157B,OC,145B,OA,0.149,0.0388,0.681898067,
24,157B,OC,145B,OA,0.1502,0.0367,0.502739726,
24,157B,OC,145B,OA,0.1483,0.0321,0.671548117,
24,157B,OC,145B,OA,0.1567,0.0451,0.773584906,
24,157B,OC,145B,OA,0.1592,0.045,1.119402985,
24,157B,OC,157B,OC,0.165,0.0497,1,
24,157B,OC,157B,OC,0.165,0.0533,1,
24,157B,OC,157B,OC,0.1743,0.0569,1,
24,157B,OC,157B,OC,0.1761,0.0631,1,
24,157B,OC,157B,OC,0.1617,0.0485,1,
24,157B,OC,154C,OA,0.1202,0.0267,10.68,
24,157B,OC,154C,OA,0.1208,0.0142,-6.761904762,
24,157B,OC,154C,OA,0.1193,0.0113,-1.20212766,
24,157B,OC,154C,OA,0.1239,0.014,4.117647059,
24,157B,OC,154C,OA,0.1246,0.0188,-5.529411765,
24,157B,OC,165A,OC,0.166,0.056,0.762942779,
24,157B,OC,165A,OC,0.1644,0.0523,0.737658674,
24,157B,OC,165A,OC,0.1724,0.0583,0.840057637,
24,157B,OC,165A,OC,0.1753,0.0615,0.916542474,
24,157B,OC,165A,OC,0.1631,0.0583,0.949511401,
24,157B,OC,144A,OA,0.1365,0.0435,0.709624796,
24,157B,OC,144A,OA,0.1321,0.0392,0.552112676,
24,157B,OC,144A,OA,0.1441,0.0497,0.684573003,
24,157B,OC,144A,OA,0.1529,0.0593,0.807901907,
24,157B,OC,144A,OA,0.1541,0.0611,0.806068602,
24,157B,OC,122A,OC,0.1644,0.0691,1.16722973,
24,157B,OC,122A,OC,0.1657,0.0711,1.217465753,
24,157B,OC,122A,OC,0.1613,0.0658,0.976261128,
24,157B,OC,122A,OC,0.1638,0.0686,1.170648464,
24,157B,OC,122A,OC,0.1864,0.0833,1.545454545,
24,157B,OC,149A,OE,0.1421,0.0418,0.753153153,
24,157B,OC,149A,OE,0.1452,0.0423,0.821359223,
24,157B,OC,149A,OE,0.1468,0.0429,0.768817204,
24,157B,OC,149A,OE,0.1385,0.0386,0.809224319,
24,157B,OC,149A,OE,0.1524,0.0515,1,
24,157B,OC,41,CC,0.1436,0.0434,0.762741652,
24,157B,OC,41,CC,0.143,0.042,0.715502555,
24,157B,OC,41,CC,0.1453,0.0411,0.640186916,
24,157B,OC,41,CC,0.1495,0.0456,0.633333333,
24,157B,OC,41,CC,0.1511,0.0487,0.715124816,
24,157B,OC,126B,OC,0.1555,0.0544,0.937931034,
24,157B,OC,126B,OC,0.1589,0.0545,1.974637681,
24,157B,OC,126B,OC,0.1581,0.0553,2.086792453,
24,157B,OC,126B,OC,0.1576,0.0543,1.822147651,
24,157B,OC,126B,OC,0.1501,0.0488,1.605263158,
24,157B,OC,53,CC,0.1619,0.0607,0.942546584,
24,157B,OC,53,CC,0.1582,0.0564,0.88125,
24,157B,OC,53,CC,0.1653,0.063,0.984375,
24,157B,OC,53,CC,0.1647,0.0638,0.959398496,
24,157B,OC,53,CC,0.1588,0.0595,0.901515152,
24,157B,OC,135B,OE,0.1577,0.061,1.980519481,
24,157B,OC,135B,OE,0.1579,0.0608,1.804154303,
24,157B,OC,135B,OE,0.1589,0.0586,1.733727811,
24,157B,OC,135B,OE,0.1585,0.0539,1.301932367,
24,157B,OC,135B,OE,0.161,0.0587,1.989830508,
24,157B,OC,57,CC,0.159,0.0575,1.474358974,
24,157B,OC,57,CC,0.1613,0.0603,3.406779661,
24,157B,OC,57,CC,0.151,0.0516,1.286783042,
24,157B,OC,57,CC,0.1579,0.0565,1.49867374,
24,157B,OC,57,CC,0.1579,0.0587,1.075091575,
24,157B,OC,135A,OE,0.1695,0.0748,1.382624769,
24,157B,OC,135A,OE,0.174,0.0776,1.492307692,
24,157B,OC,135A,OE,0.1837,0.0856,1.6,
24,157B,OC,135A,OE,0.1879,0.0902,2.367454068,
24,157B,OC,135A,OE,0.1686,0.073,1.287477954,
24,157B,OC,77,CC,0.1695,0.0708,1.045790251,
24,157B,OC,77,CC,0.1758,0.0796,1.165446559,
24,157B,OC,77,CC,0.1704,0.0739,1.135176651,
24,157B,OC,77,CC,0.1771,0.082,1.275272162,
