time,supernatant ,sup_geno,inoculant ,inoc_geno,OD_raw,OD,comp_ind
0,168A,OE,57,CC,0.1022,0,
0,168A,OE,135A,OE,0.1003,0,
0,168A,OE,135A,OE,0.1043,0,
0,168A,OE,135A,OE,0.1073,0,
0,168A,OE,135A,OE,0.108,0,
0,168A,OE,135A,OE,0.1055,0,
0,168A,OE,77,CC,0.1065,0,
0,168A,OE,77,CC,0.1042,0,
0,168A,OE,77,CC,0.1044,0,
0,168A,OE,77,CC,0.1027,0,
0,168A,OE,77,CC,0.0954,0,
0,168A,OE,159,OE,0.0919,0,
0,168A,OE,159,OE,0.0968,0,
0,168A,OE,159,OE,0.1004,0,
0,168A,OE,159,OE,0.1023,0,
0,168A,OE,159,OE,0.1015,0,
0,168A,OE,74,CC,0.1021,0,
0,168A,OE,74,CC,0.1019,0,
0,168A,OE,74,CC,0.0996,0,
0,168A,OE,74,CC,0.099,0,
0,168A,OE,74,CC,0.0928,0,
0,168A,OE,168A,OE,0.0931,0,
0,168A,OE,168A,OE,0.0928,0,
0,168A,OE,168A,OE,0.0937,0,
0,168A,OE,168A,OE,0.0927,0,
0,168A,OE,168A,OE,0.0922,0,
0,168A,OE,67,CC,0.0935,0,
0,168A,OE,67,CC,0.0926,0,
0,168A,OE,67,CC,0.0932,0,
0,168A,OE,67,CC,0.0936,0,
0,168A,OE,67,CC,0.0932,0,
0,41,CC,152B,OA,0.0931,0,
0,41,CC,152B,OA,0.0932,0,
0,41,CC,152B,OA,0.0936,0,
0,41,CC,152B,OA,0.0935,0,
0,41,CC,152B,OA,0.0928,0,
0,41,CC,147A,OC,0.0937,0,
0,41,CC,147A,OC,0.0951,0,
0,41,CC,147A,OC,0.0972,0,
0,41,CC,147A,OC,0.0954,0,
0,41,CC,147A,OC,0.0937,0,
0,41,CC,137B,OA,0.0924,0,
0,41,CC,137B,OA,0.0962,0,
0,41,CC,137B,OA,0.096,0,
0,41,CC,137B,OA,0.0969,0,
0,41,CC,137B,OA,0.0957,0,
0,41,CC,158,OC,0.0945,0,
0,41,CC,158,OC,0.095,0,
0,41,CC,158,OC,0.0932,0,
0,41,CC,158,OC,0.0924,0,
0,41,CC,158,OC,0.0926,0,
0,41,CC,152A,OA,0.0925,0,
0,41,CC,152A,OA,0.0924,0,
0,41,CC,152A,OA,0.0928,0,
0,41,CC,152A,OA,0.0929,0,
0,41,CC,152A,OA,0.0924,0,
0,41,CC,170C,OC,0.0915,0,
0,41,CC,170C,OC,0.0931,0,
0,41,CC,170C,OC,0.0922,0,
0,41,CC,170C,OC,0.0924,0,
0,41,CC,170C,OC,0.0919,0,
0,41,CC,145B,OA,0.093,0,
0,41,CC,145B,OA,0.0934,0,
0,41,CC,145B,OA,0.0931,0,
0,41,CC,145B,OA,0.0926,0,
0,41,CC,145B,OA,0.0924,0,
0,41,CC,157B,OC,0.0921,0,
0,41,CC,157B,OC,0.0923,0,
0,41,CC,157B,OC,0.0922,0,
0,41,CC,157B,OC,0.0925,0,
0,41,CC,157B,OC,0.0928,0,
0,41,CC,154C,OA,0.0927,0,
0,41,CC,154C,OA,0.0926,0,
0,41,CC,154C,OA,0.0926,0,
0,41,CC,154C,OA,0.0935,0,
0,41,CC,154C,OA,0.0926,0,
0,41,CC,165A,OC,0.0927,0,
0,41,CC,165A,OC,0.0934,0,
0,41,CC,165A,OC,0.0927,0,
0,41,CC,165A,OC,0.0929,0,
0,41,CC,165A,OC,0.093,0,
0,41,CC,144A,OA,0.0933,0,
0,41,CC,144A,OA,0.0929,0,
0,41,CC,144A,OA,0.0955,0,
0,41,CC,144A,OA,0.093,0,
0,41,CC,144A,OA,0.0931,0,
0,41,CC,122A,OC,0.0928,0,
0,41,CC,122A,OC,0.0926,0,
0,41,CC,122A,OC,0.0935,0,
0,41,CC,122A,OC,0.0937,0,
0,41,CC,122A,OC,0.0927,0,
0,41,CC,149A,OE,0.1032,0,
0,41,CC,149A,OE,0.11,0,
0,41,CC,149A,OE,0.112,0,
0,41,CC,149A,OE,0.1101,0,
0,41,CC,149A,OE,0.1118,0,
0,41,CC,41,CC,0.1075,0,
0,41,CC,41,CC,0.1092,0,
0,41,CC,41,CC,0.1071,0,
0,41,CC,41,CC,0.1076,0,
0,41,CC,41,CC,0.1029,0,
0,41,CC,126B,OC,0.1068,0,
0,41,CC,126B,OC,0.1088,0,
0,41,CC,126B,OC,0.1096,0,
0,41,CC,126B,OC,0.1116,0,
0,41,CC,126B,OC,0.1069,0,
0,41,CC,53,CC,0.1098,0,
0,41,CC,53,CC,0.1085,0,
0,41,CC,53,CC,0.1112,0,
0,41,CC,53,CC,0.1064,0,
0,41,CC,53,CC,0.1037,0,
0,41,CC,135B,OE,0.1044,0,
0,41,CC,135B,OE,0.1072,0,
0,41,CC,135B,OE,0.112,0,
0,41,CC,135B,OE,0.1105,0,
0,41,CC,135B,OE,0.1097,0,
0,41,CC,57,CC,0.1089,0,
0,41,CC,57,CC,0.1115,0,
0,41,CC,57,CC,0.1106,0,
0,41,CC,57,CC,0.1085,0,
0,41,CC,57,CC,0.1052,0,
0,41,CC,135A,OE,0.1046,0,
0,41,CC,135A,OE,0.1071,0,
0,41,CC,135A,OE,0.1074,0,
0,41,CC,135A,OE,0.1087,0,
0,41,CC,135A,OE,0.1087,0,
0,41,CC,77,CC,0.1112,0,
0,41,CC,77,CC,0.1079,0,
0,41,CC,77,CC,0.1055,0,
0,41,CC,77,CC,0.1046,0,
0,41,CC,77,CC,0.1,0,
0,41,CC,159,OE,0.0925,0,
0,41,CC,159,OE,0.0992,0,
0,41,CC,159,OE,0.1028,0,
0,41,CC,159,OE,0.1043,0,
0,41,CC,159,OE,0.1046,0,
0,41,CC,74,CC,0.1045,0,
0,41,CC,74,CC,0.1072,0,
0,41,CC,74,CC,0.1047,0,
0,41,CC,74,CC,0.1019,0,
0,41,CC,74,CC,0.097,0,
0,41,CC,168A,OE,0.0923,0,
0,41,CC,168A,OE,0.0924,0,
0,41,CC,168A,OE,0.093,0,
0,41,CC,168A,OE,0.0952,0,
0,41,CC,168A,OE,0.092,0,
0,41,CC,67,CC,0.0927,0,
0,41,CC,67,CC,0.0922,0,
0,41,CC,67,CC,0.0927,0,
0,41,CC,67,CC,0.0925,0,
0,41,CC,67,CC,0.0923,0,
0,53,CC,152B,OA,0.1033,0,
0,53,CC,152B,OA,0.1107,0,
0,53,CC,152B,OA,0.114,0,
0,53,CC,152B,OA,0.1118,0,
0,53,CC,152B,OA,0.1051,0,
0,53,CC,147A,OC,0.1068,0,
0,53,CC,147A,OC,0.1049,0,
0,53,CC,147A,OC,0.1076,0,
0,53,CC,147A,OC,0.108,0,
0,53,CC,147A,OC,0.1031,0,
0,53,CC,137B,OA,0.1112,0,
0,53,CC,137B,OA,0.1093,0,
0,53,CC,137B,OA,0.1084,0,
0,53,CC,137B,OA,0.1102,0,
0,53,CC,137B,OA,0.11,0,
0,53,CC,158,OC,0.1094,0,
0,53,CC,158,OC,0.1093,0,
0,53,CC,158,OC,0.108,0,
0,53,CC,158,OC,0.1051,0,
0,53,CC,158,OC,0.1029,0,
0,53,CC,152A,OA,0.103,0,
0,53,CC,152A,OA,0.107,0,
0,53,CC,152A,OA,0.1078,0,
0,53,CC,152A,OA,0.1106,0,
0,53,CC,152A,OA,0.1099,0,
0,53,CC,170C,OC,0.1059,0,
0,53,CC,170C,OC,0.1067,0,
0,53,CC,170C,OC,0.1083,0,
0,53,CC,170C,OC,0.1062,0,
0,53,CC,170C,OC,0.102,0,
0,53,CC,145B,OA,0.1021,0,
0,53,CC,145B,OA,0.1043,0,
0,53,CC,145B,OA,0.1106,0,
0,53,CC,145B,OA,0.1089,0,
0,53,CC,145B,OA,0.107,0,
0,53,CC,157B,OC,0.106,0,
0,53,CC,157B,OC,0.1059,0,
0,53,CC,157B,OC,0.1029,0,
0,53,CC,157B,OC,0.1046,0,
0,53,CC,157B,OC,0.0962,0,
0,53,CC,154C,OA,0.0934,0,
0,53,CC,154C,OA,0.0996,0,
0,53,CC,154C,OA,0.1014,0,
0,53,CC,154C,OA,0.1032,0,
0,53,CC,154C,OA,0.1034,0,
0,53,CC,165A,OC,0.1021,0,
0,53,CC,165A,OC,0.1021,0,
0,53,CC,165A,OC,0.1021,0,
0,53,CC,165A,OC,0.101,0,
0,53,CC,165A,OC,0.0928,0,
0,53,CC,144A,OA,0.0926,0,
0,53,CC,144A,OA,0.093,0,
0,53,CC,144A,OA,0.0938,0,
0,53,CC,144A,OA,0.0942,0,
0,53,CC,144A,OA,0.093,0,
0,53,CC,122A,OC,0.0924,0,
0,53,CC,122A,OC,0.0927,0,
0,53,CC,122A,OC,0.0931,0,
0,53,CC,122A,OC,0.0932,0,
0,53,CC,122A,OC,0.0925,0,
0,53,CC,149A,OE,0.0931,0,
0,53,CC,149A,OE,0.0925,0,
0,53,CC,149A,OE,0.0931,0,
0,53,CC,149A,OE,0.0931,0,
0,53,CC,149A,OE,0.0929,0,
0,53,CC,41,CC,0.0929,0,
0,53,CC,41,CC,0.0927,0,
0,53,CC,41,CC,0.0936,0,
0,53,CC,41,CC,0.0934,0,
0,53,CC,41,CC,0.0924,0,
0,53,CC,126B,OC,0.0922,0,
0,53,CC,126B,OC,0.0926,0,
0,53,CC,126B,OC,0.0927,0,
0,53,CC,126B,OC,0.0933,0,
0,53,CC,126B,OC,0.0922,0,
0,53,CC,53,CC,0.0923,0,
0,53,CC,53,CC,0.0934,0,
0,53,CC,53,CC,0.0927,0,
0,53,CC,53,CC,0.0927,0,
0,53,CC,53,CC,0.0921,0,
0,53,CC,135B,OE,0.0926,0,
0,53,CC,135B,OE,0.093,0,
0,53,CC,135B,OE,0.0928,0,
0,53,CC,135B,OE,0.0925,0,
0,53,CC,135B,OE,0.0921,0,
0,53,CC,57,CC,0.0912,0,
0,53,CC,57,CC,0.0919,0,
0,53,CC,57,CC,0.0923,0,
0,53,CC,57,CC,0.0919,0,
0,53,CC,57,CC,0.0921,0,
0,53,CC,135A,OE,0.0923,0,
0,53,CC,135A,OE,0.0926,0,
0,53,CC,135A,OE,0.0922,0,
0,53,CC,135A,OE,0.0923,0,
0,53,CC,135A,OE,0.0917,0,
0,53,CC,77,CC,0.0925,0,
0,53,CC,77,CC,0.0926,0,
0,53,CC,77,CC,0.0928,0,
0,53,CC,77,CC,0.0921,0,
0,53,CC,77,CC,0.0926,0,
0,53,CC,159,OE,0.0928,0,
0,53,CC,159,OE,0.093,0,
0,53,CC,159,OE,0.093,0,
0,53,CC,159,OE,0.0937,0,
0,53,CC,159,OE,0.0924,0,
0,53,CC,74,CC,0.0928,0,
0,53,CC,74,CC,0.0937,0,
0,53,CC,74,CC,0.093,0,
0,53,CC,74,CC,0.0931,0,
0,53,CC,74,CC,0.0932,0,
0,53,CC,168A,OE,0.0935,0,
0,53,CC,168A,OE,0.0929,0,
0,53,CC,168A,OE,0.0938,0,
0,53,CC,168A,OE,0.0935,0,
0,53,CC,168A,OE,0.0928,0,
0,53,CC,67,CC,0.0931,0,
0,53,CC,67,CC,0.0944,0,
0,53,CC,67,CC,0.0937,0,
0,53,CC,67,CC,0.0938,0,
0,53,CC,67,CC,0.0931,0,
0,57,CC,152B,OA,0.0927,0,
0,57,CC,152B,OA,0.0929,0,
0,57,CC,152B,OA,0.0933,0,
0,57,CC,152B,OA,0.0936,0,
0,57,CC,152B,OA,0.0925,0,
0,57,CC,147A,OC,0.0935,0,
0,57,CC,147A,OC,0.094,0,
0,57,CC,147A,OC,0.0943,0,
0,57,CC,147A,OC,0.0938,0,
0,57,CC,147A,OC,0.0935,0,
0,57,CC,137B,OA,0.0928,0,
0,57,CC,137B,OA,0.092,0,
0,57,CC,137B,OA,0.0924,0,
0,57,CC,137B,OA,0.0933,0,
0,57,CC,137B,OA,0.0926,0,
0,57,CC,158,OC,0.0923,0,
0,57,CC,158,OC,0.0935,0,
0,57,CC,158,OC,0.0933,0,
0,57,CC,158,OC,0.0926,0,
0,57,CC,158,OC,0.0924,0,
0,57,CC,152A,OA,0.0928,0,
0,57,CC,152A,OA,0.0924,0,
0,57,CC,152A,OA,0.0922,0,
0,57,CC,152A,OA,0.0919,0,
0,57,CC,152A,OA,0.0923,0,
0,57,CC,170C,OC,0.0916,0,
0,57,CC,170C,OC,0.0928,0,
0,57,CC,170C,OC,0.0929,0,
0,57,CC,170C,OC,0.0922,0,
0,57,CC,170C,OC,0.0923,0,
0,57,CC,145B,OA,0.0923,0,
0,57,CC,145B,OA,0.0919,0,
0,57,CC,145B,OA,0.0925,0,
0,57,CC,145B,OA,0.0924,0,
0,57,CC,145B,OA,0.0921,0,
0,57,CC,157B,OC,0.0924,0,
0,57,CC,157B,OC,0.0918,0,
0,57,CC,157B,OC,0.0921,0,
0,57,CC,157B,OC,0.0928,0,
0,57,CC,157B,OC,0.0926,0,
0,57,CC,154C,OA,0.092,0,
0,57,CC,154C,OA,0.0924,0,
0,57,CC,154C,OA,0.093,0,
0,57,CC,154C,OA,0.0931,0,
0,57,CC,154C,OA,0.0917,0,
0,57,CC,165A,OC,0.0918,0,
0,57,CC,165A,OC,0.0933,0,
0,57,CC,165A,OC,0.0931,0,
0,57,CC,165A,OC,0.0933,0,
0,57,CC,165A,OC,0.0923,0,
0,57,CC,144A,OA,0.0935,0,
0,57,CC,144A,OA,0.0932,0,
0,57,CC,144A,OA,0.0939,0,
0,57,CC,144A,OA,0.0928,0,
0,57,CC,144A,OA,0.0927,0,
0,57,CC,122A,OC,0.0928,0,
0,57,CC,122A,OC,0.0937,0,
0,57,CC,122A,OC,0.0932,0,
0,57,CC,122A,OC,0.0936,0,
0,57,CC,122A,OC,0.093,0,
0,57,CC,149A,OE,0.1094,0,
0,57,CC,149A,OE,0.1168,0,
0,57,CC,149A,OE,0.1192,0,
0,57,CC,149A,OE,0.1138,0,
0,57,CC,149A,OE,0.1144,0,
0,57,CC,41,CC,0.1115,0,
0,57,CC,41,CC,0.1083,0,
0,57,CC,41,CC,0.1122,0,
0,57,CC,41,CC,0.1116,0,
0,57,CC,41,CC,0.1099,0,
0,57,CC,126B,OC,0.1113,0,
0,57,CC,126B,OC,0.1202,0,
0,57,CC,126B,OC,0.1244,0,
0,57,CC,126B,OC,0.1209,0,
0,57,CC,126B,OC,0.1168,0,
0,57,CC,53,CC,0.1188,0,
0,57,CC,53,CC,0.1178,0,
0,57,CC,53,CC,0.1141,0,
0,57,CC,53,CC,0.1174,0,
0,57,CC,53,CC,0.1115,0,
0,57,CC,135B,OE,0.1163,0,
0,57,CC,135B,OE,0.1166,0,
0,57,CC,135B,OE,0.1233,0,
0,57,CC,135B,OE,0.1227,0,
0,57,CC,135B,OE,0.1313,0,
0,57,CC,57,CC,0.122,0,
0,57,CC,57,CC,0.1151,0,
0,57,CC,57,CC,0.127,0,
0,57,CC,57,CC,0.1201,0,
0,57,CC,57,CC,0.1101,0,
0,57,CC,135A,OE,0.1155,0,
0,57,CC,135A,OE,0.1211,0,
0,57,CC,135A,OE,0.1272,0,
0,57,CC,135A,OE,0.128,0,
0,57,CC,135A,OE,0.1276,0,
0,57,CC,77,CC,0.1227,0,
0,57,CC,77,CC,0.12,0,
0,57,CC,77,CC,0.1205,0,
0,57,CC,77,CC,0.1207,0,
0,57,CC,77,CC,0.1076,0,
0,57,CC,159,OE,0.1113,0,
0,57,CC,159,OE,0.1223,0,
0,57,CC,159,OE,0.1238,0,
0,57,CC,159,OE,0.1239,0,
0,57,CC,159,OE,0.1163,0,
0,57,CC,74,CC,0.1174,0,
0,57,CC,74,CC,0.1159,0,
0,57,CC,74,CC,0.116,0,
0,57,CC,74,CC,0.1172,0,
0,57,CC,74,CC,0.1053,0,
0,57,CC,168A,OE,0.097,0,
0,57,CC,168A,OE,0.1003,0,
0,57,CC,168A,OE,0.1018,0,
0,57,CC,168A,OE,0.1006,0,
0,57,CC,168A,OE,0.1026,0,
0,57,CC,67,CC,0.1052,0,
0,57,CC,67,CC,0.1029,0,
0,57,CC,67,CC,0.1013,0,
0,57,CC,67,CC,0.0998,0,
0,57,CC,67,CC,0.0924,0,
0,77,CC,152B,OA,0.0993,0,
0,77,CC,152B,OA,0.1031,0,
0,77,CC,152B,OA,0.1032,0,
0,77,CC,152B,OA,0.1042,0,
0,77,CC,152B,OA,0.0998,0,
0,77,CC,147A,OC,0.102,0,
0,77,CC,147A,OC,0.1034,0,
0,77,CC,147A,OC,0.104,0,
0,77,CC,147A,OC,0.1032,0,
0,77,CC,147A,OC,0.1015,0,
0,77,CC,137B,OA,0.1021,0,
0,77,CC,137B,OA,0.1044,0,
0,77,CC,137B,OA,0.1025,0,
0,77,CC,137B,OA,0.1048,0,
0,77,CC,137B,OA,0.1029,0,
0,77,CC,158,OC,0.1018,0,
0,77,CC,158,OC,0.1032,0,
0,77,CC,158,OC,0.101,0,
0,77,CC,158,OC,0.0982,0,
0,77,CC,158,OC,0.0961,0,
0,77,CC,152A,OA,0.0967,0,
0,77,CC,152A,OA,0.1008,0,
0,77,CC,152A,OA,0.1034,0,
0,77,CC,152A,OA,0.1024,0,
0,77,CC,152A,OA,0.102,0,
0,77,CC,170C,OC,0.1,0,
0,77,CC,170C,OC,0.1024,0,
0,77,CC,170C,OC,0.101,0,
0,77,CC,170C,OC,0.0993,0,
0,77,CC,170C,OC,0.098,0,
0,77,CC,145B,OA,0.0946,0,
0,77,CC,145B,OA,0.0984,0,
0,77,CC,145B,OA,0.1009,0,
0,77,CC,145B,OA,0.0987,0,
0,77,CC,145B,OA,0.0995,0,
0,77,CC,157B,OC,0.0988,0,
0,77,CC,157B,OC,0.097,0,
0,77,CC,157B,OC,0.096,0,
0,77,CC,157B,OC,0.093,0,
0,77,CC,157B,OC,0.0922,0,
0,77,CC,154C,OA,0.0929,0,
0,77,CC,154C,OA,0.092,0,
0,77,CC,154C,OA,0.0919,0,
0,77,CC,154C,OA,0.093,0,
0,77,CC,154C,OA,0.0921,0,
0,77,CC,165A,OC,0.0921,0,
0,77,CC,165A,OC,0.0924,0,
0,77,CC,165A,OC,0.0928,0,
0,77,CC,165A,OC,0.0929,0,
0,77,CC,165A,OC,0.0924,0,
0,77,CC,144A,OA,0.0923,0,
0,77,CC,144A,OA,0.0929,0,
0,77,CC,144A,OA,0.0934,0,
0,77,CC,144A,OA,0.0927,0,
0,77,CC,144A,OA,0.0924,0,
0,77,CC,122A,OC,0.0921,0,
0,77,CC,122A,OC,0.0921,0,
0,77,CC,122A,OC,0.0924,0,
0,77,CC,122A,OC,0.0924,0,
0,77,CC,122A,OC,0.0925,0,
0,77,CC,149A,OE,0.0978,0,
0,77,CC,149A,OE,0.1002,0,
0,77,CC,149A,OE,0.1017,0,
0,77,CC,149A,OE,0.1015,0,
0,77,CC,149A,OE,0.0989,0,
0,77,CC,41,CC,0.1004,0,
0,77,CC,41,CC,0.1017,0,
0,77,CC,41,CC,0.1015,0,
0,77,CC,41,CC,0.1028,0,
0,77,CC,41,CC,0.0995,0,
0,77,CC,126B,OC,0.0974,0,
0,77,CC,126B,OC,0.1023,0,
0,77,CC,126B,OC,0.1006,0,
0,77,CC,126B,OC,0.1006,0,
0,77,CC,126B,OC,0.0993,0,
0,77,CC,53,CC,0.0987,0,
0,77,CC,53,CC,0.1006,0,
0,77,CC,53,CC,0.0985,0,
0,77,CC,53,CC,0.0986,0,
0,77,CC,53,CC,0.0945,0,
0,77,CC,135B,OE,0.0921,0,
0,77,CC,135B,OE,0.095,0,
0,77,CC,135B,OE,0.0977,0,
0,77,CC,135B,OE,0.0999,0,
0,77,CC,135B,OE,0.1016,0,
0,77,CC,57,CC,0.0987,0,
0,77,CC,57,CC,0.0996,0,
0,77,CC,57,CC,0.0979,0,
0,77,CC,57,CC,0.0983,0,
0,77,CC,57,CC,0.0939,0,
0,77,CC,135A,OE,0.0921,0,
0,77,CC,135A,OE,0.0924,0,
0,77,CC,135A,OE,0.0942,0,
0,77,CC,135A,OE,0.0948,0,
0,77,CC,135A,OE,0.0941,0,
0,77,CC,77,CC,0.0939,0,
0,77,CC,77,CC,0.0933,0,
0,77,CC,77,CC,0.0916,0,
0,77,CC,77,CC,0.0911,0,
0,77,CC,77,CC,0.0917,0,
0,77,CC,159,OE,0.0924,0,
0,77,CC,159,OE,0.0925,0,
0,77,CC,159,OE,0.0923,0,
0,77,CC,159,OE,0.0945,0,
0,77,CC,159,OE,0.0926,0,
0,77,CC,74,CC,0.0925,0,
0,77,CC,74,CC,0.0923,0,
0,77,CC,74,CC,0.092,0,
0,77,CC,74,CC,0.0931,0,
0,77,CC,74,CC,0.0927,0,
0,77,CC,168A,OE,0.0931,0,
0,77,CC,168A,OE,0.0926,0,
0,77,CC,168A,OE,0.0938,0,
0,77,CC,168A,OE,0.0931,0,
0,77,CC,168A,OE,0.0927,0,
0,77,CC,67,CC,0.0927,0,
0,77,CC,67,CC,0.0949,0,
0,77,CC,67,CC,0.0931,0,
0,77,CC,67,CC,0.0928,0,
0,77,CC,67,CC,0.0924,0,
0,74,CC,152B,OA,0.0983,0,
0,74,CC,152B,OA,0.1005,0,
0,74,CC,152B,OA,0.1022,0,
0,74,CC,152B,OA,0.1032,0,
0,74,CC,152B,OA,0.1023,0,
0,74,CC,147A,OC,0.102,0,
0,74,CC,147A,OC,0.1016,0,
0,74,CC,147A,OC,0.1021,0,
0,74,CC,147A,OC,0.1034,0,
0,74,CC,147A,OC,0.1006,0,
0,74,CC,137B,OA,0.0981,0,
0,74,CC,137B,OA,0.101,0,
0,74,CC,137B,OA,0.1004,0,
0,74,CC,137B,OA,0.103,0,
0,74,CC,137B,OA,0.1013,0,
0,74,CC,158,OC,0.0994,0,
0,74,CC,158,OC,0.1012,0,
0,74,CC,158,OC,0.1,0,
0,74,CC,158,OC,0.0983,0,
0,74,CC,158,OC,0.0948,0,
0,74,CC,152A,OA,0.0924,0,
0,74,CC,152A,OA,0.0939,0,
0,74,CC,152A,OA,0.0966,0,
0,74,CC,152A,OA,0.098,0,
0,74,CC,152A,OA,0.1017,0,
0,74,CC,170C,OC,0.0992,0,
0,74,CC,170C,OC,0.0992,0,
0,74,CC,170C,OC,0.0997,0,
0,74,CC,170C,OC,0.098,0,
0,74,CC,170C,OC,0.0954,0,
0,74,CC,145B,OA,0.0921,0,
0,74,CC,145B,OA,0.0916,0,
0,74,CC,145B,OA,0.0927,0,
0,74,CC,145B,OA,0.0925,0,
0,74,CC,145B,OA,0.0921,0,
0,74,CC,157B,OC,0.1026,0,
0,74,CC,157B,OC,0.097,0,
0,74,CC,157B,OC,0.0923,0,
0,74,CC,157B,OC,0.0928,0,
0,74,CC,157B,OC,0.0992,0,
0,74,CC,154C,OA,0.092,0,
0,74,CC,154C,OA,0.0923,0,
0,74,CC,154C,OA,0.0929,0,
0,74,CC,154C,OA,0.093,0,
0,74,CC,154C,OA,0.0917,0,
0,74,CC,165A,OC,0.0919,0,
0,74,CC,165A,OC,0.093,0,
0,74,CC,165A,OC,0.0927,0,
0,74,CC,165A,OC,0.0932,0,
0,74,CC,165A,OC,0.0922,0,
0,74,CC,144A,OA,0.0935,0,
0,74,CC,144A,OA,0.0932,0,
0,74,CC,144A,OA,0.0935,0,
0,74,CC,144A,OA,0.0926,0,
0,74,CC,144A,OA,0.0941,0,
0,74,CC,122A,OC,0.0923,0,
0,74,CC,122A,OC,0.0929,0,
0,74,CC,122A,OC,0.093,0,
0,74,CC,122A,OC,0.0934,0,
0,74,CC,122A,OC,0.0931,0,
0,74,CC,149A,OE,0.0968,0,
0,74,CC,149A,OE,0.0999,0,
0,74,CC,149A,OE,0.1,0,
0,74,CC,149A,OE,0.0982,0,
0,74,CC,149A,OE,0.0981,0,
0,74,CC,41,CC,0.0974,0,
0,74,CC,41,CC,0.0969,0,
0,74,CC,41,CC,0.0982,0,
0,74,CC,41,CC,0.0975,0,
0,74,CC,41,CC,0.0941,0,
0,74,CC,126B,OC,0.0976,0,
0,74,CC,126B,OC,0.0992,0,
0,74,CC,126B,OC,0.0994,0,
0,74,CC,126B,OC,0.1009,0,
0,74,CC,126B,OC,0.0978,0,
0,74,CC,53,CC,0.0973,0,
0,74,CC,53,CC,0.0977,0,
0,74,CC,53,CC,0.0965,0,
0,74,CC,53,CC,0.0929,0,
0,74,CC,53,CC,0.0919,0,
0,74,CC,135B,OE,0.093,0,
0,74,CC,135B,OE,0.0929,0,
0,74,CC,135B,OE,0.0958,0,
0,74,CC,135B,OE,0.0954,0,
0,74,CC,135B,OE,0.0953,0,
0,74,CC,57,CC,0.0945,0,
0,74,CC,57,CC,0.0937,0,
0,74,CC,57,CC,0.0935,0,
0,74,CC,57,CC,0.0919,0,
0,74,CC,57,CC,0.0919,0,
0,74,CC,135A,OE,0.0923,0,
0,74,CC,135A,OE,0.0925,0,
0,74,CC,135A,OE,0.0917,0,
0,74,CC,135A,OE,0.0924,0,
0,74,CC,135A,OE,0.0918,0,
0,74,CC,77,CC,0.0921,0,
0,74,CC,77,CC,0.092,0,
0,74,CC,77,CC,0.0922,0,
0,74,CC,77,CC,0.0919,0,
0,74,CC,77,CC,0.0925,0,
0,74,CC,159,OE,0.0928,0,
0,74,CC,159,OE,0.0929,0,
0,74,CC,159,OE,0.0928,0,
0,74,CC,159,OE,0.0931,0,
0,74,CC,159,OE,0.0937,0,
0,74,CC,74,CC,0.0919,0,
0,74,CC,74,CC,0.0934,0,
0,74,CC,74,CC,0.0926,0,
0,74,CC,74,CC,0.0929,0,
0,74,CC,74,CC,0.0928,0,
0,74,CC,168A,OE,0.0927,0,
0,74,CC,168A,OE,0.093,0,
0,74,CC,168A,OE,0.0936,0,
0,74,CC,168A,OE,0.0927,0,
0,74,CC,168A,OE,0.0921,0,
0,74,CC,67,CC,0.0923,0,
0,74,CC,67,CC,0.0937,0,
0,74,CC,67,CC,0.0936,0,
0,74,CC,67,CC,0.0926,0,
0,74,CC,67,CC,0.0927,0,
0,67,CC,152B,OA,0.0933,0,
0,67,CC,152B,OA,0.0955,0,
0,67,CC,152B,OA,0.097,0,
0,67,CC,152B,OA,0.0976,0,
0,67,CC,152B,OA,0.0968,0,
0,67,CC,147A,OC,0.0972,0,
0,67,CC,147A,OC,0.0981,0,
0,67,CC,147A,OC,0.0988,0,
0,67,CC,147A,OC,0.0979,0,
0,67,CC,147A,OC,0.0932,0,
0,67,CC,137B,OA,0.0936,0,
0,67,CC,137B,OA,0.0974,0,
0,67,CC,137B,OA,0.0968,0,
0,67,CC,137B,OA,0.0966,0,
0,67,CC,137B,OA,0.0972,0,
0,67,CC,158,OC,0.094,0,
0,67,CC,158,OC,0.0942,0,
0,67,CC,158,OC,0.0926,0,
0,67,CC,158,OC,0.0925,0,
0,67,CC,158,OC,0.0927,0,
0,67,CC,152A,OA,0.0933,0,
0,67,CC,152A,OA,0.0932,0,
0,67,CC,152A,OA,0.0932,0,
0,67,CC,152A,OA,0.0927,0,
0,67,CC,152A,OA,0.0926,0,
0,67,CC,170C,OC,0.0911,0,
0,67,CC,170C,OC,0.0922,0,
0,67,CC,170C,OC,0.0928,0,
0,67,CC,170C,OC,0.0922,0,
0,67,CC,170C,OC,0.0923,0,
0,67,CC,145B,OA,0.0923,0,
0,67,CC,145B,OA,0.0926,0,
0,67,CC,145B,OA,0.0925,0,
0,67,CC,145B,OA,0.0927,0,
0,67,CC,145B,OA,0.0919,0,
0,67,CC,157B,OC,0.0922,0,
0,67,CC,157B,OC,0.0924,0,
0,67,CC,157B,OC,0.0924,0,
0,67,CC,157B,OC,0.0921,0,
0,67,CC,157B,OC,0.0926,0,
0,67,CC,154C,OA,0.0925,0,
0,67,CC,154C,OA,0.0926,0,
0,67,CC,154C,OA,0.0927,0,
0,67,CC,154C,OA,0.0934,0,
0,67,CC,154C,OA,0.0925,0,
0,67,CC,165A,OC,0.0919,0,
